timestamp,frame_id,group_id,num_anchors,magnitude,x_center,y_center,width,height,angle
09:42:51.550,2893,1,4,4.37,659.1,336.5,115.5,74.3,-12.40
09:42:51.669,2894,1,5,6.28,659.9,336.8,114.4,75.4,-13.77
09:42:51.783,2895,1,4,6.85,661.6,338.7,113.4,73.7,-11.72
09:42:51.907,2896,1,4,7.08,662.8,339.0,115.5,75.5,-15.59
09:42:52.085,2897,1,5,8.25,662.5,339.4,114.3,76.7,-16.33
09:42:52.270,2898,1,4,7.61,663.6,339.4,114.9,78.0,-23.18
09:42:52.461,2899,1,4,7.32,664.4,339.8,115.0,78.9,-24.60
09:42:52.617,2900,1,5,10.48,665.5,339.8,114.7,84.0,-35.29
09:42:52.745,2901,1,6,13.04,665.5,340.2,111.8,87.7,-41.92
09:42:52.890,2902,1,6,13.85,666.0,340.4,107.4,91.1,-45.51
09:42:52.996,2903,1,6,13.85,665.2,341.3,102.3,94.6,-49.71
09:42:53.106,2904,1,6,13.82,665.4,341.2,101.1,94.3,-50.34
09:42:53.246,2905,1,5,11.35,665.8,339.4,96.3,92.6,-48.96
09:42:53.364,2906,1,4,9.08,666.5,339.9,94.5,94.7,-51.06
09:42:53.490,2907,1,3,7.20,665.9,340.6,91.4,95.8,-53.02
09:42:53.606,2908,1,3,6.80,665.6,340.8,89.1,97.4,-57.67
09:42:53.717,2909,1,4,8.91,665.0,340.9,88.0,100.2,-65.77
09:42:53.843,2910,1,5,10.44,664.5,341.2,85.2,97.9,-76.23
09:42:53.951,2911,1,5,10.12,664.0,340.7,83.8,97.2,-78.54
09:42:54.071,2912,1,5,10.39,664.0,342.1,83.3,98.9,-80.70
09:42:54.185,2913,1,5,10.07,662.6,342.4,81.8,100.5,-82.07
09:42:54.306,2914,1,4,7.90,662.6,342.5,81.6,99.6,-83.53
09:42:54.423,2915,1,5,9.56,662.4,341.8,83.6,99.3,-84.73
09:42:54.560,2916,1,4,7.49,660.7,341.9,84.1,97.3,-86.92
09:42:54.675,2917,1,3,5.89,660.0,340.3,84.1,94.0,-90.33
09:42:54.792,2918,1,2,4.32,660.4,340.2,83.0,93.8,-93.54
09:42:54.896,2919,1,3,5.64,660.8,341.7,85.2,95.6,-96.10
09:42:55.142,2921,1,2,3.26,660.7,341.1,96.3,95.1,-119.48
09:42:55.259,2922,1,2,4.21,662.3,341.1,98.8,92.8,-127.54
09:42:55.381,2923,1,2,3.18,663.6,341.3,98.6,89.5,-126.77
09:42:55.506,2924,1,2,3.98,664.0,340.6,102.6,86.0,-131.76
09:42:55.615,2925,1,2,3.66,662.8,340.6,105.5,84.3,-133.32
09:42:55.733,2926,1,2,4.41,662.1,340.1,112.5,81.4,-139.06
09:42:55.840,2927,1,3,5.86,661.7,339.3,115.7,77.7,-147.83
09:42:55.946,2928,1,3,6.58,662.0,339.7,117.8,75.5,-150.85
09:42:56.062,2929,1,3,6.89,662.2,339.7,117.6,75.3,-153.07
09:42:56.182,2930,1,3,6.15,662.7,339.7,117.9,74.2,-155.27
09:42:56.300,2931,1,4,5.80,664.5,338.4,116.9,72.3,-169.68
09:42:56.422,2932,1,3,5.40,664.1,338.8,117.6,70.7,-177.44
09:42:56.555,2933,1,3,5.92,664.3,338.4,117.2,71.6,-179.13
09:42:56.675,2934,1,3,6.53,664.5,338.6,115.7,71.9,179.77
09:42:56.802,2935,1,3,6.21,664.5,338.4,114.6,71.3,178.54
09:42:56.917,2936,1,3,6.08,663.4,338.7,115.0,72.6,177.93
09:42:57.042,2937,1,3,6.01,664.1,339.0,115.4,74.5,177.48
09:42:57.154,2938,1,3,6.01,664.1,339.0,115.4,74.5,177.48
09:42:57.278,2939,1,3,5.86,663.5,338.9,116.2,74.8,176.17
09:42:57.390,2940,1,3,5.55,662.1,338.5,115.7,75.0,175.69
09:42:57.521,2941,1,2,3.19,661.5,338.2,117.1,75.1,175.03
09:42:57.963,2945,1,2,3.26,661.0,338.7,116.5,84.4,142.09
09:42:58.417,2949,1,2,4.07,664.1,340.5,99.0,87.5,129.08
09:42:58.548,2950,1,2,4.01,665.1,341.6,95.3,90.7,123.84
09:42:58.661,2951,1,3,5.06,665.0,342.3,92.8,92.0,117.20
09:42:58.899,2953,1,2,3.10,662.1,341.3,84.6,91.5,106.25
09:42:59.020,2954,1,4,6.46,661.2,341.5,82.8,91.9,104.92
09:42:59.139,2955,1,4,7.19,661.6,342.3,81.0,91.8,96.67
09:42:59.247,2956,1,3,4.73,660.9,343.0,78.6,91.6,89.79
09:42:59.372,2957,1,4,6.52,661.2,343.0,78.8,91.4,90.57
09:42:59.487,2958,1,4,8.02,663.1,343.6,84.0,92.5,89.57
09:42:59.615,2959,1,4,7.92,664.2,343.1,83.1,91.6,86.33
09:42:59.733,2960,1,2,3.89,664.4,342.4,82.8,90.4,74.60
09:42:59.855,2961,1,2,3.91,664.8,342.5,84.6,92.8,67.42
09:42:59.969,2962,1,2,3.94,665.3,342.9,85.4,93.2,66.12
09:43:00.094,2963,1,2,4.30,665.2,341.8,87.3,92.5,60.88
09:43:00.215,2964,1,2,4.41,665.2,342.1,89.7,93.0,61.14
09:43:00.334,2965,1,2,4.90,665.5,341.6,94.8,89.8,57.91
09:43:00.454,2966,1,2,3.97,665.0,340.7,96.0,88.2,53.92
09:43:00.572,2967,1,2,3.49,664.4,339.7,98.8,85.5,52.21
09:43:00.690,2968,1,3,3.60,664.2,339.5,101.2,82.8,39.89
09:43:00.805,2969,1,2,3.51,663.9,337.6,103.3,79.6,31.20
09:43:00.918,2970,1,2,3.67,664.4,337.6,105.6,79.2,30.06
09:43:01.040,2971,1,2,4.22,663.6,336.9,110.1,77.0,27.26
09:43:01.156,2972,1,2,4.51,662.7,336.4,114.8,75.4,25.67
09:43:01.268,2973,1,2,4.45,663.7,336.4,119.5,73.4,24.01
09:43:01.390,2974,1,3,5.44,663.8,336.3,119.0,73.7,16.16
09:43:01.508,2975,1,3,5.10,663.8,336.4,118.0,73.3,10.61
09:43:01.631,2976,1,2,3.54,663.8,336.2,116.9,73.1,4.12
09:43:01.759,2977,1,3,4.91,663.0,337.0,115.4,73.2,-2.12
09:43:01.880,2978,1,3,4.91,663.0,337.0,115.4,73.2,-2.12
09:43:01.995,2979,1,2,3.35,663.6,336.9,114.8,72.5,-3.25
09:43:02.115,2980,1,3,4.93,663.5,337.1,115.0,73.4,-3.57
09:43:02.250,2981,1,3,4.99,663.4,337.1,115.0,73.3,-3.38
09:43:02.367,2982,1,3,4.94,663.6,337.1,115.4,73.3,-3.12
09:43:02.489,2983,1,2,3.32,663.9,337.1,115.1,72.8,-3.10
09:43:02.602,2984,1,2,3.36,663.9,337.2,114.8,72.8,-3.32
09:43:02.725,2985,1,2,3.36,664.0,337.1,115.3,72.6,-3.57
09:43:02.841,2986,1,2,3.43,663.6,337.3,114.5,73.1,-4.25
09:43:02.957,2987,1,2,3.35,663.8,336.9,114.8,72.4,-2.99
09:43:03.078,2988,1,2,3.37,664.2,337.0,115.3,72.6,-3.13
09:43:03.190,2989,1,3,5.06,664.1,337.0,116.1,73.1,-3.48
09:43:03.308,2990,1,2,3.44,663.8,337.2,115.4,73.0,-3.99
09:43:03.425,2991,1,3,4.96,663.8,337.0,115.9,73.2,-3.94
09:43:03.543,2992,1,3,4.99,663.7,336.8,116.0,72.8,-3.70
09:43:03.657,2993,1,3,4.96,663.6,336.7,115.7,72.6,-3.05
09:43:03.781,2994,1,3,4.95,663.6,337.1,115.7,73.1,-3.77
09:43:03.892,2995,1,3,4.98,663.8,337.1,116.0,73.5,-3.41
09:43:04.006,2996,1,3,5.02,663.9,336.8,116.1,72.2,-2.88
09:43:04.112,2997,1,3,5.02,663.9,336.8,116.1,72.2,-2.88
09:43:04.225,2998,1,3,5.07,664.0,337.1,116.2,73.2,-3.27
09:43:04.341,2999,1,3,5.08,663.7,336.9,115.9,73.0,-3.28
09:43:04.456,3000,1,3,5.00,663.9,336.9,115.8,72.7,-2.96
09:43:04.565,3001,1,2,3.36,664.0,336.9,115.3,72.5,-3.01
09:43:04.770,3002,1,4,6.29,663.9,337.1,116.5,72.9,-3.01
09:43:04.890,3003,1,4,6.26,663.9,337.0,116.1,72.5,-2.61
09:43:05.019,3004,1,4,6.37,663.9,337.0,116.1,72.6,-2.67
09:43:05.146,3005,1,4,6.39,664.1,337.1,117.0,72.9,-2.95
09:43:05.254,3006,1,4,6.34,664.2,337.2,116.8,73.0,-2.43
09:43:05.384,3007,1,4,6.59,664.2,337.2,117.1,73.6,-3.14
09:43:05.509,3008,1,4,6.38,664.1,337.3,116.8,73.6,-3.04
09:43:05.637,3009,1,4,6.51,664.0,337.3,116.9,73.9,-3.47
09:43:05.758,3010,1,4,6.52,663.7,337.2,117.1,73.9,-3.62
09:43:05.880,3011,1,3,5.21,664.0,337.2,116.9,74.3,-3.72
09:43:06.000,3012,1,3,5.20,664.0,337.2,116.8,74.0,-3.87
09:43:06.125,3013,1,4,6.40,664.0,337.3,117.3,74.1,-3.14
09:43:06.240,3014,1,4,6.38,664.0,337.3,116.6,73.6,-3.09
09:43:06.351,3015,1,2,3.54,664.2,337.2,115.8,73.2,-3.32
