timestamp,frame_id,group_id,num_anchors,magnitude,x_center,y_center,width,height,angle
11:25:34.697,767,1,5,9.97,478.7,502.2,147.1,104.8,-21.29
11:25:34.829,768,1,5,10.20,478.6,502.2,147.6,104.9,-21.60
11:25:34.974,769,1,5,9.90,478.9,502.0,147.4,104.6,-21.19
11:25:35.117,770,1,4,8.04,478.8,502.1,147.9,104.7,-21.05
11:25:35.267,771,1,4,8.54,478.7,502.1,147.6,104.7,-20.95
11:25:35.436,772,1,5,10.23,478.7,502.1,147.8,104.8,-20.91
11:25:35.605,773,1,5,10.33,478.6,501.8,147.3,104.5,-20.25
11:25:35.767,774,1,5,10.03,478.8,501.9,147.4,105.1,-20.42
11:25:35.959,775,1,5,10.63,478.6,502.0,147.5,104.8,-21.20
11:25:36.144,776,1,5,10.17,478.6,501.9,147.7,104.7,-20.18
11:25:36.310,777,1,5,9.75,478.6,501.6,147.8,105.3,-18.88
11:25:36.471,778,1,5,8.97,479.6,501.1,147.5,104.9,-14.61
11:25:36.616,779,1,5,9.42,479.0,500.1,147.6,104.0,-11.04
11:25:36.755,780,1,5,6.99,478.1,500.2,147.8,106.2,-2.34
11:25:36.909,781,1,2,3.27,479.2,496.6,147.2,106.0,20.24
11:25:37.044,782,1,2,3.39,480.9,496.5,144.2,108.7,26.35
11:25:37.180,783,1,2,3.46,480.6,495.8,144.2,110.2,29.26
11:25:37.322,784,1,2,3.29,481.5,497.5,138.0,117.2,34.31
11:25:37.617,786,1,2,2.37,479.6,499.9,133.3,134.1,51.32
11:25:37.787,787,1,3,6.06,483.8,500.9,120.7,133.4,57.35
11:25:37.958,788,1,4,7.37,482.9,502.0,113.8,133.7,64.25
11:25:38.121,789,1,2,3.58,483.4,500.2,107.0,134.5,84.01
11:25:38.266,790,1,5,8.84,483.5,501.4,106.9,132.9,85.54
11:25:38.510,791,1,4,8.54,482.9,498.6,106.3,130.4,97.16
11:25:38.707,792,1,5,10.58,481.1,498.3,111.1,127.6,103.77
11:25:38.855,793,1,4,10.69,482.3,499.2,110.9,122.5,115.38
11:25:39.022,794,1,4,11.67,483.1,498.2,114.5,124.4,128.01
11:25:39.184,795,1,4,11.72,482.3,497.7,125.2,124.1,133.96
11:25:39.353,796,1,4,9.45,482.6,496.6,133.4,120.0,139.56
11:25:39.494,797,1,4,8.02,482.7,496.4,135.3,117.8,141.58
11:25:39.631,798,1,4,8.16,483.1,496.6,138.1,114.8,141.31
11:25:39.788,799,1,1,2.12,482.5,498.9,137.9,106.1,161.87
11:25:39.921,800,1,2,4.24,481.3,500.2,140.9,104.2,178.71
11:25:40.068,801,1,3,6.62,482.1,500.6,141.8,102.6,-177.51
11:25:40.212,802,1,3,6.52,483.1,500.2,141.4,103.0,-173.79
11:25:40.355,803,1,4,7.77,481.1,500.9,144.9,102.1,-172.73
11:25:40.527,804,1,3,5.77,481.8,499.6,144.7,107.3,-168.48
11:25:40.679,805,1,2,3.45,481.9,500.3,142.6,111.6,-150.63
11:25:40.828,806,1,2,5.37,476.2,501.2,152.2,119.6,-135.12
11:25:40.972,807,1,2,5.27,476.6,500.3,148.9,125.8,-133.25
11:25:41.119,808,1,2,4.41,478.5,501.4,139.5,131.8,-130.54
11:25:41.270,809,1,1,2.00,477.3,500.6,128.3,136.9,-130.54
11:25:41.407,810,1,4,7.25,479.3,499.6,118.1,132.5,-111.21
11:25:41.567,811,1,4,10.13,480.7,499.7,112.0,131.6,-102.69
11:25:41.724,812,1,4,10.95,482.0,499.6,110.6,131.8,-95.09
11:25:41.889,813,1,6,13.04,482.5,498.4,106.6,133.4,-89.44
11:25:42.059,814,1,6,12.62,482.8,499.1,100.8,131.4,-82.16
11:25:42.203,815,1,7,14.84,484.3,499.0,100.6,135.4,-79.41
11:25:42.374,816,1,8,15.98,485.3,497.7,103.7,135.8,-76.31
11:25:42.547,817,1,7,16.83,485.4,499.2,117.9,133.9,-56.31
11:25:42.685,818,1,7,17.41,485.6,502.3,123.6,125.7,-53.01
11:25:42.838,819,1,7,14.42,485.6,501.2,129.7,123.4,-48.10
11:25:42.975,820,1,8,18.08,484.3,500.6,134.8,118.0,-46.57
11:25:43.115,821,1,8,19.32,484.1,502.5,140.4,118.5,-42.81
11:25:43.256,822,1,8,19.17,482.1,503.2,145.8,113.5,-40.38
11:25:43.400,823,1,4,7.79,479.9,502.9,146.8,110.5,-33.56
11:25:43.540,824,1,5,9.77,480.0,504.1,146.9,110.1,-35.39
11:25:43.686,825,1,3,5.62,480.2,503.7,147.7,110.6,-30.87
11:25:43.830,826,1,2,3.83,479.8,502.4,147.9,107.8,-25.41
11:25:43.984,827,1,2,3.93,479.7,502.3,147.6,107.4,-24.71
11:25:44.144,828,1,2,3.94,479.6,502.3,147.7,107.1,-24.93
11:25:44.307,829,1,2,3.90,479.7,502.3,147.6,107.4,-24.63
11:25:44.465,830,1,2,3.90,479.6,502.6,147.5,107.6,-25.06
11:25:44.612,831,1,2,3.95,479.7,502.4,147.6,107.2,-24.60
11:25:44.759,832,1,2,3.97,479.6,502.7,147.6,107.3,-25.10
11:25:44.910,833,1,2,3.91,479.7,502.7,147.5,107.6,-25.34
11:25:45.089,834,1,2,3.92,479.6,502.7,147.9,107.8,-24.53
11:25:45.235,835,1,2,3.90,479.7,502.6,147.4,107.2,-24.85
11:25:45.376,836,1,2,3.90,479.8,502.6,147.6,107.9,-24.76
11:25:45.548,837,1,3,5.85,479.3,502.3,147.9,106.8,-24.42
11:25:45.738,838,1,3,5.82,479.7,502.7,147.9,106.6,-25.00
11:25:45.896,839,1,4,7.66,479.4,502.7,148.4,106.9,-25.21
11:25:46.060,840,1,2,4.01,479.9,502.3,147.6,107.0,-24.64
11:25:46.203,841,1,4,7.65,479.6,502.8,148.2,107.0,-26.35
11:25:46.346,842,1,2,3.95,479.9,502.5,147.8,107.0,-25.01
11:25:46.489,843,1,4,7.59,479.7,502.9,148.4,107.3,-25.78
11:25:46.634,844,1,3,5.74,479.7,502.6,148.3,107.1,-25.58
11:25:46.784,845,1,3,5.74,479.2,502.6,147.6,106.7,-25.77
11:25:46.927,846,1,3,5.66,479.7,502.8,147.9,106.2,-25.35
