timestamp,frame_id,group_id,num_anchors,magnitude,x_center,y_center,width,height,angle
10:59:35.067,97,1,7,13.99,439.8,465.6,100.1,120.3,-83.34
10:59:35.217,98,1,7,13.86,440.0,465.4,100.8,119.9,-83.17
10:59:35.367,99,1,7,13.97,440.1,465.4,101.0,120.2,-82.84
10:59:35.517,100,1,7,13.84,439.7,465.5,100.3,120.2,-83.34
10:59:35.656,101,1,7,13.90,439.8,465.4,100.8,120.5,-82.88
10:59:35.819,102,1,7,14.10,440.3,465.5,100.7,120.6,-83.01
10:59:35.962,103,1,7,14.06,440.1,465.6,100.7,120.7,-83.01
10:59:36.105,104,1,7,14.01,439.8,465.4,100.4,120.4,-82.81
10:59:36.249,105,1,7,13.80,440.1,465.4,100.9,120.2,-82.63
10:59:36.429,106,1,7,13.99,440.2,465.4,101.4,120.4,-82.96
10:59:36.605,107,1,7,13.84,440.1,465.4,100.5,120.4,-82.88
10:59:36.749,108,1,7,13.96,440.0,465.4,100.6,120.5,-82.65
10:59:36.905,109,1,7,13.85,440.1,465.5,100.7,120.2,-82.49
10:59:37.072,110,1,8,15.26,440.2,465.6,100.7,120.9,-82.46
10:59:37.227,111,1,7,13.88,440.1,465.5,100.6,120.6,-82.69
10:59:37.386,112,1,7,14.16,440.0,465.4,100.7,120.4,-82.68
10:59:37.532,113,1,7,13.97,440.0,465.3,100.5,120.5,-82.75
10:59:37.698,114,1,7,13.95,440.1,465.5,100.5,120.6,-82.58
10:59:37.867,115,1,7,14.02,440.0,465.6,100.8,120.7,-82.58
10:59:38.012,116,1,7,14.00,439.8,465.5,99.9,120.7,-82.81
10:59:38.155,117,1,7,13.97,439.8,465.4,100.2,120.3,-82.90
10:59:38.295,118,1,7,13.97,439.9,465.5,100.4,120.7,-82.89
10:59:38.444,119,1,7,14.08,440.1,465.5,101.4,120.7,-82.80
10:59:38.584,120,1,7,13.85,440.2,465.3,100.8,120.6,-82.61
10:59:38.777,121,1,7,14.12,440.0,465.6,100.3,120.7,-82.65
10:59:38.998,122,1,7,14.05,440.0,465.6,100.7,120.7,-82.94
10:59:39.191,123,1,7,14.00,440.1,465.5,100.7,120.8,-82.64
10:59:39.383,124,1,7,14.13,440.1,465.6,100.2,120.5,-82.73
10:59:39.560,125,1,8,15.32,440.0,465.6,100.8,120.9,-82.28
10:59:39.762,126,1,7,13.99,440.2,465.4,101.2,120.5,-82.53
