vector_magnitude,estimated_angle,x_center,y_center,width,height,Leanbot_0,Leanbot_p15,Leanbot_p30,Leanbot_p45,Leanbot_p60,Leanbot_p75,Leanbot_p90,Leanbot_p105,Leanbot_p120,Leanbot_p135,Leanbot_p150,Leanbot_p165,Leanbot_p180,Leanbot_p195,Leanbot_m150,Leanbot_m135,Leanbot_m120,Leanbot_m105,Leanbot_m90,Leanbot_m75,Leanbot_m60,Leanbot_m45,Leanbot_m30,Leanbot_m15,x1,y1,x2,y2,group_id,group_x_center,group_y_center,group_width,group_height
2.8576,-49.3936,608.4659,492.4737,63.3541,107.6520,0.1479,0.0278,0.0035,0.0049,0.0024,0.0002,0.0002,0.0000,0.0002,0.0008,0.0126,0.0005,0.0003,0.0066,0.0010,0.0031,0.0116,0.0233,0.0876,0.6451,0.6288,0.7952,0.5903,0.1617,576.7889,438.6477,640.1430,546.2997,4,608.3400,493.3300,63.5600,107.2700
2.5285,-49.3539,608.1477,494.5383,63.9825,108.2089,0.1263,0.0278,0.0024,0.0040,0.0030,0.0002,0.0005,0.0000,0.0004,0.0010,0.0164,0.0009,0.0007,0.0080,0.0013,0.0025,0.0076,0.0206,0.0500,0.5572,0.6379,0.6728,0.5161,0.1431,576.1565,440.4339,640.1389,548.6428,4,608.3400,493.3300,63.5600,107.2700
2.1932,-55.6261,608.1340,493.5704,64.0311,106.2882,0.0637,0.0192,0.0044,0.0064,0.0043,0.0000,0.0017,0.0000,0.0003,0.0017,0.0110,0.0019,0.0007,0.0051,0.0025,0.0042,0.0314,0.0439,0.0564,0.6008,0.5872,0.6521,0.2862,0.0394,576.1185,440.4263,640.1496,546.7146,4,608.3400,493.3300,63.5600,107.2700
1.5736,-55.5313,608.1453,493.1263,64.0032,106.9438,0.0484,0.0106,0.0052,0.0047,0.0058,0.0000,0.0012,0.0000,0.0003,0.0016,0.0034,0.0011,0.0005,0.0025,0.0013,0.0026,0.0282,0.0285,0.0424,0.4161,0.3676,0.6078,0.1216,0.0283,576.1436,439.6544,640.1469,546.5983,4,608.3400,493.3300,63.5600,107.2700
1.0719,-44.0793,608.4737,492.5425,63.2285,106.8079,0.1130,0.0214,0.0018,0.0044,0.0019,0.0002,0.0004,0.0000,0.0005,0.0017,0.0040,0.0008,0.0002,0.0021,0.0011,0.0010,0.0060,0.0093,0.0145,0.1616,0.1988,0.4330,0.1617,0.0604,576.8594,439.1386,640.0880,545.9465,4,608.3400,493.3300,63.5600,107.2700
0.9481,-50.6202,608.8729,492.5951,62.4678,106.3533,0.0341,0.0152,0.0021,0.0039,0.0045,0.0001,0.0005,0.0000,0.0003,0.0017,0.0035,0.0003,0.0004,0.0026,0.0008,0.0013,0.0125,0.0118,0.0215,0.1199,0.2883,0.4079,0.0812,0.0315,577.6390,439.4184,640.1068,545.7717,4,608.3400,493.3300,63.5600,107.2700
0.4142,-45.6365,608.8142,492.3392,61.9512,106.4282,0.0328,0.0200,0.0037,0.0052,0.0047,0.0001,0.0004,0.0000,0.0003,0.0021,0.0010,0.0004,0.0002,0.0016,0.0011,0.0014,0.0089,0.0079,0.0120,0.0383,0.1078,0.1919,0.0278,0.0183,577.8386,439.1251,639.7898,545.5533,4,608.3400,493.3300,63.5600,107.2700
0.3984,-56.6420,608.4584,494.7867,63.4952,108.7474,0.0114,0.0062,0.0007,0.0019,0.0023,0.0001,0.0013,0.0000,0.0002,0.0014,0.0093,0.0018,0.0008,0.0022,0.0015,0.0020,0.0082,0.0129,0.0057,0.0819,0.1506,0.1242,0.0380,0.0056,576.7108,440.4130,640.2060,549.1603,4,608.3400,493.3300,63.5600,107.2700
0.2941,-50.5289,608.4259,491.8603,63.3172,104.7167,0.0089,0.0056,0.0019,0.0043,0.0062,0.0000,0.0008,0.0000,0.0005,0.0015,0.0008,0.0002,0.0002,0.0010,0.0009,0.0004,0.0087,0.0040,0.0037,0.0431,0.0712,0.1615,0.0122,0.0034,576.7673,439.5019,640.0845,544.2186,4,608.3400,493.3300,63.5600,107.2700
0.2578,-48.3506,608.0640,495.2322,63.8585,108.5443,0.0157,0.0038,0.0003,0.0012,0.0007,0.0002,0.0007,0.0000,0.0006,0.0008,0.0044,0.0006,0.0002,0.0009,0.0004,0.0003,0.0026,0.0024,0.0022,0.0531,0.0578,0.0947,0.0395,0.0160,576.1348,440.9601,639.9933,549.5044,4,608.3400,493.3300,63.5600,107.2700
0.1675,-45.3041,608.3647,495.2567,63.4544,108.3104,0.0123,0.0026,0.0003,0.0017,0.0017,0.0002,0.0005,0.0000,0.0003,0.0009,0.0053,0.0005,0.0005,0.0028,0.0008,0.0007,0.0016,0.0026,0.0029,0.0224,0.0403,0.0503,0.0474,0.0103,576.6375,441.1015,640.0919,549.4119,4,608.3400,493.3300,63.5600,107.2700
0.0734,-13.7461,608.7931,492.7138,62.2943,109.1432,0.0127,0.0094,0.0119,0.0172,0.0196,0.0013,0.0005,0.0016,0.0012,0.0023,0.0006,0.0000,0.0010,0.0038,0.0002,0.0013,0.0078,0.0068,0.0180,0.0108,0.0096,0.0031,0.0040,0.0189,577.6459,438.1422,639.9402,547.2854,4,608.3400,493.3300,63.5600,107.2700
0.0517,-23.9074,608.2589,492.6036,63.4557,107.8828,0.0138,0.0031,0.0034,0.0152,0.0130,0.0029,0.0006,0.0009,0.0008,0.0021,0.0004,0.0001,0.0006,0.0027,0.0008,0.0031,0.0048,0.0042,0.0109,0.0129,0.0145,0.0020,0.0024,0.0078,576.5310,438.6622,639.9868,546.5450,4,608.3400,493.3300,63.5600,107.2700
0.0512,-39.1518,608.2541,494.4889,63.5361,111.1411,0.0142,0.0013,0.0038,0.0112,0.0092,0.0014,0.0005,0.0007,0.0009,0.0017,0.0008,0.0001,0.0007,0.0041,0.0006,0.0042,0.0026,0.0059,0.0136,0.0123,0.0139,0.0038,0.0020,0.0073,576.4860,438.9183,640.0222,550.0594,4,608.3400,493.3300,63.5600,107.2700
0.0478,-10.6922,608.9890,494.2386,62.6068,111.0272,0.0045,0.0026,0.0073,0.0239,0.0136,0.0019,0.0007,0.0033,0.0029,0.0029,0.0018,0.0001,0.0006,0.0015,0.0003,0.0023,0.0035,0.0059,0.0168,0.0071,0.0139,0.0043,0.0020,0.0094,577.6856,438.7250,640.2924,549.7522,4,608.3400,493.3300,63.5600,107.2700
0.0294,-63.6173,609.8938,499.3522,60.4755,114.7753,0.0015,0.0014,0.0003,0.0006,0.0010,0.0001,0.0005,0.0001,0.0002,0.0011,0.0031,0.0006,0.0006,0.0010,0.0006,0.0014,0.0015,0.0024,0.0011,0.0078,0.0109,0.0091,0.0032,0.0009,579.6561,441.9646,640.1315,556.7399,4,608.3400,493.3300,63.5600,107.2700
0.0283,-47.4438,608.4944,496.4637,63.1283,110.4840,0.0120,0.0049,0.0030,0.0093,0.0065,0.0013,0.0009,0.0022,0.0019,0.0049,0.0028,0.0004,0.0042,0.0087,0.0012,0.0011,0.0022,0.0101,0.0111,0.0099,0.0084,0.0013,0.0014,0.0069,576.9303,441.2217,640.0586,551.7057,4,608.3400,493.3300,63.5600,107.2700
0.0214,-47.2666,609.2653,488.8515,61.2690,100.4733,0.0015,0.0014,0.0008,0.0015,0.0016,0.0001,0.0002,0.0001,0.0002,0.0008,0.0004,0.0001,0.0002,0.0004,0.0004,0.0005,0.0025,0.0012,0.0013,0.0016,0.0067,0.0094,0.0014,0.0016,578.6307,438.6149,639.8998,539.0882,4,608.3400,493.3300,63.5600,107.2700
0.0195,-150.5071,604.8783,493.4548,70.2382,111.0392,0.0004,0.0000,0.0001,0.0003,0.0003,0.0001,0.0002,0.0008,0.0011,0.0010,0.0044,0.0003,0.0014,0.0019,0.0075,0.0029,0.0039,0.0015,0.0017,0.0011,0.0010,0.0001,0.0002,0.0008,569.7592,437.9352,639.9974,548.9744,4,608.3400,493.3300,63.5600,107.2700
0.0147,-40.3167,609.2000,490.6959,60.8734,104.8882,0.0018,0.0019,0.0013,0.0014,0.0009,0.0001,0.0001,0.0001,0.0002,0.0007,0.0002,0.0002,0.0001,0.0003,0.0003,0.0007,0.0022,0.0009,0.0011,0.0013,0.0036,0.0051,0.0009,0.0019,578.7632,438.2518,639.6367,543.1400,4,608.3400,493.3300,63.5600,107.2700
0.0124,-52.9590,609.4108,490.9891,62.9057,103.5375,0.0025,0.0011,0.0006,0.0006,0.0005,0.0001,0.0002,0.0001,0.0001,0.0005,0.0004,0.0002,0.0002,0.0004,0.0004,0.0005,0.0021,0.0009,0.0018,0.0017,0.0025,0.0034,0.0012,0.0012,577.9579,439.2203,640.8636,542.7579,4,608.3400,493.3300,63.5600,107.2700
0.0107,-53.0752,609.0367,492.3349,63.2941,104.4140,0.0020,0.0006,0.0003,0.0003,0.0003,0.0001,0.0002,0.0001,0.0001,0.0004,0.0003,0.0002,0.0002,0.0004,0.0003,0.0003,0.0012,0.0006,0.0010,0.0026,0.0020,0.0028,0.0018,0.0007,577.3896,440.1279,640.6837,544.5419,4,608.3400,493.3300,63.5600,107.2700
0.0098,-146.2490,603.7930,492.3755,72.4931,103.0706,0.0003,0.0000,0.0001,0.0002,0.0002,0.0001,0.0002,0.0003,0.0006,0.0004,0.0016,0.0003,0.0006,0.0015,0.0033,0.0024,0.0019,0.0006,0.0007,0.0006,0.0007,0.0001,0.0002,0.0005,567.5464,440.8401,640.0395,543.9108,4,608.3400,493.3300,63.5600,107.2700
0.0093,-44.2728,608.0859,495.8347,63.7078,104.3979,0.0012,0.0004,0.0002,0.0003,0.0002,0.0002,0.0003,0.0000,0.0004,0.0003,0.0008,0.0003,0.0002,0.0003,0.0003,0.0002,0.0005,0.0006,0.0003,0.0018,0.0022,0.0027,0.0014,0.0024,576.2321,443.6357,639.9398,548.0336,4,608.3400,493.3300,63.5600,107.2700
0.0091,106.4284,608.9373,495.3553,62.4803,112.4324,0.0008,0.0008,0.0021,0.0038,0.0019,0.0007,0.0017,0.0033,0.0018,0.0036,0.0030,0.0016,0.0013,0.0016,0.0004,0.0012,0.0009,0.0012,0.0013,0.0009,0.0014,0.0013,0.0006,0.0013,577.6971,439.1391,640.1775,551.5715,4,608.3400,493.3300,63.5600,107.2700
0.0080,-46.9565,608.8080,496.5300,62.2026,112.2642,0.0010,0.0005,0.0001,0.0005,0.0006,0.0002,0.0003,0.0001,0.0002,0.0004,0.0012,0.0002,0.0003,0.0005,0.0004,0.0004,0.0004,0.0007,0.0005,0.0012,0.0023,0.0027,0.0025,0.0009,577.7067,440.3979,639.9093,552.6621,4,608.3400,493.3300,63.5600,107.2700
0.0069,-41.4186,609.1981,487.0049,61.8379,96.6451,0.0007,0.0006,0.0005,0.0010,0.0008,0.0000,0.0005,0.0001,0.0003,0.0004,0.0002,0.0001,0.0001,0.0003,0.0004,0.0002,0.0011,0.0004,0.0004,0.0012,0.0017,0.0036,0.0005,0.0004,578.2792,438.6824,640.1171,535.3275,4,608.3400,493.3300,63.5600,107.2700
0.0066,-160.5255,605.3569,493.7690,69.3845,109.1102,0.0002,0.0000,0.0001,0.0001,0.0002,0.0002,0.0001,0.0007,0.0008,0.0005,0.0012,0.0002,0.0009,0.0005,0.0029,0.0009,0.0014,0.0004,0.0005,0.0005,0.0002,0.0001,0.0001,0.0004,570.6646,439.2139,640.0491,548.3240,4,608.3400,493.3300,63.5600,107.2700
0.0044,-173.5363,604.4674,490.5873,71.6586,101.7554,0.0001,0.0000,0.0001,0.0001,0.0001,0.0001,0.0001,0.0005,0.0005,0.0003,0.0016,0.0004,0.0006,0.0006,0.0008,0.0010,0.0009,0.0002,0.0002,0.0002,0.0002,0.0001,0.0001,0.0004,568.6381,439.7096,640.2967,541.4650,4,608.3400,493.3300,63.5600,107.2700
2.6144,-50.9147,539.3414,208.5452,77.6320,52.7096,0.0880,0.0278,0.0010,0.0023,0.0055,0.0001,0.0006,0.0000,0.0000,0.0032,0.0310,0.0008,0.0005,0.0110,0.0027,0.0088,0.0449,0.0193,0.0277,0.4467,0.7978,0.8610,0.3968,0.1431,500.5255,182.1904,578.1574,234.9000,5,539.1600,208.7300,76.8400,52.8000
2.5710,-51.3896,538.2101,208.7016,75.6649,52.5237,0.0863,0.0178,0.0014,0.0026,0.0031,0.0001,0.0016,0.0000,0.0001,0.0012,0.0235,0.0014,0.0004,0.0096,0.0009,0.0020,0.0187,0.0171,0.0284,0.5900,0.6920,0.7549,0.4770,0.1024,500.3777,182.4397,576.0426,234.9634,5,539.1600,208.7300,76.8400,52.8000
2.5285,-49.6846,539.2090,208.6486,77.5691,52.8247,0.0509,0.0156,0.0013,0.0039,0.0014,0.0001,0.0007,0.0000,0.0001,0.0007,0.0251,0.0008,0.0004,0.0068,0.0022,0.0029,0.0184,0.0061,0.0186,0.4983,0.6668,0.7508,0.5613,0.1354,500.4245,182.2363,577.9936,235.0610,5,539.1600,208.7300,76.8400,52.8000
2.4962,-49.5414,539.4155,208.7772,77.7826,52.7489,0.0798,0.0189,0.0036,0.0039,0.0041,0.0001,0.0006,0.0000,0.0001,0.0009,0.0073,0.0008,0.0005,0.0075,0.0046,0.0054,0.0342,0.0120,0.0404,0.4516,0.6427,0.7731,0.5041,0.1407,500.5242,182.4028,578.3068,235.1517,5,539.1600,208.7300,76.8400,52.8000
2.4540,-55.0495,539.7578,208.9717,77.2795,52.7525,0.0740,0.0178,0.0027,0.0028,0.0066,0.0001,0.0008,0.0000,0.0001,0.0019,0.0182,0.0004,0.0009,0.0239,0.0029,0.0049,0.0528,0.0334,0.0678,0.6326,0.6612,0.7390,0.2748,0.1394,501.1181,182.5955,578.3976,235.3480,5,539.1600,208.7300,76.8400,52.8000
1.8544,-49.1657,537.9047,208.7576,76.1267,53.0883,0.0843,0.0341,0.0017,0.0034,0.0051,0.0001,0.0004,0.0000,0.0003,0.0027,0.0151,0.0009,0.0003,0.0073,0.0013,0.0028,0.0197,0.0121,0.0161,0.3284,0.5063,0.6609,0.2664,0.0953,499.8414,182.2134,575.9681,235.3017,5,539.1600,208.7300,76.8400,52.8000
0.7203,-50.3966,540.8893,208.6293,75.8900,53.3073,0.0217,0.0044,0.0009,0.0020,0.0022,0.0001,0.0007,0.0000,0.0002,0.0011,0.0029,0.0006,0.0004,0.0028,0.0015,0.0012,0.0109,0.0057,0.0064,0.0908,0.2117,0.2998,0.1065,0.0129,502.9443,181.9757,578.8343,235.2830,5,539.1600,208.7300,76.8400,52.8000
0.5215,-53.8826,541.3203,208.7658,74.4853,52.9569,0.0105,0.0042,0.0006,0.0018,0.0017,0.0000,0.0003,0.0000,0.0001,0.0012,0.0038,0.0004,0.0005,0.0032,0.0011,0.0014,0.0146,0.0058,0.0050,0.1041,0.1381,0.2083,0.0675,0.0077,504.0776,182.2873,578.5629,235.2442,5,539.1600,208.7300,76.8400,52.8000
0.4832,-49.0169,539.2845,208.9320,76.5963,53.2265,0.0138,0.0064,0.0005,0.0032,0.0011,0.0001,0.0004,0.0000,0.0003,0.0010,0.0076,0.0004,0.0003,0.0024,0.0003,0.0008,0.0023,0.0030,0.0035,0.0695,0.1340,0.2043,0.0643,0.0225,500.9864,182.3188,577.5827,235.5453,5,539.1600,208.7300,76.8400,52.8000
0.3651,-49.8536,538.9177,208.5810,75.5210,52.7417,0.0133,0.0075,0.0007,0.0045,0.0011,0.0001,0.0005,0.0001,0.0002,0.0016,0.0048,0.0002,0.0003,0.0032,0.0006,0.0015,0.0044,0.0034,0.0034,0.0533,0.1099,0.1484,0.0453,0.0115,501.1572,182.2102,576.6781,234.9518,5,539.1600,208.7300,76.8400,52.8000
0.1555,-52.7858,538.4337,208.6040,75.3692,52.2650,0.0047,0.0021,0.0003,0.0012,0.0005,0.0001,0.0007,0.0000,0.0004,0.0007,0.0042,0.0002,0.0003,0.0016,0.0003,0.0003,0.0015,0.0013,0.0017,0.0290,0.0449,0.0739,0.0085,0.0046,500.7491,182.4715,576.1183,234.7366,5,539.1600,208.7300,76.8400,52.8000
0.0659,-44.8344,537.5700,209.0928,75.7906,53.2872,0.0071,0.0029,0.0007,0.0008,0.0012,0.0001,0.0002,0.0000,0.0003,0.0007,0.0014,0.0006,0.0003,0.0007,0.0005,0.0006,0.0036,0.0028,0.0025,0.0079,0.0147,0.0157,0.0185,0.0053,499.6747,182.4492,575.4653,235.7364,5,539.1600,208.7300,76.8400,52.8000
0.0498,-52.5268,539.6423,208.6144,76.6866,53.8336,0.0022,0.0022,0.0004,0.0005,0.0005,0.0001,0.0004,0.0001,0.0002,0.0005,0.0011,0.0002,0.0001,0.0005,0.0002,0.0003,0.0023,0.0013,0.0011,0.0086,0.0145,0.0219,0.0022,0.0023,501.2990,181.6976,577.9856,235.5312,5,539.1600,208.7300,76.8400,52.8000
0.0405,-47.5090,538.0635,208.6142,75.5821,51.2911,0.0033,0.0013,0.0004,0.0004,0.0003,0.0001,0.0004,0.0000,0.0001,0.0003,0.0009,0.0004,0.0002,0.0004,0.0001,0.0002,0.0013,0.0015,0.0014,0.0063,0.0095,0.0112,0.0106,0.0021,500.2725,182.9686,575.8546,234.2597,5,539.1600,208.7300,76.8400,52.8000
0.0288,-47.9879,538.5057,208.6429,75.6229,54.0863,0.0022,0.0026,0.0004,0.0005,0.0008,0.0001,0.0003,0.0000,0.0002,0.0007,0.0007,0.0003,0.0001,0.0005,0.0003,0.0003,0.0014,0.0008,0.0007,0.0045,0.0097,0.0107,0.0019,0.0018,500.6943,181.5997,576.3172,235.6861,5,539.1600,208.7300,76.8400,52.8000
0.0135,-54.0157,540.9940,209.0041,74.3874,54.6482,0.0012,0.0005,0.0003,0.0006,0.0002,0.0001,0.0002,0.0001,0.0002,0.0002,0.0006,0.0001,0.0002,0.0003,0.0003,0.0001,0.0013,0.0006,0.0007,0.0028,0.0036,0.0047,0.0016,0.0007,503.8003,181.6801,578.1877,236.3282,5,539.1600,208.7300,76.8400,52.8000
0.0070,-54.1235,539.7213,207.4742,77.5071,53.6350,0.0004,0.0004,0.0002,0.0007,0.0003,0.0001,0.0004,0.0001,0.0002,0.0005,0.0007,0.0000,0.0001,0.0005,0.0005,0.0003,0.0004,0.0003,0.0003,0.0016,0.0026,0.0029,0.0011,0.0003,500.9677,180.6567,578.4748,234.2917,5,539.1600,208.7300,76.8400,52.8000
0.0047,-120.4643,538.1367,208.4360,82.7334,52.8108,0.0001,0.0000,0.0001,0.0001,0.0003,0.0001,0.0000,0.0001,0.0001,0.0000,0.0001,0.0001,0.0002,0.0006,0.0005,0.0014,0.0015,0.0010,0.0006,0.0001,0.0002,0.0001,0.0001,0.0003,496.7700,182.0306,579.5034,234.8414,5,539.1600,208.7300,76.8400,52.8000
0.0045,-121.8192,539.3276,207.7620,78.5378,54.0835,0.0001,0.0000,0.0001,0.0002,0.0002,0.0001,0.0000,0.0001,0.0001,0.0001,0.0002,0.0000,0.0002,0.0006,0.0006,0.0012,0.0015,0.0010,0.0006,0.0002,0.0002,0.0001,0.0001,0.0003,500.0587,180.7202,578.5965,234.8037,5,539.1600,208.7300,76.8400,52.8000
0.0039,-50.5504,543.7186,209.2074,68.9176,55.7795,0.0004,0.0004,0.0001,0.0002,0.0004,0.0001,0.0001,0.0001,0.0001,0.0004,0.0003,0.0001,0.0001,0.0001,0.0003,0.0001,0.0007,0.0002,0.0001,0.0006,0.0011,0.0022,0.0004,0.0002,509.2598,181.3177,578.1774,237.0972,5,539.1600,208.7300,76.8400,52.8000
2.5311,-48.1616,570.3131,317.8896,100.6475,69.7812,0.0505,0.0180,0.0012,0.0056,0.0022,0.0001,0.0009,0.0000,0.0001,0.0009,0.0326,0.0007,0.0002,0.0090,0.0017,0.0023,0.0128,0.0057,0.0106,0.4334,0.6592,0.7629,0.6391,0.1338,519.9893,282.9990,620.6369,352.7803,6,570.5500,317.8100,100.2400,69.7600
2.5117,-46.3229,570.2665,317.9951,99.6167,69.5129,0.0843,0.0222,0.0018,0.0034,0.0029,0.0001,0.0005,0.0000,0.0001,0.0013,0.0186,0.0008,0.0003,0.0091,0.0013,0.0016,0.0182,0.0080,0.0115,0.3584,0.6117,0.7870,0.6635,0.1387,520.4581,283.2386,620.0748,352.7516,6,570.5500,317.8100,100.2400,69.7600
2.2815,-47.0519,570.5068,317.5374,99.8434,69.6024,0.0760,0.0193,0.0009,0.0029,0.0022,0.0001,0.0005,0.0000,0.0001,0.0016,0.0223,0.0008,0.0002,0.0056,0.0015,0.0015,0.0156,0.0041,0.0075,0.3271,0.5650,0.8051,0.5246,0.1068,520.5851,282.7361,620.4286,352.3386,6,570.5500,317.8100,100.2400,69.7600
1.9772,-48.4871,570.6776,317.7743,100.2518,70.5675,0.0540,0.0158,0.0014,0.0022,0.0014,0.0001,0.0005,0.0000,0.0001,0.0007,0.0085,0.0006,0.0003,0.0063,0.0018,0.0028,0.0102,0.0061,0.0165,0.3332,0.4881,0.6636,0.4472,0.0786,520.5517,282.4905,620.8035,353.0580,6,570.5500,317.8100,100.2400,69.7600
1.6844,-48.4285,570.8829,317.7793,101.4703,69.6407,0.0408,0.0134,0.0005,0.0024,0.0011,0.0002,0.0007,0.0000,0.0002,0.0013,0.0265,0.0008,0.0003,0.0051,0.0006,0.0011,0.0051,0.0042,0.0047,0.2791,0.4565,0.5406,0.4045,0.0652,520.1478,282.9590,621.6181,352.5996,6,570.5500,317.8100,100.2400,69.7600
1.6739,-45.4450,570.7606,317.5326,100.5644,68.9616,0.0691,0.0220,0.0010,0.0030,0.0021,0.0001,0.0004,0.0000,0.0003,0.0017,0.0242,0.0007,0.0003,0.0058,0.0011,0.0014,0.0089,0.0048,0.0087,0.1762,0.4034,0.6753,0.3407,0.1000,520.4784,283.0518,621.0428,352.0134,6,570.5500,317.8100,100.2400,69.7600
1.3495,-48.2087,570.5754,318.5726,99.7566,70.0603,0.0400,0.0115,0.0007,0.0027,0.0020,0.0001,0.0003,0.0000,0.0002,0.0014,0.0119,0.0006,0.0003,0.0043,0.0008,0.0013,0.0094,0.0052,0.0041,0.1982,0.3426,0.5065,0.2901,0.0381,520.6971,283.5424,620.4537,353.6027,6,570.5500,317.8100,100.2400,69.7600
0.7212,-49.7372,570.6370,318.2393,100.4849,71.3471,0.0229,0.0045,0.0006,0.0021,0.0023,0.0001,0.0008,0.0000,0.0001,0.0011,0.0037,0.0003,0.0004,0.0037,0.0017,0.0017,0.0061,0.0039,0.0081,0.1129,0.1983,0.2582,0.1420,0.0174,520.3946,282.5657,620.8795,353.9128,6,570.5500,317.8100,100.2400,69.7600
0.4934,-46.7578,570.5175,317.7486,101.2325,70.5944,0.0200,0.0063,0.0006,0.0035,0.0012,0.0001,0.0007,0.0000,0.0003,0.0008,0.0053,0.0004,0.0003,0.0021,0.0006,0.0006,0.0035,0.0028,0.0040,0.0624,0.0955,0.2464,0.0716,0.0203,519.9012,282.4514,621.1338,353.0458,6,570.5500,317.8100,100.2400,69.7600
0.4625,-51.2397,570.7089,317.0636,99.1451,69.0842,0.0132,0.0071,0.0005,0.0027,0.0016,0.0001,0.0004,0.0000,0.0003,0.0013,0.0054,0.0002,0.0002,0.0032,0.0006,0.0005,0.0088,0.0024,0.0029,0.0776,0.1178,0.2262,0.0286,0.0185,521.1363,282.5215,620.2814,351.6057,6,570.5500,317.8100,100.2400,69.7600
0.3726,-53.5868,571.1711,317.7776,100.4385,71.8112,0.0110,0.0053,0.0008,0.0034,0.0013,0.0001,0.0004,0.0000,0.0001,0.0013,0.0049,0.0002,0.0004,0.0038,0.0007,0.0022,0.0082,0.0051,0.0067,0.0843,0.1005,0.1304,0.0467,0.0140,520.9519,281.8719,621.3904,353.6832,6,570.5500,317.8100,100.2400,69.7600
0.2789,-49.9996,570.4200,316.8828,99.8253,67.9691,0.0117,0.0099,0.0006,0.0013,0.0014,0.0001,0.0003,0.0000,0.0003,0.0014,0.0032,0.0003,0.0002,0.0017,0.0005,0.0006,0.0065,0.0017,0.0023,0.0451,0.0794,0.1190,0.0250,0.0095,520.5074,282.8983,620.3327,350.8674,6,570.5500,317.8100,100.2400,69.7600
0.2691,-40.5487,569.7070,317.2014,99.0584,68.2896,0.0263,0.0076,0.0014,0.0016,0.0013,0.0001,0.0003,0.0000,0.0004,0.0009,0.0027,0.0011,0.0002,0.0018,0.0006,0.0004,0.0038,0.0030,0.0034,0.0272,0.0519,0.0862,0.0662,0.0271,520.1778,283.0566,619.2362,351.3461,6,570.5500,317.8100,100.2400,69.7600
0.1860,-48.7313,571.0455,317.8833,99.0498,67.5317,0.0059,0.0028,0.0005,0.0024,0.0006,0.0001,0.0003,0.0000,0.0003,0.0006,0.0020,0.0001,0.0001,0.0011,0.0004,0.0002,0.0045,0.0010,0.0010,0.0272,0.0417,0.0859,0.0281,0.0054,521.5206,284.1175,620.5704,351.6491,6,570.5500,317.8100,100.2400,69.7600
0.0540,-47.8370,569.8391,317.3834,99.4852,68.0001,0.0036,0.0010,0.0003,0.0005,0.0004,0.0001,0.0004,0.0000,0.0002,0.0004,0.0017,0.0006,0.0002,0.0006,0.0002,0.0002,0.0014,0.0011,0.0008,0.0084,0.0157,0.0147,0.0132,0.0036,520.0965,283.3834,619.5817,351.3835,6,570.5500,317.8100,100.2400,69.7600
0.0407,-39.4881,569.9083,316.6865,98.5855,66.9011,0.0071,0.0038,0.0010,0.0016,0.0010,0.0001,0.0002,0.0000,0.0006,0.0006,0.0007,0.0004,0.0002,0.0009,0.0004,0.0003,0.0011,0.0011,0.0014,0.0062,0.0125,0.0089,0.0062,0.0029,520.6156,283.2360,619.2011,350.1371,6,570.5500,317.8100,100.2400,69.7600
0.0316,-48.1382,570.5688,317.7245,102.9676,68.3678,0.0018,0.0008,0.0002,0.0008,0.0004,0.0001,0.0007,0.0000,0.0003,0.0003,0.0018,0.0002,0.0002,0.0005,0.0003,0.0002,0.0007,0.0007,0.0007,0.0050,0.0076,0.0149,0.0049,0.0015,519.0851,283.5406,622.0526,351.9084,6,570.5500,317.8100,100.2400,69.7600
0.0308,-58.5311,570.7140,317.3303,101.8459,71.8719,0.0019,0.0012,0.0005,0.0010,0.0005,0.0001,0.0004,0.0001,0.0001,0.0008,0.0009,0.0001,0.0003,0.0012,0.0007,0.0006,0.0017,0.0014,0.0017,0.0068,0.0110,0.0092,0.0022,0.0013,519.7910,281.3943,621.6369,353.2663,6,570.5500,317.8100,100.2400,69.7600
0.0190,-51.1093,571.0044,319.1927,98.9914,66.6123,0.0009,0.0008,0.0002,0.0005,0.0006,0.0001,0.0002,0.0001,0.0002,0.0007,0.0005,0.0002,0.0001,0.0003,0.0002,0.0002,0.0015,0.0004,0.0001,0.0032,0.0053,0.0087,0.0022,0.0008,521.5087,285.8866,620.5001,352.4989,6,570.5500,317.8100,100.2400,69.7600
0.0066,-53.5277,572.2223,318.8092,95.1868,72.3992,0.0003,0.0004,0.0001,0.0002,0.0003,0.0001,0.0002,0.0001,0.0001,0.0005,0.0007,0.0004,0.0001,0.0002,0.0002,0.0004,0.0008,0.0003,0.0001,0.0009,0.0014,0.0034,0.0017,0.0007,524.6289,282.6096,619.8157,355.0088,6,570.5500,317.8100,100.2400,69.7600
0.0038,-57.6527,574.9659,317.6253,91.6646,71.6047,0.0003,0.0003,0.0001,0.0002,0.0003,0.0002,0.0004,0.0001,0.0001,0.0003,0.0005,0.0002,0.0002,0.0003,0.0005,0.0003,0.0003,0.0003,0.0002,0.0007,0.0017,0.0015,0.0009,0.0005,529.1336,281.8230,620.7982,353.4277,6,570.5500,317.8100,100.2400,69.7600
2.4224,-65.7553,184.4764,474.5917,83.5451,98.8893,0.0496,0.0115,0.0058,0.0049,0.0063,0.0001,0.0027,0.0000,0.0001,0.0014,0.0038,0.0004,0.0014,0.0088,0.0016,0.0102,0.0848,0.1255,0.2689,0.7952,0.6419,0.5359,0.0816,0.0457,142.7038,425.1470,226.2489,524.0363,7,184.2600,474.7300,83.5600,97.9000
