vector_magnitude,estimated_angle,x_center,y_center,width,height,Leanbot_0,Leanbot_p15,Leanbot_p30,Leanbot_p45,Leanbot_p60,Leanbot_p75,Leanbot_p90,Leanbot_p105,Leanbot_p120,Leanbot_p135,Leanbot_p150,Leanbot_p165,Leanbot_p180,Leanbot_p195,Leanbot_m150,Leanbot_m135,Leanbot_m120,Leanbot_m105,Leanbot_m90,Leanbot_m75,Leanbot_m60,Leanbot_m45,Leanbot_m30,Leanbot_m15,x1,y1,x2,y2,group_id,group_x_center,group_y_center,group_width,group_height
2.0322,-65.4091,184.4319,474.5254,83.4212,97.7581,0.0438,0.0063,0.0050,0.0035,0.0031,0.0000,0.0021,0.0000,0.0001,0.0005,0.0029,0.0003,0.0011,0.0061,0.0046,0.0095,0.0269,0.0842,0.2407,0.7096,0.5722,0.4019,0.0609,0.0379,142.7213,425.6463,226.1425,523.4044,7,184.2600,474.7300,83.5600,97.9000
2.0204,-70.8302,184.2427,474.6783,84.1059,97.1661,0.0220,0.0098,0.0035,0.0024,0.0031,0.0000,0.0020,0.0000,0.0001,0.0012,0.0094,0.0004,0.0035,0.0080,0.0032,0.0138,0.0775,0.1929,0.2686,0.6808,0.5205,0.3698,0.0230,0.0309,142.1897,426.0952,226.2956,523.2614,7,184.2600,474.7300,83.5600,97.9000
2.0103,-68.1346,184.2182,474.5782,83.9078,98.3804,0.0347,0.0161,0.0051,0.0033,0.0044,0.0000,0.0014,0.0000,0.0002,0.0012,0.0049,0.0003,0.0022,0.0069,0.0013,0.0090,0.0788,0.1170,0.3240,0.6286,0.4741,0.4637,0.0350,0.0239,142.2643,425.3880,226.1721,523.7684,7,184.2600,474.7300,83.5600,97.9000
1.8472,-63.6925,184.2095,475.0631,83.1586,97.5187,0.0500,0.0065,0.0045,0.0023,0.0037,0.0001,0.0014,0.0000,0.0001,0.0007,0.0035,0.0004,0.0014,0.0068,0.0016,0.0065,0.0389,0.0666,0.2057,0.6089,0.5070,0.3894,0.0824,0.0536,142.6302,426.3038,225.7888,523.8225,7,184.2600,474.7300,83.5600,97.9000
1.4038,-66.1352,184.0992,474.9257,83.7067,98.3499,0.0321,0.0071,0.0055,0.0029,0.0036,0.0000,0.0015,0.0000,0.0001,0.0007,0.0026,0.0002,0.0010,0.0096,0.0013,0.0032,0.0456,0.0443,0.1439,0.5933,0.2957,0.3011,0.0304,0.0317,142.2458,425.7508,225.9525,524.1006,7,184.2600,474.7300,83.5600,97.9000
0.8700,-66.2605,183.9864,474.7537,83.5226,97.7639,0.0242,0.0035,0.0025,0.0042,0.0020,0.0000,0.0014,0.0000,0.0001,0.0007,0.0024,0.0003,0.0006,0.0057,0.0016,0.0038,0.0177,0.0340,0.0694,0.4026,0.2016,0.1475,0.0232,0.0185,142.2251,425.8717,225.7477,523.6356,7,184.2600,474.7300,83.5600,97.9000
0.5274,-67.2983,184.0049,475.0257,83.0441,97.1017,0.0084,0.0028,0.0012,0.0018,0.0016,0.0000,0.0015,0.0001,0.0001,0.0007,0.0041,0.0002,0.0011,0.0044,0.0011,0.0026,0.0143,0.0257,0.0406,0.2212,0.1342,0.1101,0.0078,0.0068,142.4828,426.4749,225.5270,523.5766,7,184.2600,474.7300,83.5600,97.9000
0.2861,-64.1522,184.1368,474.9395,83.0351,97.6868,0.0069,0.0017,0.0011,0.0021,0.0011,0.0001,0.0014,0.0001,0.0001,0.0009,0.0014,0.0002,0.0006,0.0022,0.0006,0.0021,0.0111,0.0102,0.0151,0.1109,0.0814,0.0590,0.0111,0.0079,142.6193,426.0961,225.6544,523.7830,7,184.2600,474.7300,83.5600,97.9000
0.1312,-67.3777,184.1133,475.1522,84.0777,97.0063,0.0054,0.0023,0.0009,0.0005,0.0007,0.0000,0.0008,0.0001,0.0002,0.0005,0.0008,0.0004,0.0008,0.0010,0.0006,0.0013,0.0059,0.0123,0.0146,0.0454,0.0320,0.0243,0.0047,0.0034,142.0744,426.6490,226.1521,523.6554,7,184.2600,474.7300,83.5600,97.9000
0.1081,-67.5668,184.3121,474.2501,82.5272,96.7443,0.0035,0.0020,0.0011,0.0012,0.0012,0.0001,0.0004,0.0001,0.0001,0.0006,0.0008,0.0001,0.0004,0.0010,0.0004,0.0019,0.0089,0.0082,0.0168,0.0298,0.0207,0.0301,0.0031,0.0024,143.0486,425.8779,225.5757,522.6222,7,184.2600,474.7300,83.5600,97.9000
0.0997,-65.4577,184.2919,474.4091,83.3956,97.8616,0.0057,0.0035,0.0012,0.0007,0.0008,0.0001,0.0006,0.0001,0.0003,0.0004,0.0006,0.0003,0.0006,0.0008,0.0004,0.0012,0.0048,0.0095,0.0168,0.0284,0.0203,0.0227,0.0041,0.0021,142.5941,425.4783,225.9897,523.3398,7,184.2600,474.7300,83.5600,97.9000
0.0946,-65.2735,184.4896,474.4670,83.4597,97.1827,0.0029,0.0017,0.0008,0.0012,0.0013,0.0001,0.0008,0.0001,0.0001,0.0006,0.0007,0.0002,0.0005,0.0010,0.0004,0.0011,0.0067,0.0081,0.0100,0.0235,0.0267,0.0250,0.0030,0.0026,142.7598,425.8756,226.2195,523.0583,7,184.2600,474.7300,83.5600,97.9000
0.0929,-58.5129,184.2357,475.1752,81.3487,96.1652,0.0028,0.0010,0.0004,0.0006,0.0008,0.0001,0.0008,0.0001,0.0001,0.0004,0.0010,0.0003,0.0003,0.0009,0.0005,0.0007,0.0032,0.0035,0.0034,0.0172,0.0363,0.0303,0.0047,0.0015,143.5614,427.0926,224.9100,523.2578,7,184.2600,474.7300,83.5600,97.9000
0.0747,-81.7630,184.0584,474.7736,82.3004,96.3248,0.0023,0.0015,0.0020,0.0055,0.0027,0.0010,0.0002,0.0013,0.0017,0.0016,0.0009,0.0002,0.0010,0.0017,0.0019,0.0021,0.0059,0.0171,0.0305,0.0206,0.0108,0.0023,0.0009,0.0031,142.9082,426.6111,225.2086,522.9360,7,184.2600,474.7300,83.5600,97.9000
0.0666,-60.7086,184.4188,475.1739,82.1823,97.3168,0.0016,0.0009,0.0004,0.0007,0.0009,0.0000,0.0007,0.0001,0.0002,0.0005,0.0007,0.0003,0.0003,0.0006,0.0003,0.0005,0.0030,0.0031,0.0021,0.0206,0.0168,0.0242,0.0025,0.0009,143.3277,426.5155,225.5100,523.8323,7,184.2600,474.7300,83.5600,97.9000
0.0334,-60.7020,183.9713,474.7296,84.3577,95.9749,0.0014,0.0009,0.0005,0.0009,0.0010,0.0001,0.0006,0.0001,0.0001,0.0004,0.0004,0.0001,0.0003,0.0006,0.0003,0.0003,0.0028,0.0022,0.0026,0.0089,0.0091,0.0100,0.0021,0.0008,141.7924,426.7422,226.1501,522.7170,7,184.2600,474.7300,83.5600,97.9000
0.0285,-76.8548,183.6067,475.0264,82.3726,95.9709,0.0019,0.0012,0.0012,0.0033,0.0025,0.0011,0.0003,0.0011,0.0014,0.0013,0.0005,0.0002,0.0010,0.0014,0.0014,0.0013,0.0040,0.0066,0.0098,0.0092,0.0065,0.0012,0.0007,0.0023,142.4204,427.0409,224.7930,523.0118,7,184.2600,474.7300,83.5600,97.9000
0.0223,-73.0860,183.9774,475.3100,82.0110,96.0696,0.0019,0.0014,0.0008,0.0020,0.0022,0.0010,0.0004,0.0011,0.0009,0.0012,0.0004,0.0002,0.0006,0.0009,0.0009,0.0011,0.0030,0.0050,0.0077,0.0070,0.0055,0.0011,0.0007,0.0019,142.9719,427.2752,224.9829,523.3448,7,184.2600,474.7300,83.5600,97.9000
0.0170,-65.9606,183.6734,476.5018,84.2851,94.0385,0.0010,0.0005,0.0003,0.0006,0.0003,0.0001,0.0007,0.0001,0.0003,0.0002,0.0005,0.0003,0.0005,0.0004,0.0001,0.0003,0.0011,0.0023,0.0019,0.0056,0.0046,0.0034,0.0014,0.0006,141.5308,429.4825,225.8159,523.5210,7,184.2600,474.7300,83.5600,97.9000
0.0144,-64.8216,183.7087,475.8962,81.7333,95.6830,0.0018,0.0009,0.0009,0.0024,0.0020,0.0011,0.0004,0.0007,0.0006,0.0012,0.0003,0.0002,0.0006,0.0012,0.0009,0.0013,0.0021,0.0035,0.0049,0.0035,0.0040,0.0015,0.0011,0.0021,142.8421,428.0547,224.5754,523.7377,7,184.2600,474.7300,83.5600,97.9000
0.0143,-60.1785,184.8837,474.5694,83.8886,97.0323,0.0018,0.0012,0.0006,0.0004,0.0003,0.0001,0.0002,0.0001,0.0001,0.0003,0.0002,0.0002,0.0002,0.0003,0.0002,0.0006,0.0015,0.0016,0.0028,0.0027,0.0029,0.0032,0.0013,0.0008,142.9394,426.0533,226.8281,523.0856,7,184.2600,474.7300,83.5600,97.9000
0.0055,-60.5790,184.8652,475.0393,80.4198,98.2183,0.0003,0.0003,0.0002,0.0004,0.0005,0.0001,0.0005,0.0001,0.0001,0.0005,0.0004,0.0001,0.0002,0.0004,0.0004,0.0004,0.0005,0.0004,0.0005,0.0012,0.0021,0.0025,0.0005,0.0002,144.6554,425.9301,225.0751,524.1484,7,184.2600,474.7300,83.5600,97.9000
0.0055,-72.9879,183.0931,476.3316,82.6704,93.7226,0.0008,0.0008,0.0008,0.0012,0.0011,0.0008,0.0004,0.0007,0.0008,0.0008,0.0006,0.0004,0.0005,0.0007,0.0008,0.0008,0.0013,0.0020,0.0025,0.0017,0.0018,0.0007,0.0007,0.0010,141.7579,429.4703,224.4283,523.1929,7,184.2600,474.7300,83.5600,97.9000
0.0054,-55.2062,184.0555,475.5509,83.6414,96.8204,0.0004,0.0004,0.0002,0.0003,0.0006,0.0001,0.0003,0.0001,0.0001,0.0004,0.0002,0.0002,0.0001,0.0002,0.0002,0.0002,0.0008,0.0005,0.0003,0.0012,0.0015,0.0025,0.0005,0.0002,142.2348,427.1407,225.8763,523.9611,7,184.2600,474.7300,83.5600,97.9000
2.3682,-53.9606,394.4297,325.8123,84.7156,68.0323,0.0304,0.0143,0.0016,0.0092,0.0024,0.0001,0.0013,0.0000,0.0003,0.0016,0.0176,0.0003,0.0004,0.0089,0.0007,0.0028,0.0214,0.0099,0.0176,0.6427,0.6419,0.7282,0.3589,0.0710,352.0719,291.7961,436.7875,359.8284,8,394.5800,326.0400,84.4200,68.2900
2.3136,-51.0044,394.6511,326.1778,85.5354,68.3365,0.0661,0.0099,0.0018,0.0019,0.0028,0.0001,0.0010,0.0000,0.0001,0.0006,0.0101,0.0007,0.0004,0.0052,0.0013,0.0021,0.0118,0.0095,0.0324,0.4888,0.6088,0.7221,0.4610,0.0636,351.8834,292.0096,437.4188,360.3460,8,394.5800,326.0400,84.4200,68.2900
2.2099,-48.8534,394.2231,326.0189,84.2561,68.6229,0.0496,0.0170,0.0005,0.0034,0.0039,0.0002,0.0008,0.0000,0.0001,0.0024,0.0425,0.0008,0.0002,0.0065,0.0012,0.0017,0.0102,0.0077,0.0086,0.3400,0.6063,0.7859,0.4833,0.0757,352.0951,291.7075,436.3512,360.3304,8,394.5800,326.0400,84.4200,68.2900
2.1884,-48.2838,394.7959,325.9464,84.7990,68.5674,0.0354,0.0102,0.0007,0.0033,0.0020,0.0001,0.0012,0.0000,0.0001,0.0009,0.0292,0.0008,0.0002,0.0040,0.0012,0.0010,0.0088,0.0045,0.0084,0.3391,0.5582,0.7182,0.6084,0.0452,352.3964,291.6627,437.1954,360.2301,8,394.5800,326.0400,84.4200,68.2900
2.0031,-52.3444,394.6570,326.2608,85.1625,67.7658,0.0454,0.0139,0.0014,0.0031,0.0037,0.0001,0.0009,0.0000,0.0001,0.0015,0.0146,0.0004,0.0004,0.0057,0.0009,0.0010,0.0270,0.0136,0.0152,0.4372,0.5434,0.6899,0.3095,0.0595,352.0758,292.3779,437.2383,360.1437,8,394.5800,326.0400,84.4200,68.2900
1.9952,-49.7549,394.4991,326.1118,84.8846,68.2834,0.0503,0.0202,0.0008,0.0047,0.0040,0.0002,0.0006,0.0000,0.0002,0.0030,0.0219,0.0005,0.0003,0.0043,0.0011,0.0018,0.0236,0.0053,0.0088,0.3225,0.5472,0.7552,0.3559,0.0574,352.0568,291.9701,436.9414,360.2535,8,394.5800,326.0400,84.4200,68.2900
1.8856,-48.9675,394.4882,325.6755,84.4418,68.7173,0.0310,0.0164,0.0009,0.0058,0.0012,0.0001,0.0009,0.0000,0.0004,0.0010,0.0228,0.0006,0.0002,0.0036,0.0005,0.0012,0.0049,0.0037,0.0049,0.3437,0.4999,0.6267,0.3991,0.0904,352.2673,291.3168,436.7091,360.0342,8,394.5800,326.0400,84.4200,68.2900
1.5867,-54.0068,395.1848,326.3926,84.0138,67.7663,0.0430,0.0062,0.0008,0.0017,0.0031,0.0000,0.0014,0.0000,0.0001,0.0010,0.0044,0.0009,0.0006,0.0030,0.0008,0.0016,0.0151,0.0156,0.0197,0.3411,0.4957,0.5447,0.1926,0.0149,353.1779,292.5095,437.1916,360.2758,8,394.5800,326.0400,84.4200,68.2900
1.2101,-50.3962,393.6471,325.7270,83.6031,68.5302,0.0238,0.0074,0.0006,0.0032,0.0012,0.0001,0.0013,0.0000,0.0005,0.0011,0.0179,0.0009,0.0003,0.0028,0.0004,0.0006,0.0041,0.0040,0.0044,0.2357,0.3024,0.4571,0.2359,0.0222,351.8456,291.4619,435.4486,359.9921,8,394.5800,326.0400,84.4200,68.2900
1.1459,-48.8502,394.0188,325.9910,83.2927,69.0497,0.0441,0.0189,0.0013,0.0044,0.0043,0.0001,0.0005,0.0000,0.0004,0.0026,0.0108,0.0003,0.0003,0.0044,0.0009,0.0010,0.0155,0.0050,0.0090,0.1563,0.2873,0.5392,0.1259,0.0391,352.3725,291.4661,435.6651,360.5158,8,394.5800,326.0400,84.4200,68.2900
0.6236,-54.3184,397.0262,326.6702,80.7262,66.8613,0.0090,0.0055,0.0004,0.0026,0.0023,0.0000,0.0006,0.0000,0.0002,0.0014,0.0026,0.0004,0.0003,0.0020,0.0005,0.0004,0.0089,0.0058,0.0027,0.1423,0.1719,0.2570,0.0583,0.0039,356.6631,293.2396,437.3893,360.1008,8,394.5800,326.0400,84.4200,68.2900
0.2200,-56.8180,395.8159,325.6734,82.2054,68.2221,0.0032,0.0016,0.0004,0.0025,0.0011,0.0001,0.0017,0.0001,0.0003,0.0011,0.0019,0.0001,0.0003,0.0016,0.0005,0.0005,0.0030,0.0023,0.0027,0.0597,0.0761,0.0698,0.0186,0.0014,354.7132,291.5623,436.9185,359.7845,8,394.5800,326.0400,84.4200,68.2900
0.1821,-48.2586,393.5905,326.3029,83.4575,68.0625,0.0103,0.0027,0.0004,0.0008,0.0007,0.0001,0.0005,0.0000,0.0001,0.0007,0.0021,0.0006,0.0002,0.0010,0.0003,0.0006,0.0029,0.0020,0.0022,0.0307,0.0422,0.0656,0.0372,0.0065,351.8617,292.2717,435.3192,360.3342,8,394.5800,326.0400,84.4200,68.2900
0.1096,-44.5461,393.0058,326.2557,81.6440,68.8059,0.0102,0.0044,0.0008,0.0012,0.0014,0.0001,0.0003,0.0000,0.0004,0.0008,0.0017,0.0005,0.0002,0.0010,0.0004,0.0005,0.0036,0.0024,0.0026,0.0125,0.0269,0.0406,0.0141,0.0111,352.1838,291.8527,433.8278,360.6586,8,394.5800,326.0400,84.4200,68.2900
0.0229,-53.5699,393.6280,325.4828,84.7238,67.3391,0.0013,0.0005,0.0003,0.0007,0.0002,0.0001,0.0005,0.0000,0.0003,0.0003,0.0010,0.0003,0.0002,0.0005,0.0001,0.0002,0.0010,0.0008,0.0007,0.0066,0.0062,0.0056,0.0045,0.0015,351.2661,291.8133,435.9899,359.1523,8,394.5800,326.0400,84.4200,68.2900
0.0190,-52.0373,394.4260,325.8621,83.5367,68.6596,0.0016,0.0010,0.0003,0.0004,0.0004,0.0001,0.0003,0.0001,0.0002,0.0003,0.0006,0.0002,0.0002,0.0004,0.0002,0.0002,0.0014,0.0008,0.0007,0.0035,0.0059,0.0066,0.0012,0.0016,352.6576,291.5323,436.1943,360.1919,8,394.5800,326.0400,84.4200,68.2900
0.0119,-46.4657,394.5077,325.6848,81.3045,69.0991,0.0010,0.0011,0.0003,0.0003,0.0005,0.0001,0.0002,0.0001,0.0001,0.0006,0.0005,0.0002,0.0001,0.0003,0.0002,0.0003,0.0010,0.0003,0.0003,0.0015,0.0032,0.0056,0.0010,0.0009,353.8554,291.1352,435.1599,360.2343,8,394.5800,326.0400,84.4200,68.2900
0.0060,-54.9696,397.5732,325.5927,78.9889,66.9682,0.0007,0.0004,0.0002,0.0004,0.0002,0.0001,0.0002,0.0001,0.0002,0.0002,0.0004,0.0001,0.0002,0.0003,0.0002,0.0001,0.0008,0.0004,0.0004,0.0012,0.0021,0.0016,0.0008,0.0004,358.0787,292.1086,437.0676,359.0768,8,394.5800,326.0400,84.4200,68.2900
0.0032,-40.8505,394.6337,326.4306,83.7145,69.2661,0.0003,0.0004,0.0001,0.0005,0.0003,0.0002,0.0003,0.0001,0.0002,0.0004,0.0008,0.0001,0.0001,0.0002,0.0001,0.0002,0.0003,0.0003,0.0002,0.0006,0.0012,0.0018,0.0009,0.0003,352.7764,291.7975,436.4909,361.0637,8,394.5800,326.0400,84.4200,68.2900
0.0022,-27.1900,394.2825,326.2346,84.0572,69.6618,0.0003,0.0003,0.0001,0.0005,0.0003,0.0002,0.0003,0.0001,0.0003,0.0004,0.0005,0.0001,0.0001,0.0002,0.0002,0.0002,0.0001,0.0002,0.0001,0.0004,0.0007,0.0016,0.0006,0.0003,352.2540,291.4037,436.3111,361.0655,8,394.5800,326.0400,84.4200,68.2900
2.2069,-59.2432,214.0255,323.9722,73.2543,69.1109,0.0436,0.0111,0.0026,0.0029,0.0052,0.0001,0.0028,0.0000,0.0001,0.0014,0.0092,0.0006,0.0011,0.0065,0.0013,0.0028,0.0433,0.0546,0.0844,0.6568,0.6497,0.6396,0.1511,0.0467,177.3983,289.4168,250.6526,358.5277,9,214.2100,323.9900,73.0400,69.1000
2.0472,-58.6120,214.2343,323.9829,72.8677,69.2750,0.0390,0.0054,0.0031,0.0032,0.0030,0.0000,0.0021,0.0000,0.0002,0.0003,0.0044,0.0003,0.0006,0.0037,0.0020,0.0026,0.0169,0.0289,0.1113,0.6109,0.5731,0.6025,0.1635,0.0323,177.8004,289.3454,250.6681,358.6205,9,214.2100,323.9900,73.0400,69.1000
2.0441,-59.9158,214.4895,323.9585,73.2414,69.1792,0.0404,0.0101,0.0032,0.0095,0.0033,0.0000,0.0012,0.0000,0.0003,0.0010,0.0110,0.0003,0.0007,0.0095,0.0012,0.0049,0.0338,0.0360,0.0803,0.6910,0.5680,0.5867,0.1074,0.0454,177.8688,289.3689,251.1102,358.5481,9,214.2100,323.9900,73.0400,69.1000
1.9689,-60.9894,214.0692,323.9429,73.0323,69.4106,0.0657,0.0057,0.0031,0.0027,0.0039,0.0000,0.0021,0.0000,0.0001,0.0006,0.0032,0.0006,0.0011,0.0060,0.0015,0.0039,0.0336,0.0609,0.1444,0.6100,0.5660,0.5047,0.1014,0.0401,177.5530,289.2376,250.5853,358.6482,9,214.2100,323.9900,73.0400,69.1000
1.9540,-60.6598,214.1759,324.1785,72.9827,68.9962,0.0264,0.0075,0.0020,0.0033,0.0033,0.0001,0.0015,0.0000,0.0002,0.0008,0.0132,0.0003,0.0008,0.0056,0.0013,0.0042,0.0302,0.0582,0.1090,0.6193,0.5406,0.5413,0.1219,0.0539,177.6845,289.6803,250.6672,358.6766,9,214.2100,323.9900,73.0400,69.1000
1.9347,-58.1573,214.1222,324.0606,73.2043,68.8734,0.0375,0.0124,0.0020,0.0051,0.0033,0.0001,0.0007,0.0000,0.0003,0.0017,0.0113,0.0003,0.0007,0.0050,0.0006,0.0036,0.0414,0.0297,0.0669,0.5801,0.5140,0.6055,0.1695,0.0317,177.5200,289.6239,250.7243,358.4973,9,214.2100,323.9900,73.0400,69.1000
1.5714,-61.4013,213.9572,323.6797,72.8221,68.7190,0.0274,0.0074,0.0022,0.0034,0.0044,0.0000,0.0019,0.0000,0.0002,0.0011,0.0030,0.0003,0.0007,0.0070,0.0008,0.0014,0.0228,0.0363,0.0524,0.5972,0.4190,0.4231,0.0823,0.0109,177.5462,289.3202,250.3683,358.0392,9,214.2100,323.9900,73.0400,69.1000
1.4862,-56.8761,214.4962,324.0732,72.9365,69.3661,0.0247,0.0092,0.0014,0.0051,0.0019,0.0001,0.0011,0.0000,0.0004,0.0006,0.0107,0.0003,0.0004,0.0055,0.0006,0.0018,0.0092,0.0125,0.0362,0.4273,0.3984,0.5658,0.0731,0.0261,178.0280,289.3901,250.9645,358.7562,9,214.2100,323.9900,73.0400,69.1000
0.3182,-61.0071,214.1111,323.6960,73.4486,69.2154,0.0091,0.0033,0.0013,0.0031,0.0014,0.0001,0.0014,0.0001,0.0002,0.0013,0.0016,0.0002,0.0005,0.0029,0.0009,0.0016,0.0097,0.0096,0.0132,0.1046,0.0990,0.0802,0.0179,0.0042,177.3868,289.0883,250.8354,358.3037,9,214.2100,323.9900,73.0400,69.1000
0.2527,-53.8418,214.3877,324.6939,73.1252,68.7895,0.0120,0.0039,0.0006,0.0009,0.0010,0.0001,0.0006,0.0000,0.0001,0.0009,0.0019,0.0005,0.0002,0.0011,0.0004,0.0008,0.0042,0.0053,0.0057,0.0628,0.0621,0.0925,0.0253,0.0056,177.8250,290.2991,250.9503,359.0887,9,214.2100,323.9900,73.0400,69.1000
0.1453,-52.3732,214.1042,324.6967,73.3432,69.6404,0.0104,0.0067,0.0013,0.0013,0.0015,0.0001,0.0003,0.0000,0.0004,0.0009,0.0016,0.0003,0.0003,0.0013,0.0004,0.0007,0.0052,0.0050,0.0079,0.0294,0.0382,0.0480,0.0131,0.0061,177.4326,289.8765,250.7757,359.5169,9,214.2100,323.9900,73.0400,69.1000
0.0661,-53.9072,214.4251,324.3160,72.4952,68.4805,0.0033,0.0011,0.0005,0.0011,0.0004,0.0001,0.0008,0.0000,0.0004,0.0003,0.0012,0.0003,0.0003,0.0005,0.0001,0.0003,0.0017,0.0018,0.0021,0.0176,0.0166,0.0216,0.0089,0.0016,178.1775,290.0757,250.6727,358.5562,9,214.2100,323.9900,73.0400,69.1000
0.0418,-61.8435,216.6003,322.5956,66.7445,65.9983,0.0012,0.0009,0.0003,0.0007,0.0008,0.0001,0.0004,0.0000,0.0002,0.0004,0.0008,0.0003,0.0003,0.0006,0.0003,0.0005,0.0026,0.0030,0.0024,0.0114,0.0099,0.0143,0.0030,0.0009,183.2281,289.5965,249.9726,355.5947,9,214.2100,323.9900,73.0400,69.1000
0.0351,-62.3567,215.9062,322.6747,69.8566,66.1233,0.0020,0.0005,0.0003,0.0004,0.0005,0.0001,0.0008,0.0001,0.0001,0.0004,0.0006,0.0002,0.0003,0.0008,0.0006,0.0005,0.0020,0.0021,0.0029,0.0091,0.0103,0.0107,0.0015,0.0011,180.9780,289.6130,250.8345,355.7363,9,214.2100,323.9900,73.0400,69.1000
0.0340,-59.4116,214.3845,323.5891,73.8062,68.4407,0.0015,0.0012,0.0004,0.0007,0.0005,0.0001,0.0005,0.0001,0.0002,0.0003,0.0005,0.0002,0.0004,0.0005,0.0002,0.0002,0.0019,0.0026,0.0021,0.0074,0.0123,0.0089,0.0022,0.0009,177.4814,289.3687,251.2875,357.8094,9,214.2100,323.9900,73.0400,69.1000
0.0275,-56.8834,214.7956,323.7863,72.2216,68.8580,0.0020,0.0015,0.0004,0.0005,0.0005,0.0001,0.0003,0.0001,0.0002,0.0004,0.0006,0.0002,0.0002,0.0004,0.0001,0.0004,0.0024,0.0012,0.0021,0.0075,0.0059,0.0089,0.0016,0.0018,178.6848,289.3573,250.9064,358.2153,9,214.2100,323.9900,73.0400,69.1000
0.0161,-56.9200,215.0434,322.9977,71.0984,66.9015,0.0012,0.0007,0.0004,0.0007,0.0006,0.0001,0.0004,0.0001,0.0002,0.0003,0.0003,0.0001,0.0002,0.0004,0.0003,0.0001,0.0015,0.0011,0.0010,0.0038,0.0048,0.0049,0.0015,0.0004,179.4942,289.5470,250.5925,356.4485,9,214.2100,323.9900,73.0400,69.1000
0.0125,-143.8039,628.5395,491.0973,22.8979,100.4454,0.0003,0.0000,0.0001,0.0002,0.0003,0.0001,0.0001,0.0009,0.0007,0.0006,0.0027,0.0001,0.0007,0.0017,0.0044,0.0012,0.0032,0.0019,0.0014,0.0007,0.0010,0.0001,0.0001,0.0008,617.0905,440.8746,639.9885,541.3200,10,629.7500,492.9800,20.3100,100.4000
0.0062,-130.8604,628.7006,495.0936,22.4219,97.5962,0.0002,0.0000,0.0001,0.0001,0.0003,0.0001,0.0001,0.0005,0.0003,0.0002,0.0008,0.0001,0.0003,0.0007,0.0015,0.0008,0.0021,0.0016,0.0008,0.0003,0.0006,0.0001,0.0001,0.0004,617.4896,446.2955,639.9115,543.8917,10,629.7500,492.9800,20.3100,100.4000
0.0043,-170.2498,632.6499,494.8450,14.0182,104.1911,0.0003,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0005,0.0005,0.0003,0.0011,0.0002,0.0015,0.0008,0.0011,0.0007,0.0006,0.0003,0.0004,0.0002,0.0004,0.0000,0.0001,0.0005,625.6408,442.7495,639.6590,546.9406,10,629.7500,492.9800,20.3100,100.4000
0.0040,-173.9296,632.0442,493.5250,15.7584,100.5137,0.0003,0.0001,0.0001,0.0001,0.0002,0.0002,0.0003,0.0006,0.0005,0.0002,0.0009,0.0002,0.0015,0.0007,0.0009,0.0007,0.0006,0.0003,0.0004,0.0002,0.0003,0.0000,0.0001,0.0004,624.1650,443.2681,639.9234,543.7819,10,629.7500,492.9800,20.3100,100.4000
0.0050,-43.2815,403.8283,457.4262,100.1393,40.4023,0.0011,0.0005,0.0004,0.0006,0.0004,0.0001,0.0001,0.0001,0.0003,0.0003,0.0003,0.0002,0.0002,0.0003,0.0003,0.0003,0.0008,0.0005,0.0006,0.0008,0.0012,0.0015,0.0006,0.0009,353.7586,437.2250,453.8979,477.6274,11,403.8300,457.4300,100.1400,40.4000
0.0040,50.1361,7.9282,242.8591,15.9473,78.2113,0.0002,0.0004,0.0019,0.0013,0.0023,0.0012,0.0005,0.0003,0.0001,0.0002,0.0001,0.0001,0.0005,0.0005,0.0003,0.0007,0.0007,0.0010,0.0004,0.0001,0.0001,0.0000,0.0001,0.0005,-0.0455,203.7534,15.9018,281.9648,12,7.6800,241.2500,15.5000,78.3300
0.0034,52.9511,7.3954,239.3572,14.9683,78.4714,0.0003,0.0005,0.0023,0.0019,0.0023,0.0008,0.0005,0.0005,0.0003,0.0004,0.0002,0.0001,0.0006,0.0008,0.0005,0.0008,0.0007,0.0016,0.0006,0.0001,0.0002,0.0000,0.0001,0.0005,-0.0887,200.1215,14.8796,278.5929,12,7.6800,241.2500,15.5000,78.3300
0.0026,149.1340,3.5920,236.4272,7.1944,69.6537,0.0002,0.0001,0.0006,0.0008,0.0019,0.0016,0.0010,0.0011,0.0003,0.0005,0.0002,0.0001,0.0002,0.0011,0.0016,0.0016,0.0012,0.0015,0.0003,0.0001,0.0002,0.0000,0.0003,0.0005,-0.0052,201.6003,7.1892,271.2541,13,3.8400,237.8100,7.6600,71.5800
0.0016,138.1673,4.2311,240.0215,8.4107,74.6827,0.0002,0.0001,0.0005,0.0008,0.0016,0.0015,0.0007,0.0009,0.0001,0.0003,0.0002,0.0000,0.0001,0.0008,0.0012,0.0013,0.0010,0.0012,0.0003,0.0001,0.0002,0.0000,0.0002,0.0004,0.0258,202.6802,8.4365,277.3629,13,3.8400,237.8100,7.6600,71.5800
