group_id,anchor_id,vector_magnitude,predicted_angle,x_center,y_center,width,height,top_class,top_class_score,vector_x,vector_y,contribution_pct
3,17,0.0047,-49.9500,236.1800,213.2200,65.4400,60.1300,Leanbot_m60,0.0016,0.0030,-0.0036,0.0200
3,18,0.0035,-67.4400,234.4600,214.1400,66.4800,59.3900,Leanbot_m90,0.0022,0.0013,-0.0032,0.0200
4,0,2.8576,-49.3900,608.4700,492.4700,63.3500,107.6500,Leanbot_m45,0.7952,1.8599,-2.1695,21.9900
4,1,2.5285,-49.3500,608.1500,494.5400,63.9800,108.2100,Leanbot_m45,0.6728,1.6471,-1.9185,19.4600
4,2,2.1932,-55.6300,608.1300,493.5700,64.0300,106.2900,Leanbot_m45,0.6521,1.2382,-1.8102,16.8800
4,3,1.5736,-55.5300,608.1500,493.1300,64.0000,106.9400,Leanbot_m45,0.6078,0.8906,-1.2973,12.1100
4,4,1.0719,-44.0800,608.4700,492.5400,63.2300,106.8100,Leanbot_m45,0.4330,0.7700,-0.7457,8.2500
4,5,0.9481,-50.6200,608.8700,492.6000,62.4700,106.3500,Leanbot_m45,0.4079,0.6016,-0.7329,7.3000
4,6,0.4142,-45.6400,608.8100,492.3400,61.9500,106.4300,Leanbot_m45,0.1919,0.2896,-0.2961,3.1900
4,7,0.3984,-56.6400,608.4600,494.7900,63.5000,108.7500,Leanbot_m60,0.1506,0.2190,-0.3327,3.0700
4,8,0.2941,-50.5300,608.4300,491.8600,63.3200,104.7200,Leanbot_m45,0.1615,0.1870,-0.2270,2.2600
4,9,0.2578,-48.3500,608.0600,495.2300,63.8600,108.5400,Leanbot_m45,0.0947,0.1713,-0.1926,1.9800
4,10,0.1675,-45.3000,608.3600,495.2600,63.4500,108.3100,Leanbot_m45,0.0503,0.1178,-0.1191,1.2900
4,11,0.0734,-13.7500,608.7900,492.7100,62.2900,109.1400,Leanbot_p60,0.0196,0.0713,-0.0174,0.5700
4,12,0.0517,-23.9100,608.2600,492.6000,63.4600,107.8800,Leanbot_p45,0.0152,0.0473,-0.0210,0.4000
4,13,0.0512,-39.1500,608.2500,494.4900,63.5400,111.1400,Leanbot_0,0.0142,0.0397,-0.0323,0.3900
4,14,0.0478,-10.6900,608.9900,494.2400,62.6100,111.0300,Leanbot_p45,0.0239,0.0469,-0.0089,0.3700
4,15,0.0294,-63.6200,609.8900,499.3500,60.4800,114.7800,Leanbot_m60,0.0109,0.0131,-0.0263,0.2300
4,16,0.0283,-47.4400,608.4900,496.4600,63.1300,110.4800,Leanbot_0,0.0120,0.0192,-0.0209,0.2200
4,17,0.0214,-47.2700,609.2700,488.8500,61.2700,100.4700,Leanbot_m45,0.0094,0.0145,-0.0157,0.1600
4,18,0.0195,-150.5100,604.8800,493.4500,70.2400,111.0400,Leanbot_m150,0.0075,-0.0170,-0.0096,0.1500
4,19,0.0147,-40.3200,609.2000,490.7000,60.8700,104.8900,Leanbot_m45,0.0051,0.0112,-0.0095,0.1100
4,20,0.0124,-52.9600,609.4100,490.9900,62.9100,103.5400,Leanbot_m45,0.0034,0.0075,-0.0099,0.1000
4,21,0.0107,-53.0800,609.0400,492.3300,63.2900,104.4100,Leanbot_m45,0.0028,0.0064,-0.0086,0.0800
4,22,0.0098,-146.2500,603.7900,492.3800,72.4900,103.0700,Leanbot_m150,0.0033,-0.0082,-0.0055,0.0800
4,23,0.0093,-44.2700,608.0900,495.8300,63.7100,104.4000,Leanbot_m45,0.0027,0.0066,-0.0065,0.0700
4,24,0.0091,106.4300,608.9400,495.3600,62.4800,112.4300,Leanbot_p45,0.0038,-0.0026,0.0087,0.0700
4,25,0.0080,-46.9600,608.8100,496.5300,62.2000,112.2600,Leanbot_m45,0.0027,0.0055,-0.0059,0.0600
4,26,0.0069,-41.4200,609.2000,487.0000,61.8400,96.6500,Leanbot_m45,0.0036,0.0051,-0.0045,0.0500
4,27,0.0066,-160.5300,605.3600,493.7700,69.3800,109.1100,Leanbot_m150,0.0029,-0.0062,-0.0022,0.0500
4,28,0.0044,-173.5400,604.4700,490.5900,71.6600,101.7600,Leanbot_p150,0.0016,-0.0044,-0.0005,0.0300
5,0,2.6144,-50.9100,539.3400,208.5500,77.6300,52.7100,Leanbot_m45,0.8610,1.6483,-2.0293,15.4100
5,1,2.5710,-51.3900,538.2100,208.7000,75.6600,52.5200,Leanbot_m45,0.7549,1.6044,-2.0090,15.1500
5,2,2.5285,-49.6800,539.2100,208.6500,77.5700,52.8200,Leanbot_m45,0.7508,1.6359,-1.9280,14.9000
5,3,2.4962,-49.5400,539.4200,208.7800,77.7800,52.7500,Leanbot_m45,0.7731,1.6198,-1.8993,14.7100
5,4,2.4540,-55.0500,539.7600,208.9700,77.2800,52.7500,Leanbot_m45,0.7390,1.4058,-2.0114,14.4600
5,5,1.8544,-49.1700,537.9000,208.7600,76.1300,53.0900,Leanbot_m45,0.6609,1.2126,-1.4031,10.9300
5,6,0.7203,-50.4000,540.8900,208.6300,75.8900,53.3100,Leanbot_m45,0.2998,0.4592,-0.5550,4.2500
5,7,0.5215,-53.8800,541.3200,208.7700,74.4900,52.9600,Leanbot_m45,0.2083,0.3074,-0.4213,3.0700
5,8,0.4832,-49.0200,539.2800,208.9300,76.6000,53.2300,Leanbot_m45,0.2043,0.3169,-0.3648,2.8500
5,9,0.3651,-49.8500,538.9200,208.5800,75.5200,52.7400,Leanbot_m45,0.1484,0.2354,-0.2791,2.1500
5,10,0.1555,-52.7900,538.4300,208.6000,75.3700,52.2700,Leanbot_m45,0.0739,0.0940,-0.1238,0.9200
5,11,0.0659,-44.8300,537.5700,209.0900,75.7900,53.2900,Leanbot_m30,0.0185,0.0467,-0.0465,0.3900
5,12,0.0498,-52.5300,539.6400,208.6100,76.6900,53.8300,Leanbot_m45,0.0219,0.0303,-0.0395,0.2900
5,13,0.0405,-47.5100,538.0600,208.6100,75.5800,51.2900,Leanbot_m45,0.0112,0.0274,-0.0299,0.2400
5,14,0.0288,-47.9900,538.5100,208.6400,75.6200,54.0900,Leanbot_m45,0.0107,0.0193,-0.0214,0.1700
5,15,0.0135,-54.0200,540.9900,209.0000,74.3900,54.6500,Leanbot_m45,0.0047,0.0079,-0.0109,0.0800
5,16,0.0070,-54.1200,539.7200,207.4700,77.5100,53.6300,Leanbot_m45,0.0029,0.0041,-0.0057,0.0400
5,17,0.0047,-120.4600,538.1400,208.4400,82.7300,52.8100,Leanbot_m120,0.0015,-0.0024,-0.0040,0.0300
5,18,0.0045,-121.8200,539.3300,207.7600,78.5400,54.0800,Leanbot_m120,0.0015,-0.0024,-0.0039,0.0300
5,19,0.0039,-50.5500,543.7200,209.2100,68.9200,55.7800,Leanbot_m45,0.0022,0.0025,-0.0030,0.0200
6,0,2.5311,-48.1600,570.3100,317.8900,100.6500,69.7800,Leanbot_m45,0.7629,1.6883,-1.8858,14.9200
6,1,2.5117,-46.3200,570.2700,318.0000,99.6200,69.5100,Leanbot_m45,0.7870,1.7346,-1.8166,14.8000
6,2,2.2815,-47.0500,570.5100,317.5400,99.8400,69.6000,Leanbot_m45,0.8051,1.5545,-1.6700,13.4400
6,3,1.9772,-48.4900,570.6800,317.7700,100.2500,70.5700,Leanbot_m45,0.6636,1.3104,-1.4805,11.6500
6,4,1.6844,-48.4300,570.8800,317.7800,101.4700,69.6400,Leanbot_m45,0.5406,1.1177,-1.2601,9.9300
6,5,1.6739,-45.4400,570.7600,317.5300,100.5600,68.9600,Leanbot_m45,0.6753,1.1744,-1.1928,9.8600
6,6,1.3495,-48.2100,570.5800,318.5700,99.7600,70.0600,Leanbot_m45,0.5065,0.8993,-1.0062,7.9500
6,7,0.7212,-49.7400,570.6400,318.2400,100.4800,71.3500,Leanbot_m45,0.2582,0.4661,-0.5503,4.2500
6,8,0.4934,-46.7600,570.5200,317.7500,101.2300,70.5900,Leanbot_m45,0.2464,0.3380,-0.3594,2.9100
6,9,0.4625,-51.2400,570.7100,317.0600,99.1500,69.0800,Leanbot_m45,0.2262,0.2896,-0.3607,2.7300
6,10,0.3726,-53.5900,571.1700,317.7800,100.4400,71.8100,Leanbot_m45,0.1304,0.2212,-0.2998,2.2000
6,11,0.2789,-50.0000,570.4200,316.8800,99.8300,67.9700,Leanbot_m45,0.1190,0.1793,-0.2137,1.6400
6,12,0.2691,-40.5500,569.7100,317.2000,99.0600,68.2900,Leanbot_m45,0.0862,0.2045,-0.1750,1.5900
6,13,0.1860,-48.7300,571.0500,317.8800,99.0500,67.5300,Leanbot_m45,0.0859,0.1227,-0.1398,1.1000
6,14,0.0540,-47.8400,569.8400,317.3800,99.4900,68.0000,Leanbot_m60,0.0157,0.0362,-0.0400,0.3200
6,15,0.0407,-39.4900,569.9100,316.6900,98.5900,66.9000,Leanbot_m60,0.0125,0.0314,-0.0259,0.2400
6,16,0.0316,-48.1400,570.5700,317.7200,102.9700,68.3700,Leanbot_m45,0.0149,0.0211,-0.0235,0.1900
6,17,0.0308,-58.5300,570.7100,317.3300,101.8500,71.8700,Leanbot_m60,0.0110,0.0161,-0.0263,0.1800
6,18,0.0190,-51.1100,571.0000,319.1900,98.9900,66.6100,Leanbot_m45,0.0087,0.0119,-0.0148,0.1100
6,19,0.0066,-53.5300,572.2200,318.8100,95.1900,72.4000,Leanbot_m45,0.0034,0.0039,-0.0053,0.0400
6,20,0.0038,-57.6500,574.9700,317.6300,91.6600,71.6000,Leanbot_m60,0.0017,0.0020,-0.0032,0.0200
7,0,2.4224,-65.7600,184.4800,474.5900,83.5500,98.8900,Leanbot_m75,0.7952,0.9947,-2.2087,17.0400
7,1,2.0322,-65.4100,184.4300,474.5300,83.4200,97.7600,Leanbot_m75,0.7096,0.8457,-1.8479,14.2900
7,2,2.0204,-70.8300,184.2400,474.6800,84.1100,97.1700,Leanbot_m75,0.6808,0.6634,-1.9083,14.2100
7,3,2.0103,-68.1300,184.2200,474.5800,83.9100,98.3800,Leanbot_m75,0.6286,0.7487,-1.8656,14.1400
7,4,1.8472,-63.6900,184.2100,475.0600,83.1600,97.5200,Leanbot_m75,0.6089,0.8187,-1.6559,12.9900
7,5,1.4038,-66.1400,184.1000,474.9300,83.7100,98.3500,Leanbot_m75,0.5933,0.5679,-1.2838,9.8700
7,6,0.8700,-66.2600,183.9900,474.7500,83.5200,97.7600,Leanbot_m75,0.4026,0.3503,-0.7964,6.1200
7,7,0.5274,-67.3000,184.0000,475.0300,83.0400,97.1000,Leanbot_m75,0.2212,0.2035,-0.4865,3.7100
7,8,0.2861,-64.1500,184.1400,474.9400,83.0400,97.6900,Leanbot_m75,0.1109,0.1247,-0.2574,2.0100
7,9,0.1312,-67.3800,184.1100,475.1500,84.0800,97.0100,Leanbot_m75,0.0454,0.0505,-0.1211,0.9200
7,10,0.1081,-67.5700,184.3100,474.2500,82.5300,96.7400,Leanbot_m45,0.0301,0.0413,-0.0999,0.7600
7,11,0.0997,-65.4600,184.2900,474.4100,83.4000,97.8600,Leanbot_m75,0.0284,0.0414,-0.0907,0.7000
7,12,0.0946,-65.2700,184.4900,474.4700,83.4600,97.1800,Leanbot_m60,0.0267,0.0396,-0.0859,0.6700
7,13,0.0929,-58.5100,184.2400,475.1800,81.3500,96.1700,Leanbot_m60,0.0363,0.0485,-0.0792,0.6500
7,14,0.0747,-81.7600,184.0600,474.7700,82.3000,96.3200,Leanbot_m90,0.0305,0.0107,-0.0739,0.5300
7,15,0.0666,-60.7100,184.4200,475.1700,82.1800,97.3200,Leanbot_m45,0.0242,0.0326,-0.0581,0.4700
7,16,0.0334,-60.7000,183.9700,474.7300,84.3600,95.9700,Leanbot_m45,0.0100,0.0163,-0.0291,0.2300
7,17,0.0285,-76.8500,183.6100,475.0300,82.3700,95.9700,Leanbot_m90,0.0098,0.0065,-0.0277,0.2000
7,18,0.0223,-73.0900,183.9800,475.3100,82.0100,96.0700,Leanbot_m90,0.0077,0.0065,-0.0213,0.1600
7,19,0.0170,-65.9600,183.6700,476.5000,84.2900,94.0400,Leanbot_m75,0.0056,0.0069,-0.0156,0.1200
7,20,0.0144,-64.8200,183.7100,475.9000,81.7300,95.6800,Leanbot_m90,0.0049,0.0061,-0.0130,0.1000
7,21,0.0143,-60.1800,184.8800,474.5700,83.8900,97.0300,Leanbot_m45,0.0032,0.0071,-0.0124,0.1000
7,22,0.0055,-60.5800,184.8700,475.0400,80.4200,98.2200,Leanbot_m45,0.0025,0.0027,-0.0048,0.0400
7,23,0.0055,-72.9900,183.0900,476.3300,82.6700,93.7200,Leanbot_m90,0.0025,0.0016,-0.0052,0.0400
7,24,0.0054,-55.2100,184.0600,475.5500,83.6400,96.8200,Leanbot_m45,0.0025,0.0031,-0.0044,0.0400
8,0,2.3682,-53.9600,394.4300,325.8100,84.7200,68.0300,Leanbot_m45,0.7282,1.3933,-1.9149,11.7900
8,1,2.3136,-51.0000,394.6500,326.1800,85.5400,68.3400,Leanbot_m45,0.7221,1.4559,-1.7981,11.5200
8,2,2.2099,-48.8500,394.2200,326.0200,84.2600,68.6200,Leanbot_m45,0.7859,1.4541,-1.6641,11.0000
8,3,2.1884,-48.2800,394.8000,325.9500,84.8000,68.5700,Leanbot_m45,0.7182,1.4563,-1.6336,10.8900
8,4,2.0031,-52.3400,394.6600,326.2600,85.1600,67.7700,Leanbot_m45,0.6899,1.2237,-1.5858,9.9700
8,5,1.9952,-49.7500,394.5000,326.1100,84.8800,68.2800,Leanbot_m45,0.7552,1.2890,-1.5229,9.9300
8,6,1.8856,-48.9700,394.4900,325.6800,84.4400,68.7200,Leanbot_m45,0.6267,1.2379,-1.4224,9.3900
8,7,1.5867,-54.0100,395.1800,326.3900,84.0100,67.7700,Leanbot_m45,0.5447,0.9325,-1.2837,7.9000
8,8,1.2101,-50.4000,393.6500,325.7300,83.6000,68.5300,Leanbot_m45,0.4571,0.7714,-0.9324,6.0200
8,9,1.1459,-48.8500,394.0200,325.9900,83.2900,69.0500,Leanbot_m45,0.5392,0.7541,-0.8629,5.7000
8,10,0.6236,-54.3200,397.0300,326.6700,80.7300,66.8600,Leanbot_m45,0.2570,0.3637,-0.5065,3.1000
8,11,0.2200,-56.8200,395.8200,325.6700,82.2100,68.2200,Leanbot_m60,0.0761,0.1204,-0.1841,1.0900
8,12,0.1821,-48.2600,393.5900,326.3000,83.4600,68.0600,Leanbot_m45,0.0656,0.1212,-0.1359,0.9100
8,13,0.1096,-44.5500,393.0100,326.2600,81.6400,68.8100,Leanbot_m45,0.0406,0.0781,-0.0769,0.5500
8,14,0.0229,-53.5700,393.6300,325.4800,84.7200,67.3400,Leanbot_m75,0.0066,0.0136,-0.0184,0.1100
8,15,0.0190,-52.0400,394.4300,325.8600,83.5400,68.6600,Leanbot_m45,0.0066,0.0117,-0.0150,0.0900
8,16,0.0119,-46.4700,394.5100,325.6800,81.3000,69.1000,Leanbot_m45,0.0056,0.0082,-0.0086,0.0600
8,17,0.0060,-54.9700,397.5700,325.5900,78.9900,66.9700,Leanbot_m60,0.0021,0.0034,-0.0049,0.0300
8,18,0.0032,-40.8500,394.6300,326.4300,83.7100,69.2700,Leanbot_m45,0.0018,0.0025,-0.0021,0.0200
8,19,0.0022,-27.1900,394.2800,326.2300,84.0600,69.6600,Leanbot_m45,0.0016,0.0020,-0.0010,0.0100
9,0,2.2069,-59.2400,214.0300,323.9700,73.2500,69.1100,Leanbot_m75,0.6568,1.1286,-1.8965,13.6700
9,1,2.0472,-58.6100,214.2300,323.9800,72.8700,69.2800,Leanbot_m75,0.6109,1.0662,-1.7476,12.6800
9,2,2.0441,-59.9200,214.4900,323.9600,73.2400,69.1800,Leanbot_m75,0.6910,1.0247,-1.7687,12.6600
9,3,1.9689,-60.9900,214.0700,323.9400,73.0300,69.4100,Leanbot_m75,0.6100,0.9549,-1.7219,12.2000
9,4,1.9540,-60.6600,214.1800,324.1800,72.9800,69.0000,Leanbot_m75,0.6193,0.9575,-1.7034,12.1000
9,5,1.9347,-58.1600,214.1200,324.0600,73.2000,68.8700,Leanbot_m45,0.6055,1.0207,-1.6435,11.9800
9,6,1.5714,-61.4000,213.9600,323.6800,72.8200,68.7200,Leanbot_m75,0.5972,0.7522,-1.3797,9.7300
9,7,1.4862,-56.8800,214.5000,324.0700,72.9400,69.3700,Leanbot_m45,0.5658,0.8121,-1.2447,9.2100
9,8,0.3182,-61.0100,214.1100,323.7000,73.4500,69.2200,Leanbot_m75,0.1046,0.1542,-0.2783,1.9700
9,9,0.2527,-53.8400,214.3900,324.6900,73.1300,68.7900,Leanbot_m45,0.0925,0.1491,-0.2041,1.5700
9,10,0.1453,-52.3700,214.1000,324.7000,73.3400,69.6400,Leanbot_m45,0.0480,0.0887,-0.1151,0.9000
9,11,0.0661,-53.9100,214.4300,324.3200,72.5000,68.4800,Leanbot_m45,0.0216,0.0389,-0.0534,0.4100
9,12,0.0418,-61.8400,216.6000,322.6000,66.7400,66.0000,Leanbot_m45,0.0143,0.0197,-0.0369,0.2600
9,13,0.0351,-62.3600,215.9100,322.6700,69.8600,66.1200,Leanbot_m45,0.0107,0.0163,-0.0311,0.2200
9,14,0.0340,-59.4100,214.3800,323.5900,73.8100,68.4400,Leanbot_m60,0.0123,0.0173,-0.0293,0.2100
9,15,0.0275,-56.8800,214.8000,323.7900,72.2200,68.8600,Leanbot_m45,0.0089,0.0150,-0.0231,0.1700
9,16,0.0161,-56.9200,215.0400,323.0000,71.1000,66.9000,Leanbot_m45,0.0049,0.0088,-0.0135,0.1000
10,0,0.0125,-143.8000,628.5400,491.1000,22.9000,100.4500,Leanbot_m150,0.0044,-0.0101,-0.0074,48.0000
10,1,0.0062,-130.8600,628.7000,495.0900,22.4200,97.6000,Leanbot_m120,0.0021,-0.0041,-0.0047,24.0000
10,2,0.0043,-170.2500,632.6500,494.8500,14.0200,104.1900,Leanbot_p180,0.0015,-0.0043,-0.0007,16.6600
10,3,0.0040,-173.9300,632.0400,493.5200,15.7600,100.5100,Leanbot_p180,0.0015,-0.0039,-0.0004,15.2900
11,0,0.0050,-43.2800,403.8300,457.4300,100.1400,40.4000,Leanbot_m45,0.0015,0.0036,-0.0034,100.0000
12,0,0.0040,50.1400,7.9300,242.8600,15.9500,78.2100,Leanbot_p60,0.0023,0.0026,0.0031,54.1400
12,1,0.0034,52.9500,7.4000,239.3600,14.9700,78.4700,Leanbot_p30,0.0023,0.0021,0.0027,45.8900
13,0,0.0026,149.1300,3.5900,236.4300,7.1900,69.6500,Leanbot_p60,0.0019,-0.0022,0.0013,61.8900
13,1,0.0016,138.1700,4.2300,240.0200,8.4100,74.6800,Leanbot_p60,0.0016,-0.0012,0.0011,38.5400
