epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
76,153.415,0.71389,1.40683,0.8624,0.52596,0.67921,0.61791,0.5188,0.68378,1.4816,0.84777,0.000180285,0.000180285,0.000180285
77,155.939,0.68937,1.40156,0.86556,0.51402,0.7233,0.61515,0.51328,0.71333,1.46146,0.85585,0.000177929,0.000177929,0.000177929
78,158.259,0.70121,1.39821,0.85857,0.48812,0.75147,0.62656,0.51147,0.75548,1.43413,0.86683,0.000175573,0.000175573,0.000175573
79,160.03,0.73146,1.36742,0.87243,0.52625,0.76158,0.64479,0.53018,0.73986,1.41332,0.86199,0.000173216,0.000173216,0.000173216
80,161.717,0.70212,1.39546,0.85615,0.51647,0.80385,0.65872,0.55866,0.6662,1.41607,0.84789,0.00017086,0.00017086,0.00017086
81,163.384,0.74265,1.41828,0.87691,0.46097,0.79235,0.66697,0.56402,0.66854,1.41177,0.84849,0.000168504,0.000168504,0.000168504
82,165.006,0.73363,1.40124,0.88155,0.48704,0.80789,0.66648,0.55404,0.69876,1.40217,0.85382,0.000166148,0.000166148,0.000166148
83,166.759,0.69129,1.33988,0.86914,0.5032,0.80446,0.67076,0.54701,0.73482,1.40193,0.85936,0.000163792,0.000163792,0.000163792
84,169.362,0.69615,1.38095,0.86046,0.49425,0.80429,0.67626,0.56594,0.67957,1.42684,0.84779,0.000161435,0.000161435,0.000161435
85,171.579,0.68683,1.31878,0.86997,0.50359,0.81133,0.68113,0.56923,0.68009,1.41343,0.84614,0.000159079,0.000159079,0.000159079
86,173.333,0.69797,1.31358,0.858,0.49503,0.82277,0.68686,0.57241,0.69167,1.38342,0.84775,0.000156723,0.000156723,0.000156723
87,175.078,0.68151,1.31147,0.86623,0.47866,0.79032,0.68744,0.57656,0.67279,1.35306,0.84543,0.000154367,0.000154367,0.000154367
88,176.874,0.68762,1.26128,0.86206,0.4825,0.73064,0.68085,0.56692,0.68628,1.33587,0.8474,0.000152011,0.000152011,0.000152011
89,178.617,0.68494,1.36674,0.85025,0.48309,0.74513,0.6734,0.5653,0.67582,1.31792,0.84489,0.000149654,0.000149654,0.000149654
90,180.498,0.65413,1.26562,0.85223,0.48651,0.73853,0.67618,0.5707,0.66269,1.31573,0.8424,0.000147298,0.000147298,0.000147298
91,182.925,0.66883,1.24042,0.85761,0.48634,0.72799,0.67354,0.5684,0.67334,1.33469,0.843,0.000144942,0.000144942,0.000144942
92,185.249,0.70277,1.29641,0.87548,0.49867,0.80634,0.65868,0.55134,0.67391,1.35956,0.84143,0.000142586,0.000142586,0.000142586
93,186.954,0.68324,1.17966,0.8528,0.50607,0.78314,0.66144,0.55835,0.66713,1.34464,0.84193,0.00014023,0.00014023,0.00014023
94,188.798,0.67155,1.25526,0.85524,0.48815,0.78063,0.67291,0.5703,0.6755,1.33603,0.84368,0.000137873,0.000137873,0.000137873
95,190.502,0.68193,1.20277,0.85414,0.48129,0.77105,0.67098,0.56802,0.67226,1.34796,0.84275,0.000135517,0.000135517,0.000135517
96,192.17,0.70028,1.23792,0.84892,0.49384,0.72313,0.66096,0.55455,0.67913,1.38641,0.8445,0.000133161,0.000133161,0.000133161
97,193.967,0.66695,1.23312,0.84238,0.50162,0.75263,0.6653,0.55705,0.68143,1.38144,0.84467,0.000130805,0.000130805,0.000130805
98,196.482,0.6703,1.22064,0.85364,0.5027,0.79707,0.67004,0.56691,0.65504,1.35347,0.84018,0.000128449,0.000128449,0.000128449
99,198.667,0.67819,1.26159,0.86151,0.5038,0.75849,0.67927,0.57481,0.64643,1.33869,0.83921,0.000126092,0.000126092,0.000126092
100,200.39,0.63189,1.20804,0.85552,0.48807,0.80485,0.69395,0.58827,0.67033,1.36249,0.84336,0.000123736,0.000123736,0.000123736
101,202.06,0.61936,1.11813,0.84007,0.52041,0.76739,0.6761,0.5636,0.70786,1.42393,0.85008,0.00012138,0.00012138,0.00012138
102,203.805,0.66114,1.23707,0.8535,0.46319,0.77956,0.6618,0.54688,0.73542,1.47915,0.85361,0.000119024,0.000119024,0.000119024
103,205.479,0.6775,1.20056,0.84033,0.43415,0.79697,0.66582,0.55122,0.71712,1.4818,0.8504,0.000116668,0.000116668,0.000116668
104,207.211,0.63776,1.13997,0.84089,0.53033,0.78016,0.7121,0.60263,0.65382,1.32188,0.84009,0.000114311,0.000114311,0.000114311
105,209.674,0.63588,1.23796,0.84344,0.54685,0.75216,0.71789,0.6088,0.63791,1.2404,0.83656,0.000111955,0.000111955,0.000111955
106,211.932,0.67996,1.15796,0.87527,0.52801,0.80917,0.73617,0.62819,0.63939,1.18538,0.83619,0.000109599,0.000109599,0.000109599
107,213.638,0.65535,1.22219,0.85594,0.53674,0.80347,0.74131,0.62441,0.66857,1.16955,0.84102,0.000107243,0.000107243,0.000107243
108,215.432,0.65655,1.17129,0.84992,0.61581,0.77287,0.74743,0.61584,0.73532,1.19163,0.85393,0.000104887,0.000104887,0.000104887
109,217.193,0.69299,1.21034,0.87184,0.5733,0.82899,0.74698,0.62145,0.72348,1.23767,0.8509,0.00010253,0.00010253,0.00010253
110,218.959,0.65934,1.1671,0.84974,0.61594,0.77975,0.74844,0.63322,0.6838,1.26174,0.84205,0.000100174,0.000100174,0.000100174
111,220.733,0.6347,1.07294,0.8602,0.62804,0.7463,0.74278,0.63415,0.66694,1.29768,0.83864,9.7818e-05,9.7818e-05,9.7818e-05
112,223.299,0.66398,1.12302,0.84875,0.68881,0.73179,0.73496,0.62099,0.65512,1.2764,0.83788,9.54618e-05,9.54618e-05,9.54618e-05
113,225.439,0.61714,1.08752,0.84811,0.65566,0.72571,0.735,0.6271,0.64904,1.23426,0.83807,9.31056e-05,9.31056e-05,9.31056e-05
114,227.144,0.63128,1.173,0.85484,0.58818,0.79707,0.73536,0.62597,0.64789,1.18957,0.83826,9.07494e-05,9.07494e-05,9.07494e-05
115,228.801,0.63374,1.1072,0.85197,0.56874,0.81817,0.73002,0.61895,0.6461,1.16919,0.8383,8.83932e-05,8.83932e-05,8.83932e-05
116,230.651,0.63947,1.10887,0.85275,0.57462,0.8039,0.72468,0.61568,0.64914,1.17933,0.83918,8.6037e-05,8.6037e-05,8.6037e-05
117,232.401,0.62864,1.11547,0.84554,0.57244,0.78805,0.72255,0.61291,0.64935,1.17818,0.83911,8.36808e-05,8.36808e-05,8.36808e-05
118,234.119,0.64319,1.12209,0.83804,0.57674,0.82128,0.72044,0.60929,0.6473,1.17182,0.83898,8.13246e-05,8.13246e-05,8.13246e-05
119,236.551,0.65207,1.08979,0.84307,0.63028,0.82465,0.72795,0.61757,0.64568,1.18143,0.8391,7.89684e-05,7.89684e-05,7.89684e-05
120,238.842,0.62346,1.04701,0.84962,0.64025,0.83331,0.73821,0.62752,0.64778,1.20748,0.83866,7.66122e-05,7.66122e-05,7.66122e-05
121,240.532,0.61404,1.06059,0.83868,0.64293,0.82781,0.74173,0.63337,0.64673,1.20435,0.83793,7.4256e-05,7.4256e-05,7.4256e-05
122,242.295,0.62024,1.06773,0.85325,0.65453,0.81166,0.74329,0.63482,0.64378,1.19557,0.83692,7.18998e-05,7.18998e-05,7.18998e-05
123,243.963,0.6594,1.07699,0.84336,0.64315,0.81208,0.74781,0.63713,0.64319,1.18344,0.83671,6.95436e-05,6.95436e-05,6.95436e-05
124,245.75,0.62189,1.06554,0.85278,0.62465,0.84538,0.75179,0.64085,0.63822,1.15831,0.83605,6.71874e-05,6.71874e-05,6.71874e-05
125,247.475,0.6225,1.00424,0.85303,0.6309,0.82368,0.75181,0.64014,0.64238,1.14834,0.83715,6.48312e-05,6.48312e-05,6.48312e-05
126,249.974,0.62547,1.03497,0.84142,0.61625,0.85942,0.75531,0.64348,0.65102,1.14427,0.83851,6.2475e-05,6.2475e-05,6.2475e-05
127,252.224,0.66287,1.13135,0.85026,0.61593,0.85354,0.75656,0.64404,0.65335,1.15008,0.83936,6.01188e-05,6.01188e-05,6.01188e-05
128,254.04,0.62358,1.05062,0.85563,0.58756,0.85068,0.75625,0.64549,0.64286,1.14029,0.83829,5.77626e-05,5.77626e-05,5.77626e-05
129,255.816,0.62538,1.0732,0.86832,0.62008,0.83603,0.7554,0.64511,0.64141,1.12725,0.8382,5.54064e-05,5.54064e-05,5.54064e-05
130,257.513,0.6301,1.00936,0.84717,0.61762,0.8334,0.75089,0.64254,0.63699,1.1327,0.83767,5.30502e-05,5.30502e-05,5.30502e-05
131,259.397,0.58535,0.96085,0.84529,0.67503,0.83315,0.75298,0.64585,0.6364,1.14417,0.8373,5.0694e-05,5.0694e-05,5.0694e-05
132,261.199,0.62695,1.03173,0.83593,0.66329,0.84487,0.75261,0.64016,0.64213,1.17343,0.83856,4.83378e-05,4.83378e-05,4.83378e-05
133,263.665,0.6628,1.13622,0.85601,0.66339,0.83176,0.75479,0.64104,0.65234,1.18091,0.83967,4.59816e-05,4.59816e-05,4.59816e-05
134,266.057,0.63209,1.02715,0.83959,0.66765,0.82669,0.75296,0.6378,0.66759,1.19505,0.8416,4.36254e-05,4.36254e-05,4.36254e-05
135,267.852,0.6215,1.05189,0.85958,0.65617,0.80865,0.74955,0.636,0.67077,1.20587,0.84102,4.12692e-05,4.12692e-05,4.12692e-05
136,269.587,0.65908,1.07058,0.85228,0.5796,0.81776,0.75157,0.63999,0.64062,1.20184,0.8379,3.8913e-05,3.8913e-05,3.8913e-05
137,271.371,0.62527,1.05509,0.85849,0.57011,0.85191,0.75464,0.64591,0.63362,1.18871,0.83686,3.65568e-05,3.65568e-05,3.65568e-05
138,273.106,0.60847,1.05673,0.83952,0.58577,0.85039,0.76185,0.65505,0.62985,1.17355,0.83616,3.42006e-05,3.42006e-05,3.42006e-05
139,274.914,0.57055,0.94541,0.84704,0.60822,0.83794,0.76456,0.65458,0.62877,1.15386,0.83522,3.18444e-05,3.18444e-05,3.18444e-05
140,277.636,0.61602,1.03444,0.83785,0.67438,0.83669,0.7731,0.66192,0.62749,1.12535,0.83565,2.94882e-05,2.94882e-05,2.94882e-05
141,281.711,0.62846,1.15505,0.84781,0.68459,0.83495,0.77869,0.66706,0.62899,1.10814,0.83534,2.7132e-05,2.7132e-05,2.7132e-05
142,284.739,0.6408,1.14665,0.84146,0.68453,0.84338,0.77379,0.66395,0.63033,1.10048,0.83526,2.47758e-05,2.47758e-05,2.47758e-05
143,286.936,0.59441,1.04381,0.85557,0.67096,0.84454,0.77033,0.66086,0.63079,1.10001,0.83504,2.24196e-05,2.24196e-05,2.24196e-05
144,288.617,0.64808,1.14332,0.85583,0.62165,0.85149,0.76925,0.65946,0.64072,1.10962,0.83643,2.00634e-05,2.00634e-05,2.00634e-05
145,291.311,0.59388,1.0355,0.85209,0.61547,0.83776,0.76454,0.65315,0.6459,1.12056,0.83716,1.77072e-05,1.77072e-05,1.77072e-05
146,293.401,0.6273,1.06156,0.83806,0.61144,0.85159,0.7608,0.64769,0.65324,1.12762,0.83804,1.5351e-05,1.5351e-05,1.5351e-05
147,295.005,0.63476,1.07615,0.84668,0.62113,0.84117,0.75861,0.64116,0.65823,1.13517,0.83949,1.29948e-05,1.29948e-05,1.29948e-05
148,296.73,0.576,1.06976,0.84117,0.64943,0.78982,0.75339,0.63635,0.66082,1.15394,0.84038,1.06386e-05,1.06386e-05,1.06386e-05
149,298.365,0.57737,1.00008,0.84528,0.64609,0.80139,0.7522,0.63726,0.6578,1.16324,0.84014,8.2824e-06,8.2824e-06,8.2824e-06
150,300.069,0.60576,1.10673,0.82944,0.63435,0.81196,0.74921,0.63695,0.65676,1.17642,0.84004,5.9262e-06,5.9262e-06,5.9262e-06
