timestamp,frame_id,group_id,num_anchors,magnitude,x_center,y_center,width,height,angle
12:31:13.314,368,1,4,5.98,568.0,373.4,87.3,103.0,89.45
12:31:13.492,369,1,4,5.64,568.1,373.1,86.9,103.7,89.54
12:31:13.664,370,1,4,5.97,567.9,373.2,87.3,103.8,89.25
12:31:13.847,371,1,4,5.69,568.0,373.2,86.9,103.5,89.70
12:31:14.041,372,1,4,6.18,567.8,373.5,87.9,103.1,89.37
12:31:14.218,373,1,4,6.44,567.4,373.6,88.2,103.0,91.38
12:31:14.388,374,1,5,6.81,567.2,373.0,88.8,103.2,94.32
12:31:14.583,375,1,4,6.08,566.0,372.5,91.1,103.0,100.47
12:31:14.791,376,1,7,11.24,566.4,371.0,93.6,99.4,112.38
12:31:14.960,377,1,8,15.77,567.5,370.1,108.2,100.3,127.87
12:31:15.108,378,1,7,12.42,567.1,369.2,113.8,98.6,133.12
12:31:15.259,379,1,7,11.93,565.8,368.0,118.5,95.4,136.16
12:31:15.408,380,1,7,10.70,564.8,367.7,125.4,93.4,138.88
12:31:15.555,381,1,8,11.01,565.4,367.7,125.2,87.9,143.18
12:31:15.709,382,1,5,8.65,563.4,369.3,120.6,84.6,171.37
12:31:15.862,383,1,7,13.52,563.9,367.9,120.7,80.9,178.17
12:31:16.004,384,1,7,12.85,565.5,367.5,120.0,79.8,179.09
12:31:16.152,385,1,6,9.96,566.4,367.1,119.0,77.3,179.86
12:31:16.305,386,1,6,8.42,566.0,367.3,120.0,77.0,-177.99
12:31:16.463,387,1,6,7.97,566.1,368.8,120.3,81.9,-173.49
12:31:16.611,388,1,5,4.69,564.3,369.5,120.0,83.0,-164.41
12:31:16.772,389,1,2,2.73,564.7,370.3,116.8,91.6,-138.54
12:31:16.918,390,1,2,2.23,563.9,368.8,113.0,94.6,-135.77
12:31:17.076,391,1,2,3.27,563.1,370.6,107.0,99.1,-130.96
12:31:17.225,392,1,3,2.10,563.7,369.7,100.0,97.5,-82.86
12:31:17.368,393,1,4,4.74,565.1,369.4,93.4,101.8,-88.39
12:31:17.522,394,1,6,8.28,565.7,369.0,91.4,101.1,-90.84
12:31:17.677,395,1,7,11.26,565.8,370.7,90.8,103.2,-85.97
12:31:17.823,396,1,7,10.99,565.4,371.8,90.2,104.6,-82.98
12:31:17.954,397,1,7,11.81,565.9,371.1,90.9,106.2,-81.85
12:31:18.091,398,1,9,13.80,566.0,370.9,90.4,106.2,-79.38
12:31:18.218,399,1,10,15.29,568.0,370.9,94.0,106.6,-70.80
12:31:18.344,400,1,9,15.88,570.2,372.3,100.2,107.1,-66.61
12:31:18.477,401,1,10,17.61,570.2,372.0,105.4,105.4,-55.13
12:31:18.606,402,1,8,15.16,568.8,371.0,111.1,101.1,-43.95
12:31:18.738,403,1,7,15.21,568.1,371.7,115.5,98.8,-39.61
12:31:18.866,404,1,7,14.63,567.9,371.6,116.0,97.1,-37.33
12:31:18.991,405,1,7,13.04,568.1,371.7,119.2,95.9,-31.92
12:31:19.122,406,1,6,12.49,565.8,370.5,123.9,90.6,-23.65
12:31:19.245,407,1,7,11.65,564.8,370.0,125.7,85.1,-14.60
12:31:19.372,408,1,7,11.13,564.6,370.0,126.0,83.0,-11.17
12:31:19.503,409,1,6,7.75,564.0,367.8,122.4,79.6,-1.64
12:31:19.637,410,1,6,8.87,563.8,367.5,121.7,78.4,0.14
12:31:19.766,411,1,5,6.52,564.6,367.6,121.1,76.9,4.83
12:31:19.928,412,1,6,8.58,565.7,367.3,123.6,77.8,7.68
12:31:20.067,413,1,5,9.04,566.7,367.6,125.1,81.8,15.62
12:31:20.202,414,1,5,9.04,566.7,367.6,125.1,81.8,15.62
12:31:20.332,415,1,5,8.73,566.8,366.3,122.3,84.1,25.09
12:31:20.461,416,1,7,7.73,566.0,367.7,113.7,91.9,36.24
12:31:20.594,417,1,7,7.73,566.0,367.7,113.7,91.9,36.24
12:31:20.717,418,1,5,7.10,565.8,370.2,103.1,97.3,53.05
12:31:20.841,419,1,6,8.30,567.4,370.4,99.0,98.7,57.52
12:31:20.960,420,1,5,6.36,567.5,370.5,95.5,99.4,64.57
12:31:21.097,421,1,4,4.36,566.4,372.9,90.2,99.8,75.12
12:31:21.225,422,1,6,6.34,566.2,372.9,89.1,99.5,74.94
12:31:21.348,423,1,5,6.40,566.6,372.7,88.9,104.2,81.88
12:31:21.473,424,1,4,5.63,566.1,373.1,88.5,104.9,85.73
12:31:21.604,425,1,5,6.44,566.6,372.8,88.6,104.4,84.87
12:31:21.739,426,1,4,5.92,566.7,373.3,88.3,105.0,85.98
12:31:21.872,427,1,5,6.56,566.6,373.1,88.5,104.4,84.71
12:31:21.993,428,1,5,6.68,566.6,373.3,88.8,104.6,84.75
12:31:22.120,429,1,4,5.91,567.0,373.4,88.0,104.8,86.24
