timestamp,frame_id,group_id,num_anchors,magnitude,x_center,y_center,width,height,angle
11:00:48.959,562,1,6,11.13,698.1,528.4,138.2,110.1,-44.15
11:00:49.208,563,1,6,11.20,698.3,528.1,138.0,110.3,-44.32
11:00:49.443,564,1,6,11.12,698.1,528.0,137.8,110.3,-44.09
11:00:49.665,565,1,6,11.13,698.0,528.0,137.8,109.8,-44.08
11:00:49.878,566,1,6,11.30,698.0,528.1,137.4,109.3,-44.20
11:00:50.079,567,1,6,11.04,697.9,528.2,137.8,109.5,-44.22
11:00:50.299,568,1,6,11.16,698.2,528.2,137.9,109.8,-44.10
11:00:50.592,569,1,6,11.12,698.1,528.4,138.2,109.8,-44.21
11:00:50.821,570,1,6,11.17,698.2,528.1,138.3,110.1,-44.32
11:00:51.025,571,1,6,11.25,698.1,528.2,137.8,110.0,-44.31
11:00:51.232,572,1,6,11.25,698.2,528.3,138.5,109.9,-43.79
11:00:51.455,573,1,6,11.29,698.1,528.0,138.1,109.8,-44.06
11:00:51.670,574,1,6,11.00,698.3,528.2,138.1,109.9,-44.00
11:00:51.888,575,1,6,11.07,698.1,528.0,137.7,109.8,-44.20
11:00:52.055,576,1,6,11.11,698.3,528.0,138.2,109.8,-44.08
11:00:52.216,577,1,6,11.15,698.1,528.0,137.9,110.0,-44.26
11:00:52.383,578,1,6,11.25,698.1,528.2,137.9,109.8,-44.02
11:00:52.531,579,1,6,11.30,698.3,527.9,138.4,110.3,-44.27
11:00:52.685,580,1,6,11.14,698.1,527.9,137.9,110.0,-43.99
