timestamp,frame_id,group_id,num_anchors,magnitude,x_center,y_center,width,height,angle
10:59:56.132,231,1,8,20.49,474.4,173.0,91.7,67.0,138.72
10:59:56.277,232,1,8,20.70,474.5,173.0,91.7,67.1,138.79
10:59:56.413,233,1,8,20.29,474.4,173.0,91.7,67.3,138.78
10:59:56.571,234,1,8,20.39,474.4,173.0,91.7,67.1,138.84
10:59:56.708,235,1,8,20.29,474.4,172.9,91.6,66.9,138.76
10:59:56.878,236,1,8,20.69,474.3,173.1,91.7,66.9,138.78
10:59:57.025,237,1,8,21.40,474.3,173.0,91.7,66.8,138.68
10:59:57.164,238,1,8,20.59,474.4,173.1,91.5,67.2,138.71
10:59:57.322,239,1,8,20.56,474.3,173.1,91.8,67.1,138.88
10:59:57.463,240,1,8,20.98,474.3,173.0,91.7,66.9,138.63
10:59:57.620,241,1,8,20.66,474.3,173.1,91.7,67.0,138.77
10:59:57.765,242,1,8,20.54,474.3,173.0,91.6,67.1,138.65
10:59:57.923,243,1,8,20.48,474.4,173.0,91.8,67.0,138.86
10:59:58.079,244,1,8,20.46,474.3,173.0,91.7,67.0,138.82
10:59:58.234,245,1,8,20.32,474.4,173.0,91.5,67.0,138.76
10:59:58.382,246,1,8,21.02,474.4,172.9,91.6,66.9,138.77
10:59:58.525,247,1,8,21.04,474.4,173.0,91.4,66.9,138.61
10:59:58.677,248,1,8,20.52,474.4,172.9,91.6,66.8,138.83
10:59:58.866,249,1,8,21.01,474.4,172.9,91.5,66.8,138.69
10:59:59.011,250,1,8,20.43,474.4,173.0,91.6,67.0,138.78
10:59:59.160,251,1,8,20.67,474.4,173.0,91.6,67.0,138.81
10:59:59.316,252,1,8,20.47,474.3,172.8,91.7,66.8,138.93
10:59:59.477,253,1,8,20.44,474.4,173.0,91.5,67.0,138.86
10:59:59.633,254,1,8,20.75,474.4,172.9,91.6,66.9,138.89
10:59:59.837,255,1,8,20.81,474.5,172.9,91.6,67.0,138.61
11:00:00.142,256,1,8,20.58,474.5,173.0,91.5,66.9,138.68
11:00:00.374,257,1,8,21.12,474.4,172.9,91.5,66.9,138.66
11:00:00.566,258,1,8,20.59,474.4,173.0,91.8,66.9,138.88
