vector_magnitude,estimated_angle,x_center,y_center,width,height,Leanbot_0,Leanbot_p15,Leanbot_p30,Leanbot_p45,Leanbot_p60,Leanbot_p75,Leanbot_p90,Leanbot_p105,Leanbot_p120,Leanbot_p135,Leanbot_p150,Leanbot_p165,Leanbot_p180,Leanbot_p195,Leanbot_m150,Leanbot_m135,Leanbot_m120,Leanbot_m105,Leanbot_m90,Leanbot_m75,Leanbot_m60,Leanbot_m45,Leanbot_m30,Leanbot_m15,x1,y1,x2,y2,group_id,group_x_center,group_y_center,group_width,group_height
1.1267,-11.2231,510.4795,293.2130,92.9209,59.4566,0.3255,0.1531,0.0051,0.0050,0.0011,0.0009,0.0000,0.0000,0.0003,0.0022,0.0037,0.0140,0.0020,0.0294,0.0072,0.0019,0.0068,0.0038,0.0014,0.0041,0.0268,0.0128,0.1399,0.5581,464.0190,263.4847,556.9399,322.9413,8,510.0200,293.0800,92.5400,59.3800
0.8381,-12.7096,510.2491,293.1288,92.0032,59.0817,0.2663,0.0758,0.0073,0.0055,0.0015,0.0007,0.0000,0.0000,0.0002,0.0027,0.0027,0.0050,0.0013,0.0119,0.0053,0.0026,0.0041,0.0039,0.0018,0.0044,0.0144,0.0297,0.1425,0.3577,464.2475,263.5880,556.2507,322.6697,8,510.0200,293.0800,92.5400,59.3800
0.7194,-10.1826,509.6124,293.0243,92.2472,59.4919,0.2500,0.1084,0.0077,0.0065,0.0011,0.0006,0.0000,0.0000,0.0003,0.0026,0.0012,0.0027,0.0005,0.0097,0.0042,0.0008,0.0042,0.0032,0.0009,0.0063,0.0263,0.0198,0.0867,0.2693,463.4888,263.2784,555.7359,322.7702,8,510.0200,293.0800,92.5400,59.3800
0.6813,-6.8712,510.2015,292.8449,93.4643,59.4330,0.3223,0.1162,0.0039,0.0066,0.0013,0.0007,0.0000,0.0000,0.0004,0.0032,0.0013,0.0032,0.0007,0.0080,0.0066,0.0012,0.0066,0.0029,0.0011,0.0026,0.0143,0.0145,0.0698,0.1865,463.4694,263.1284,556.9337,322.5614,8,510.0200,293.0800,92.5400,59.3800
0.1866,-13.1843,510.6564,293.6352,90.9230,58.9174,0.0429,0.0348,0.0046,0.0029,0.0006,0.0003,0.0001,0.0000,0.0005,0.0013,0.0008,0.0015,0.0003,0.0043,0.0008,0.0007,0.0014,0.0019,0.0005,0.0035,0.0097,0.0118,0.0295,0.0716,465.1949,264.1765,556.1179,323.0939,8,510.0200,293.0800,92.5400,59.3800
0.1215,-1.9279,509.7635,293.0668,93.7552,58.0031,0.0588,0.0374,0.0023,0.0021,0.0012,0.0004,0.0000,0.0001,0.0004,0.0021,0.0004,0.0022,0.0004,0.0026,0.0023,0.0003,0.0013,0.0013,0.0003,0.0006,0.0032,0.0027,0.0104,0.0206,462.8860,264.0653,556.6411,322.0684,8,510.0200,293.0800,92.5400,59.3800
0.0505,-25.2497,508.8293,293.4238,93.7787,59.4558,0.0072,0.0060,0.0005,0.0004,0.0004,0.0003,0.0000,0.0000,0.0001,0.0009,0.0015,0.0009,0.0003,0.0013,0.0009,0.0010,0.0020,0.0009,0.0005,0.0014,0.0043,0.0100,0.0062,0.0246,461.9399,263.6959,555.7186,323.1517,8,510.0200,293.0800,92.5400,59.3800
0.0461,-17.4870,510.1831,292.8019,93.4234,58.9284,0.0198,0.0070,0.0006,0.0012,0.0003,0.0004,0.0001,0.0000,0.0001,0.0007,0.0007,0.0024,0.0007,0.0033,0.0017,0.0004,0.0012,0.0006,0.0003,0.0011,0.0043,0.0042,0.0075,0.0142,463.4714,263.3377,556.8948,322.2661,8,510.0200,293.0800,92.5400,59.3800
0.0344,-2.8935,509.8909,293.1243,92.9595,58.8263,0.0201,0.0103,0.0013,0.0021,0.0007,0.0007,0.0000,0.0001,0.0001,0.0007,0.0005,0.0031,0.0013,0.0023,0.0016,0.0004,0.0008,0.0014,0.0003,0.0001,0.0008,0.0011,0.0046,0.0062,463.4111,263.7111,556.3706,322.5374,8,510.0200,293.0800,92.5400,59.3800
0.0093,-24.7607,513.0797,293.6534,85.4273,59.1183,0.0015,0.0028,0.0004,0.0003,0.0004,0.0001,0.0001,0.0001,0.0002,0.0005,0.0005,0.0008,0.0002,0.0004,0.0002,0.0006,0.0007,0.0006,0.0001,0.0005,0.0012,0.0025,0.0010,0.0036,470.3660,264.0942,555.7934,323.2125,8,510.0200,293.0800,92.5400,59.3800
0.0081,1.9696,508.8660,292.7390,91.2865,56.6721,0.0036,0.0038,0.0014,0.0010,0.0007,0.0002,0.0001,0.0001,0.0004,0.0006,0.0003,0.0008,0.0005,0.0010,0.0011,0.0002,0.0006,0.0006,0.0002,0.0001,0.0005,0.0006,0.0010,0.0016,463.2228,264.4029,554.5093,321.0750,8,510.0200,293.0800,92.5400,59.3800
0.0054,-31.0993,509.1212,292.3769,93.3065,59.3532,0.0013,0.0017,0.0004,0.0004,0.0003,0.0002,0.0001,0.0001,0.0002,0.0006,0.0005,0.0002,0.0003,0.0010,0.0009,0.0005,0.0004,0.0003,0.0002,0.0003,0.0011,0.0011,0.0016,0.0019,462.4680,262.7003,555.7745,322.0535,8,510.0200,293.0800,92.5400,59.3800
0.0043,-56.3366,508.5311,291.3345,90.3827,54.7333,0.0027,0.0020,0.0008,0.0008,0.0008,0.0002,0.0003,0.0003,0.0004,0.0007,0.0012,0.0009,0.0014,0.0029,0.0021,0.0006,0.0005,0.0008,0.0009,0.0007,0.0013,0.0008,0.0013,0.0031,463.3397,263.9679,553.7224,318.7012,8,510.0200,293.0800,92.5400,59.3800
0.0016,-33.9265,509.4592,291.1007,93.1402,54.0497,0.0015,0.0012,0.0006,0.0007,0.0005,0.0002,0.0003,0.0004,0.0004,0.0007,0.0011,0.0009,0.0009,0.0012,0.0009,0.0006,0.0003,0.0005,0.0006,0.0004,0.0007,0.0006,0.0012,0.0018,462.8891,264.0759,556.0293,318.1255,8,510.0200,293.0800,92.5400,59.3800
0.0012,-102.8068,508.1269,290.8698,89.6904,56.0847,0.0017,0.0011,0.0006,0.0009,0.0006,0.0002,0.0005,0.0004,0.0006,0.0009,0.0013,0.0010,0.0013,0.0019,0.0016,0.0008,0.0005,0.0006,0.0005,0.0005,0.0008,0.0008,0.0009,0.0022,463.2817,262.8274,552.9721,318.9122,8,510.0200,293.0800,92.5400,59.3800
1.9282,-13.1538,540.7073,438.5007,115.5406,77.3976,0.6864,0.1400,0.0162,0.0044,0.0011,0.0009,0.0000,0.0000,0.0003,0.0021,0.0011,0.0068,0.0003,0.0145,0.0031,0.0018,0.0074,0.0169,0.0102,0.0289,0.0225,0.0604,0.3411,0.7420,482.9370,399.8019,598.4776,477.1995,9,541.2600,438.5200,114.4300,77.2100
1.8519,-20.3201,542.0798,438.7377,112.6866,77.6613,0.5299,0.0881,0.0058,0.0027,0.0025,0.0005,0.0000,0.0000,0.0002,0.0010,0.0033,0.0039,0.0006,0.0173,0.0030,0.0024,0.0070,0.0159,0.0187,0.0477,0.0767,0.2171,0.4093,0.6122,485.7365,399.9071,598.4230,477.5684,9,541.2600,438.5200,114.4300,77.2100
1.4402,-13.5171,541.0867,438.4576,115.0246,76.9595,0.4031,0.1542,0.0058,0.0052,0.0010,0.0006,0.0000,0.0000,0.0002,0.0025,0.0023,0.0034,0.0006,0.0187,0.0042,0.0022,0.0063,0.0050,0.0031,0.0132,0.0366,0.0528,0.2478,0.6220,483.5744,399.9778,598.5990,476.9374,9,541.2600,438.5200,114.4300,77.2100
1.2871,-10.3774,540.8662,438.5807,115.9466,77.1682,0.5128,0.1238,0.0082,0.0048,0.0012,0.0005,0.0000,0.0000,0.0002,0.0027,0.0009,0.0032,0.0003,0.0135,0.0051,0.0012,0.0056,0.0072,0.0038,0.0067,0.0196,0.0448,0.1336,0.5100,482.8929,399.9966,598.8395,477.1648,9,541.2600,438.5200,114.4300,77.2100
0.9440,-20.6841,542.1144,438.3746,112.4162,77.6768,0.2650,0.0418,0.0035,0.0024,0.0017,0.0004,0.0000,0.0000,0.0001,0.0012,0.0024,0.0018,0.0011,0.0120,0.0065,0.0035,0.0071,0.0062,0.0074,0.0223,0.0605,0.0748,0.2210,0.3339,485.9064,399.5362,598.3225,477.2131,9,541.2600,438.5200,114.4300,77.2100
0.8447,-14.2956,540.5702,438.2917,116.3228,76.9279,0.2743,0.0605,0.0043,0.0054,0.0006,0.0005,0.0000,0.0000,0.0004,0.0016,0.0025,0.0028,0.0006,0.0137,0.0031,0.0010,0.0067,0.0048,0.0026,0.0100,0.0261,0.0369,0.1240,0.3693,482.4088,399.8278,598.7316,476.7557,9,541.2600,438.5200,114.4300,77.2100
0.4099,-13.6284,540.7375,438.5614,114.7108,76.9882,0.1315,0.0462,0.0040,0.0042,0.0005,0.0005,0.0000,0.0000,0.0003,0.0015,0.0010,0.0013,0.0002,0.0035,0.0009,0.0009,0.0047,0.0021,0.0018,0.0119,0.0151,0.0226,0.0471,0.1649,483.3821,400.0673,598.0930,477.0555,9,541.2600,438.5200,114.4300,77.2100
0.3364,-5.7147,540.4509,438.5992,114.9844,76.5135,0.1488,0.0623,0.0028,0.0018,0.0006,0.0006,0.0000,0.0001,0.0001,0.0013,0.0005,0.0032,0.0004,0.0044,0.0016,0.0007,0.0019,0.0027,0.0008,0.0008,0.0034,0.0069,0.0197,0.1143,482.9587,400.3424,597.9431,476.8559,9,541.2600,438.5200,114.4300,77.2100
0.2316,-29.1971,542.9786,438.7221,110.9825,75.9219,0.0479,0.0209,0.0017,0.0013,0.0008,0.0001,0.0001,0.0000,0.0002,0.0010,0.0017,0.0015,0.0005,0.0036,0.0010,0.0009,0.0041,0.0046,0.0028,0.0106,0.0298,0.0501,0.0541,0.0453,487.4874,400.7612,598.4699,476.6830,9,541.2600,438.5200,114.4300,77.2100
0.1502,-5.8362,540.7416,438.1791,114.5908,76.8689,0.0642,0.0403,0.0023,0.0030,0.0007,0.0003,0.0000,0.0001,0.0003,0.0013,0.0005,0.0005,0.0002,0.0025,0.0014,0.0004,0.0025,0.0012,0.0008,0.0016,0.0054,0.0089,0.0100,0.0325,483.4462,399.7447,598.0370,476.6136,9,541.2600,438.5200,114.4300,77.2100
0.1274,-34.1959,543.4340,438.2190,110.3153,78.7684,0.0208,0.0093,0.0014,0.0014,0.0009,0.0002,0.0002,0.0000,0.0002,0.0010,0.0018,0.0007,0.0006,0.0044,0.0022,0.0010,0.0028,0.0024,0.0024,0.0080,0.0234,0.0237,0.0349,0.0255,488.2763,398.8348,598.5916,477.6032,9,541.2600,438.5200,114.4300,77.2100
0.1064,-22.8268,541.2606,438.7927,113.3425,76.7265,0.0244,0.0102,0.0018,0.0016,0.0004,0.0003,0.0001,0.0000,0.0003,0.0005,0.0006,0.0004,0.0002,0.0020,0.0004,0.0004,0.0019,0.0016,0.0017,0.0065,0.0092,0.0134,0.0170,0.0372,484.5893,400.4294,597.9318,477.1559,9,541.2600,438.5200,114.4300,77.2100
0.0513,-0.0063,540.0090,437.8743,112.5228,75.9937,0.0254,0.0161,0.0022,0.0015,0.0005,0.0004,0.0000,0.0001,0.0002,0.0007,0.0002,0.0009,0.0003,0.0011,0.0009,0.0003,0.0009,0.0009,0.0004,0.0002,0.0010,0.0010,0.0028,0.0082,483.7476,399.8774,596.2704,475.8711,9,541.2600,438.5200,114.4300,77.2100
0.0352,-13.0231,540.3376,438.1844,115.2304,76.5996,0.0141,0.0044,0.0006,0.0007,0.0002,0.0004,0.0001,0.0001,0.0001,0.0004,0.0003,0.0008,0.0002,0.0012,0.0004,0.0002,0.0008,0.0009,0.0004,0.0005,0.0014,0.0016,0.0047,0.0131,482.7224,399.8846,597.9529,476.4842,9,541.2600,438.5200,114.4300,77.2100
0.0215,-65.7572,541.0753,439.5815,114.0363,70.4764,0.0024,0.0028,0.0014,0.0017,0.0019,0.0005,0.0002,0.0003,0.0006,0.0006,0.0005,0.0003,0.0011,0.0020,0.0018,0.0013,0.0025,0.0038,0.0067,0.0056,0.0037,0.0012,0.0010,0.0046,484.0571,404.3433,598.0934,474.8197,9,541.2600,438.5200,114.4300,77.2100
0.0160,-17.4886,541.2712,439.5886,115.3282,76.5602,0.0052,0.0029,0.0004,0.0004,0.0003,0.0004,0.0001,0.0001,0.0001,0.0009,0.0003,0.0003,0.0003,0.0008,0.0009,0.0004,0.0007,0.0005,0.0003,0.0004,0.0015,0.0012,0.0022,0.0069,483.6071,401.3085,598.9353,477.8687,9,541.2600,438.5200,114.4300,77.2100
0.0137,-34.2435,546.6004,439.3179,102.7049,76.5190,0.0017,0.0029,0.0005,0.0005,0.0004,0.0001,0.0001,0.0000,0.0003,0.0005,0.0003,0.0005,0.0001,0.0005,0.0002,0.0002,0.0010,0.0008,0.0002,0.0015,0.0029,0.0042,0.0015,0.0027,495.2480,401.0584,597.9528,477.5774,9,541.2600,438.5200,114.4300,77.2100
0.0129,-61.3101,541.8643,438.8423,112.2161,73.3789,0.0030,0.0027,0.0012,0.0016,0.0011,0.0005,0.0003,0.0005,0.0005,0.0007,0.0005,0.0003,0.0014,0.0017,0.0018,0.0008,0.0019,0.0029,0.0042,0.0030,0.0023,0.0009,0.0008,0.0031,485.7562,402.1529,597.9723,475.5318,9,541.2600,438.5200,114.4300,77.2100
0.0099,-9.2760,541.0635,438.0920,116.5672,74.1089,0.0053,0.0024,0.0004,0.0007,0.0003,0.0003,0.0001,0.0001,0.0001,0.0004,0.0002,0.0008,0.0004,0.0006,0.0008,0.0002,0.0005,0.0004,0.0002,0.0002,0.0005,0.0007,0.0016,0.0024,482.7799,401.0376,599.3472,475.1464,9,541.2600,438.5200,114.4300,77.2100
0.0097,-25.7365,541.4464,439.0474,113.9484,76.9404,0.0023,0.0024,0.0004,0.0006,0.0004,0.0003,0.0001,0.0001,0.0001,0.0008,0.0005,0.0003,0.0004,0.0008,0.0007,0.0006,0.0007,0.0006,0.0003,0.0004,0.0016,0.0012,0.0030,0.0028,484.4722,400.5772,598.4205,477.5176,9,541.2600,438.5200,114.4300,77.2100
0.0059,3.0174,536.8080,432.0043,105.9191,63.3158,0.0025,0.0023,0.0009,0.0012,0.0006,0.0003,0.0001,0.0001,0.0003,0.0003,0.0002,0.0005,0.0004,0.0006,0.0008,0.0002,0.0005,0.0004,0.0002,0.0001,0.0004,0.0005,0.0005,0.0016,483.8485,400.3464,589.7676,463.6622,9,541.2600,438.5200,114.4300,77.2100
0.0045,-34.7744,540.7827,437.9896,114.7130,73.8182,0.0019,0.0014,0.0006,0.0006,0.0007,0.0003,0.0004,0.0004,0.0003,0.0005,0.0006,0.0006,0.0006,0.0010,0.0007,0.0007,0.0005,0.0007,0.0011,0.0008,0.0009,0.0007,0.0011,0.0019,483.4262,401.0805,598.1392,474.8987,9,541.2600,438.5200,114.4300,77.2100
0.0038,-38.0006,540.6431,437.7725,115.1909,73.4157,0.0012,0.0014,0.0006,0.0009,0.0011,0.0004,0.0004,0.0004,0.0004,0.0005,0.0006,0.0005,0.0005,0.0010,0.0007,0.0008,0.0009,0.0007,0.0010,0.0008,0.0010,0.0006,0.0011,0.0015,483.0477,401.0646,598.2386,474.4803,9,541.2600,438.5200,114.4300,77.2100
0.0025,11.4614,539.4172,438.3154,109.6870,75.9379,0.0008,0.0013,0.0008,0.0004,0.0002,0.0002,0.0001,0.0001,0.0003,0.0002,0.0001,0.0003,0.0002,0.0003,0.0002,0.0002,0.0002,0.0003,0.0001,0.0001,0.0002,0.0003,0.0002,0.0006,484.5737,400.3464,594.2607,476.2843,9,541.2600,438.5200,114.4300,77.2100
0.0008,-102.6194,540.2811,436.1721,110.3315,71.1779,0.0010,0.0008,0.0006,0.0005,0.0006,0.0003,0.0005,0.0003,0.0005,0.0005,0.0008,0.0009,0.0008,0.0010,0.0011,0.0006,0.0005,0.0005,0.0005,0.0005,0.0006,0.0006,0.0008,0.0010,485.1154,400.5831,595.4469,471.7610,9,541.2600,438.5200,114.4300,77.2100
0.0175,144.2897,238.3463,625.5704,55.2530,28.5427,0.0007,0.0010,0.0025,0.0071,0.0036,0.0019,0.0018,0.0032,0.0021,0.0015,0.0010,0.0022,0.0075,0.0083,0.0032,0.0023,0.0019,0.0009,0.0008,0.0003,0.0007,0.0000,0.0003,0.0012,210.7198,611.2991,265.9728,639.8418,10,240.7400,625.4400,60.3200,28.8900
0.0165,-78.7665,241.5500,625.6581,60.5543,28.8032,0.0021,0.0014,0.0035,0.0022,0.0021,0.0001,0.0003,0.0001,0.0002,0.0006,0.0003,0.0007,0.0012,0.0023,0.0014,0.0015,0.0031,0.0071,0.0056,0.0018,0.0021,0.0015,0.0010,0.0013,211.2729,611.2565,271.8271,640.0597,10,240.7400,625.4400,60.3200,28.8900
0.0146,164.1883,244.4430,625.1882,65.9333,29.4506,0.0004,0.0006,0.0010,0.0013,0.0009,0.0008,0.0016,0.0018,0.0022,0.0009,0.0013,0.0013,0.0057,0.0051,0.0023,0.0014,0.0009,0.0003,0.0003,0.0005,0.0006,0.0000,0.0001,0.0008,211.4763,610.4629,277.4097,639.9135,10,240.7400,625.4400,60.3200,28.8900
0.0108,115.6043,235.2304,625.9868,48.3093,27.7520,0.0005,0.0008,0.0026,0.0084,0.0052,0.0019,0.0016,0.0011,0.0009,0.0009,0.0004,0.0009,0.0034,0.0079,0.0021,0.0031,0.0015,0.0009,0.0003,0.0002,0.0004,0.0000,0.0003,0.0009,211.0757,612.1108,259.3850,639.8628,10,240.7400,625.4400,60.3200,28.8900
0.0091,127.6140,237.7165,625.0920,57.7484,29.6438,0.0005,0.0004,0.0028,0.0023,0.0035,0.0037,0.0022,0.0026,0.0013,0.0015,0.0006,0.0001,0.0019,0.0035,0.0035,0.0024,0.0019,0.0020,0.0007,0.0002,0.0006,0.0001,0.0003,0.0006,208.8423,610.2701,266.5906,639.9139,10,240.7400,625.4400,60.3200,28.8900
0.0077,135.3158,246.0164,624.9326,72.7486,30.1337,0.0002,0.0004,0.0010,0.0008,0.0015,0.0017,0.0017,0.0017,0.0017,0.0010,0.0009,0.0001,0.0016,0.0020,0.0020,0.0012,0.0008,0.0006,0.0003,0.0002,0.0004,0.0001,0.0001,0.0005,209.6421,609.8658,282.3907,639.9995,10,240.7400,625.4400,60.3200,28.8900
0.0074,93.2873,234.4478,625.4131,50.6804,28.9144,0.0003,0.0006,0.0023,0.0046,0.0053,0.0042,0.0012,0.0012,0.0006,0.0008,0.0003,0.0000,0.0012,0.0040,0.0014,0.0031,0.0022,0.0024,0.0003,0.0001,0.0003,0.0000,0.0004,0.0008,209.1076,610.9559,259.7879,639.8703,10,240.7400,625.4400,60.3200,28.8900
0.0064,-65.0431,242.0632,625.3040,62.9029,28.6003,0.0020,0.0008,0.0014,0.0009,0.0008,0.0001,0.0002,0.0001,0.0004,0.0002,0.0005,0.0003,0.0008,0.0012,0.0010,0.0003,0.0011,0.0019,0.0025,0.0009,0.0010,0.0009,0.0006,0.0010,210.6117,611.0038,273.5146,639.6041,10,240.7400,625.4400,60.3200,28.8900
0.0047,-68.8704,248.2175,625.2776,77.0352,29.6779,0.0015,0.0013,0.0009,0.0010,0.0014,0.0001,0.0003,0.0001,0.0002,0.0008,0.0005,0.0007,0.0007,0.0014,0.0007,0.0014,0.0010,0.0018,0.0014,0.0007,0.0009,0.0015,0.0007,0.0009,209.6999,610.4386,286.7351,640.1165,10,240.7400,625.4400,60.3200,28.8900
0.0041,161.3855,249.1378,624.6238,76.3326,30.6790,0.0002,0.0003,0.0003,0.0004,0.0003,0.0002,0.0005,0.0006,0.0007,0.0003,0.0006,0.0008,0.0016,0.0013,0.0004,0.0003,0.0004,0.0001,0.0001,0.0002,0.0004,0.0000,0.0001,0.0003,210.9715,609.2843,287.3041,639.9633,10,240.7400,625.4400,60.3200,28.8900
0.0038,-61.4916,239.7165,625.9055,61.4402,28.1718,0.0009,0.0007,0.0008,0.0007,0.0006,0.0001,0.0002,0.0001,0.0003,0.0003,0.0002,0.0002,0.0004,0.0006,0.0003,0.0003,0.0009,0.0012,0.0011,0.0009,0.0007,0.0007,0.0004,0.0004,208.9964,611.8196,270.4366,639.9913,10,240.7400,625.4400,60.3200,28.8900
0.0037,-82.2834,247.9533,624.7778,76.7426,29.6824,0.0014,0.0010,0.0011,0.0005,0.0005,0.0001,0.0002,0.0001,0.0001,0.0002,0.0004,0.0004,0.0010,0.0011,0.0020,0.0003,0.0008,0.0010,0.0010,0.0004,0.0012,0.0005,0.0005,0.0007,209.5820,609.9366,286.3246,639.6190,10,240.7400,625.4400,60.3200,28.8900
0.0030,179.3689,234.7921,625.5190,47.4378,27.7783,0.0002,0.0002,0.0005,0.0013,0.0008,0.0005,0.0003,0.0005,0.0003,0.0002,0.0004,0.0004,0.0010,0.0021,0.0005,0.0014,0.0010,0.0005,0.0001,0.0002,0.0002,0.0000,0.0001,0.0006,211.0732,611.6299,258.5109,639.4082,10,240.7400,625.4400,60.3200,28.8900
0.0024,-166.9424,242.9350,625.1731,58.6359,28.7219,0.0001,0.0002,0.0004,0.0007,0.0004,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0007,0.0015,0.0006,0.0007,0.0006,0.0004,0.0001,0.0002,0.0002,0.0000,0.0001,0.0002,213.6170,610.8121,272.2529,639.5341,10,240.7400,625.4400,60.3200,28.8900
0.0018,10.5754,242.2541,626.5779,62.4040,26.9423,0.0009,0.0010,0.0013,0.0014,0.0012,0.0007,0.0006,0.0008,0.0008,0.0008,0.0007,0.0005,0.0009,0.0010,0.0006,0.0006,0.0010,0.0010,0.0010,0.0010,0.0009,0.0005,0.0006,0.0011,211.0521,613.1068,273.4561,640.0490,10,240.7400,625.4400,60.3200,28.8900
0.0018,164.1577,234.5341,625.9580,45.8863,27.4908,0.0001,0.0001,0.0002,0.0006,0.0004,0.0005,0.0003,0.0003,0.0003,0.0002,0.0003,0.0003,0.0004,0.0013,0.0004,0.0007,0.0003,0.0002,0.0001,0.0001,0.0001,0.0000,0.0001,0.0005,211.5909,612.2126,257.4772,639.7034,10,240.7400,625.4400,60.3200,28.8900
0.0017,95.4639,235.9710,626.6936,48.6246,26.4070,0.0002,0.0001,0.0003,0.0009,0.0009,0.0010,0.0003,0.0003,0.0001,0.0002,0.0001,0.0001,0.0003,0.0011,0.0004,0.0005,0.0002,0.0002,0.0001,0.0001,0.0001,0.0000,0.0001,0.0004,211.6587,613.4901,260.2833,639.8971,10,240.7400,625.4400,60.3200,28.8900
0.0010,76.7331,235.8478,625.7140,50.5268,28.2592,0.0002,0.0002,0.0005,0.0011,0.0009,0.0009,0.0003,0.0003,0.0001,0.0001,0.0001,0.0000,0.0002,0.0007,0.0002,0.0011,0.0005,0.0006,0.0001,0.0001,0.0001,0.0000,0.0002,0.0003,210.5844,611.5844,261.1112,639.8436,10,240.7400,625.4400,60.3200,28.8900
0.0032,17.7840,520.6573,413.8842,70.7061,25.9870,0.0013,0.0016,0.0009,0.0010,0.0005,0.0002,0.0001,0.0001,0.0003,0.0003,0.0002,0.0005,0.0004,0.0007,0.0005,0.0002,0.0002,0.0003,0.0002,0.0001,0.0003,0.0004,0.0004,0.0006,485.3042,400.8907,556.0103,426.8777,11,520.6600,413.8800,70.7100,25.9900
0.0025,-27.0951,485.1614,239.5434,99.3778,157.8267,0.0011,0.0007,0.0005,0.0003,0.0007,0.0003,0.0004,0.0005,0.0003,0.0004,0.0004,0.0004,0.0005,0.0004,0.0003,0.0008,0.0005,0.0004,0.0007,0.0004,0.0006,0.0005,0.0013,0.0009,435.4725,160.6300,534.8504,318.4567,12,485.1600,239.5400,99.3800,157.8300
