vector_magnitude,estimated_angle,x_center,y_center,width,height,Leanbot_0,Leanbot_p15,Leanbot_p30,Leanbot_p45,Leanbot_p60,Leanbot_p75,Leanbot_p90,Leanbot_p105,Leanbot_p120,Leanbot_p135,Leanbot_p150,Leanbot_p165,Leanbot_p180,Leanbot_p195,Leanbot_m150,Leanbot_m135,Leanbot_m120,Leanbot_m105,Leanbot_m90,Leanbot_m75,Leanbot_m60,Leanbot_m45,Leanbot_m30,Leanbot_m15,x1,y1,x2,y2,group_id,group_x_center,group_y_center,group_width,group_height
0.1066,4.6876,230.4586,162.3262,74.8946,47.3188,0.0288,0.0409,0.0127,0.0045,0.0011,0.0005,0.0001,0.0001,0.0003,0.0006,0.0001,0.0007,0.0007,0.0026,0.0021,0.0004,0.0010,0.0010,0.0003,0.0001,0.0003,0.0018,0.0008,0.0295,193.0113,138.6668,267.9059,185.9856,1,230.1000,162.2800,74.7600,46.9800
0.0483,-9.0237,229.3158,162.2329,73.8240,46.6200,0.0065,0.0133,0.0036,0.0052,0.0027,0.0001,0.0003,0.0001,0.0002,0.0004,0.0018,0.0004,0.0016,0.0066,0.0031,0.0022,0.0010,0.0010,0.0010,0.0009,0.0013,0.0017,0.0044,0.0306,192.4037,138.9229,266.2278,185.5429,1,230.1000,162.2800,74.7600,46.9800
0.0451,-6.4679,228.7353,162.3030,74.2780,46.1554,0.0082,0.0230,0.0017,0.0021,0.0023,0.0001,0.0003,0.0002,0.0002,0.0006,0.0010,0.0005,0.0016,0.0058,0.0022,0.0022,0.0008,0.0008,0.0007,0.0017,0.0018,0.0013,0.0040,0.0183,191.5963,139.2253,265.8743,185.3807,1,230.1000,162.2800,74.7600,46.9800
0.0234,0.8556,230.2031,162.8269,73.8037,46.6430,0.0050,0.0104,0.0032,0.0016,0.0004,0.0002,0.0000,0.0001,0.0005,0.0004,0.0002,0.0005,0.0002,0.0010,0.0004,0.0002,0.0009,0.0007,0.0003,0.0003,0.0006,0.0018,0.0016,0.0049,193.3013,139.5054,267.1049,186.1484,1,230.1000,162.2800,74.7600,46.9800
0.0107,9.9846,229.8662,162.8603,75.5462,46.3978,0.0031,0.0054,0.0029,0.0012,0.0005,0.0002,0.0001,0.0002,0.0004,0.0004,0.0001,0.0005,0.0004,0.0012,0.0008,0.0001,0.0004,0.0007,0.0002,0.0001,0.0006,0.0005,0.0006,0.0011,192.0931,139.6613,267.6393,186.0592,1,230.1000,162.2800,74.7600,46.9800
0.0097,-28.0743,229.0898,162.8463,74.3582,46.9818,0.0052,0.0077,0.0035,0.0038,0.0009,0.0003,0.0003,0.0003,0.0006,0.0012,0.0023,0.0004,0.0026,0.0082,0.0029,0.0013,0.0008,0.0015,0.0024,0.0020,0.0017,0.0010,0.0018,0.0048,191.9107,139.3554,266.2688,186.3372,1,230.1000,162.2800,74.7600,46.9800
0.0086,-17.5775,229.5165,162.9991,75.0364,47.2730,0.0030,0.0043,0.0017,0.0011,0.0010,0.0002,0.0005,0.0002,0.0003,0.0004,0.0012,0.0005,0.0011,0.0037,0.0009,0.0008,0.0006,0.0006,0.0012,0.0010,0.0007,0.0007,0.0022,0.0038,191.9983,139.3626,267.0347,186.6356,1,230.1000,162.2800,74.7600,46.9800
0.0049,9.8829,230.7052,161.7463,74.5946,48.4828,0.0012,0.0030,0.0008,0.0007,0.0003,0.0002,0.0001,0.0001,0.0002,0.0003,0.0001,0.0002,0.0003,0.0006,0.0004,0.0002,0.0002,0.0003,0.0002,0.0001,0.0002,0.0006,0.0003,0.0006,193.4080,137.5049,268.0025,185.9877,1,230.1000,162.2800,74.7600,46.9800
0.0049,-6.4795,229.8875,163.7948,73.2937,45.5164,0.0020,0.0019,0.0012,0.0005,0.0003,0.0002,0.0001,0.0001,0.0001,0.0003,0.0001,0.0004,0.0004,0.0003,0.0006,0.0002,0.0006,0.0005,0.0003,0.0001,0.0005,0.0006,0.0003,0.0010,193.2407,141.0366,266.5343,186.5530,1,230.1000,162.2800,74.7600,46.9800
0.0023,-19.7231,215.6317,161.4236,99.6304,49.7296,0.0007,0.0015,0.0005,0.0005,0.0009,0.0003,0.0005,0.0003,0.0003,0.0003,0.0007,0.0004,0.0006,0.0010,0.0006,0.0008,0.0004,0.0003,0.0005,0.0005,0.0005,0.0007,0.0011,0.0014,165.8165,136.5588,265.4469,186.2885,1,230.1000,162.2800,74.7600,46.9800
0.0009,18.5216,233.7269,161.6483,85.2109,46.7520,0.0005,0.0015,0.0005,0.0002,0.0004,0.0003,0.0006,0.0003,0.0005,0.0005,0.0005,0.0009,0.0004,0.0006,0.0004,0.0006,0.0003,0.0002,0.0003,0.0004,0.0006,0.0004,0.0006,0.0008,191.1215,138.2722,276.3323,185.0243,1,230.1000,162.2800,74.7600,46.9800
2.4106,7.5843,361.6164,165.3554,74.0925,45.8616,0.7523,0.7644,0.4112,0.2085,0.0165,0.0004,0.0000,0.0001,0.0006,0.0055,0.0002,0.0091,0.0012,0.0502,0.0337,0.0026,0.0263,0.0234,0.0029,0.0002,0.0056,0.0437,0.0502,0.4376,324.5701,142.4246,398.6626,188.2862,2,361.5800,165.4500,74.2100,46.2700
1.4187,7.8028,361.8802,165.0641,74.3234,46.5348,0.4677,0.5176,0.2227,0.0513,0.0063,0.0007,0.0000,0.0001,0.0004,0.0006,0.0001,0.0056,0.0008,0.0115,0.0072,0.0017,0.0029,0.0138,0.0023,0.0001,0.0015,0.0063,0.0147,0.2257,324.7186,141.7968,399.0419,188.3315,2,361.5800,165.4500,74.2100,46.2700
1.3598,7.7271,361.4568,165.8119,75.0372,46.0781,0.4680,0.4344,0.2676,0.0732,0.0083,0.0006,0.0000,0.0000,0.0010,0.0015,0.0004,0.0045,0.0011,0.0268,0.0089,0.0009,0.0062,0.0186,0.0035,0.0011,0.0112,0.0130,0.0449,0.1736,323.9382,142.7728,398.9754,188.8509,2,361.5800,165.4500,74.2100,46.2700
1.0776,2.2059,361.5289,165.2925,74.3430,46.6317,0.4671,0.2707,0.1017,0.0284,0.0057,0.0005,0.0000,0.0000,0.0007,0.0007,0.0001,0.0029,0.0004,0.0094,0.0042,0.0005,0.0029,0.0076,0.0038,0.0009,0.0017,0.0185,0.0285,0.2267,324.3574,141.9767,398.7005,188.6084,2,361.5800,165.4500,74.2100,46.2700
0.8739,4.2863,361.5942,165.2824,73.9928,46.5635,0.2528,0.3880,0.0632,0.0143,0.0023,0.0005,0.0001,0.0000,0.0003,0.0010,0.0003,0.0053,0.0005,0.0097,0.0051,0.0011,0.0035,0.0062,0.0016,0.0003,0.0026,0.0059,0.0216,0.1845,324.5978,142.0007,398.5906,188.5642,2,361.5800,165.4500,74.2100,46.2700
0.8168,-4.7154,361.2474,165.7793,74.5390,46.3233,0.3089,0.1749,0.0629,0.0165,0.0033,0.0003,0.0000,0.0001,0.0013,0.0013,0.0009,0.0013,0.0006,0.0157,0.0071,0.0009,0.0083,0.0099,0.0041,0.0093,0.0203,0.0358,0.0377,0.2390,323.9780,142.6176,398.5169,188.9410,2,361.5800,165.4500,74.2100,46.2700
0.7234,-0.0480,362.0701,165.4781,73.3160,46.8419,0.2960,0.1776,0.0441,0.0193,0.0031,0.0004,0.0001,0.0000,0.0006,0.0012,0.0002,0.0014,0.0006,0.0120,0.0061,0.0007,0.0043,0.0031,0.0020,0.0005,0.0019,0.0132,0.0091,0.2151,325.4120,142.0571,398.7281,188.8990,2,361.5800,165.4500,74.2100,46.2700
0.5230,-7.5289,361.3370,165.8490,73.4904,46.1576,0.1737,0.1130,0.0282,0.0067,0.0017,0.0002,0.0001,0.0000,0.0005,0.0009,0.0006,0.0020,0.0005,0.0058,0.0014,0.0007,0.0053,0.0072,0.0049,0.0026,0.0117,0.0394,0.0391,0.1586,324.5918,142.7702,398.0822,188.9277,2,361.5800,165.4500,74.2100,46.2700
0.4807,1.9699,361.5385,165.5854,73.4272,46.2007,0.2369,0.1319,0.0402,0.0170,0.0020,0.0003,0.0001,0.0001,0.0002,0.0011,0.0002,0.0040,0.0008,0.0063,0.0052,0.0006,0.0082,0.0049,0.0022,0.0004,0.0026,0.0077,0.0179,0.0702,324.8248,142.4851,398.2521,188.6858,2,361.5800,165.4500,74.2100,46.2700
0.2508,13.8316,361.3103,165.7774,74.8847,46.6055,0.0598,0.1297,0.0479,0.0174,0.0043,0.0002,0.0001,0.0001,0.0011,0.0012,0.0002,0.0009,0.0004,0.0091,0.0036,0.0002,0.0010,0.0020,0.0005,0.0001,0.0015,0.0028,0.0035,0.0128,323.8679,142.4746,398.7526,189.0801,2,361.5800,165.4500,74.2100,46.2700
0.0501,-8.2696,360.2255,164.9652,73.4276,44.3986,0.0087,0.0127,0.0042,0.0043,0.0028,0.0001,0.0003,0.0001,0.0002,0.0005,0.0020,0.0004,0.0014,0.0052,0.0019,0.0021,0.0010,0.0012,0.0013,0.0012,0.0014,0.0014,0.0056,0.0274,323.5117,142.7659,396.9392,187.1645,2,361.5800,165.4500,74.2100,46.2700
0.0356,4.9965,360.9895,165.8846,74.0734,45.4478,0.0114,0.0190,0.0042,0.0038,0.0012,0.0003,0.0000,0.0002,0.0002,0.0009,0.0001,0.0013,0.0009,0.0021,0.0016,0.0005,0.0014,0.0021,0.0005,0.0001,0.0007,0.0018,0.0025,0.0031,323.9529,143.1608,398.0262,188.6085,2,361.5800,165.4500,74.2100,46.2700
0.0310,-11.3092,360.2015,165.0039,74.5675,44.2150,0.0065,0.0108,0.0013,0.0018,0.0018,0.0001,0.0003,0.0002,0.0002,0.0005,0.0010,0.0004,0.0012,0.0036,0.0017,0.0018,0.0007,0.0007,0.0006,0.0012,0.0014,0.0014,0.0037,0.0153,322.9177,142.8964,397.4852,187.1115,2,361.5800,165.4500,74.2100,46.2700
0.0268,-15.8342,360.8794,166.1444,74.5613,45.7666,0.0063,0.0087,0.0025,0.0013,0.0004,0.0001,0.0001,0.0001,0.0004,0.0005,0.0002,0.0005,0.0002,0.0012,0.0004,0.0003,0.0018,0.0011,0.0006,0.0018,0.0019,0.0042,0.0035,0.0049,323.5987,143.2610,398.1600,189.0277,2,361.5800,165.4500,74.2100,46.2700
0.0260,-0.5799,360.7718,165.6257,74.7314,46.0114,0.0092,0.0117,0.0028,0.0018,0.0005,0.0003,0.0001,0.0001,0.0002,0.0005,0.0003,0.0004,0.0005,0.0017,0.0010,0.0005,0.0008,0.0010,0.0006,0.0002,0.0008,0.0023,0.0015,0.0033,323.4061,142.6200,398.1375,188.6314,2,361.5800,165.4500,74.2100,46.2700
0.0039,-1.8333,361.1802,166.6795,72.7951,43.8531,0.0015,0.0014,0.0009,0.0005,0.0002,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0004,0.0003,0.0003,0.0003,0.0001,0.0004,0.0004,0.0002,0.0001,0.0004,0.0005,0.0003,0.0008,324.7826,144.7529,397.5777,188.6060,2,361.5800,165.4500,74.2100,46.2700
0.0023,-65.2942,360.2859,164.9804,75.0502,47.0270,0.0014,0.0018,0.0014,0.0009,0.0004,0.0003,0.0003,0.0004,0.0006,0.0010,0.0013,0.0006,0.0012,0.0018,0.0009,0.0009,0.0005,0.0009,0.0013,0.0010,0.0009,0.0006,0.0011,0.0015,322.7608,141.4669,397.8110,188.4939,2,361.5800,165.4500,74.2100,46.2700
0.0017,-12.0282,362.2479,163.5739,79.7014,42.5183,0.0006,0.0015,0.0005,0.0002,0.0004,0.0004,0.0005,0.0003,0.0004,0.0004,0.0004,0.0008,0.0004,0.0005,0.0004,0.0007,0.0004,0.0003,0.0003,0.0004,0.0006,0.0004,0.0008,0.0011,322.3972,142.3147,402.0986,184.8330,2,361.5800,165.4500,74.2100,46.2700
2.3530,15.4169,371.2385,257.6909,86.0667,54.2124,0.4845,0.8822,0.7400,0.1790,0.0243,0.0014,0.0000,0.0001,0.0011,0.0018,0.0001,0.0078,0.0031,0.0419,0.0326,0.0029,0.0054,0.0208,0.0022,0.0000,0.0004,0.0059,0.0051,0.2427,328.2051,230.5847,414.2718,284.7971,3,370.8600,257.9000,85.4800,54.4000
2.3122,15.3840,370.5744,257.6564,85.2379,54.9520,0.6037,0.7932,0.6562,0.2416,0.0177,0.0006,0.0000,0.0001,0.0020,0.0012,0.0002,0.0065,0.0016,0.0373,0.0414,0.0008,0.0043,0.0136,0.0008,0.0001,0.0012,0.0070,0.0166,0.1858,327.9554,230.1804,413.1933,285.1324,3,370.8600,257.9000,85.4800,54.4000
2.1225,17.3144,371.0591,258.4037,86.0340,54.1187,0.4641,0.8078,0.6859,0.1859,0.0128,0.0006,0.0000,0.0001,0.0014,0.0012,0.0001,0.0058,0.0017,0.0376,0.0142,0.0006,0.0031,0.0114,0.0010,0.0000,0.0005,0.0047,0.0085,0.1050,328.0421,231.3444,414.0762,285.4631,3,370.8600,257.9000,85.4800,54.4000
1.9878,9.5417,370.5342,257.9012,84.9596,54.7188,0.6725,0.6059,0.4237,0.0924,0.0131,0.0006,0.0000,0.0000,0.0006,0.0014,0.0001,0.0084,0.0007,0.0166,0.0085,0.0004,0.0047,0.0111,0.0023,0.0002,0.0005,0.0114,0.0260,0.2813,328.0544,230.5418,413.0140,285.2606,3,370.8600,257.9000,85.4800,54.4000
1.8080,14.7955,370.8482,257.7708,84.9046,54.2240,0.4364,0.6646,0.5404,0.0995,0.0261,0.0008,0.0000,0.0001,0.0006,0.0008,0.0001,0.0080,0.0009,0.0251,0.0157,0.0006,0.0016,0.0119,0.0012,0.0000,0.0002,0.0034,0.0049,0.1687,328.3959,230.6588,413.3005,284.8828,3,370.8600,257.9000,85.4800,54.4000
1.4158,8.3727,370.6227,257.8345,85.4373,54.9629,0.4423,0.5238,0.2471,0.0621,0.0056,0.0004,0.0000,0.0000,0.0016,0.0013,0.0003,0.0024,0.0008,0.0224,0.0111,0.0009,0.0045,0.0079,0.0021,0.0012,0.0025,0.0129,0.0288,0.2041,327.9041,230.3530,413.3413,285.3159,3,370.8600,257.9000,85.4800,54.4000
0.9382,17.1129,371.0655,258.0836,85.6852,53.4661,0.1754,0.4585,0.2570,0.0798,0.0096,0.0007,0.0000,0.0002,0.0003,0.0020,0.0001,0.0053,0.0018,0.0191,0.0108,0.0010,0.0044,0.0105,0.0010,0.0000,0.0010,0.0040,0.0041,0.0306,328.2229,231.3505,413.9081,284.8166,3,370.8600,257.9000,85.4800,54.4000
0.6459,11.8711,371.1173,257.9556,85.0394,54.4305,0.1258,0.3599,0.1108,0.0180,0.0033,0.0005,0.0001,0.0001,0.0004,0.0006,0.0001,0.0034,0.0008,0.0078,0.0062,0.0007,0.0024,0.0045,0.0007,0.0001,0.0006,0.0015,0.0041,0.0661,328.5976,230.7404,413.6370,285.1709,3,370.8600,257.9000,85.4800,54.4000
0.3530,9.8796,370.9419,258.2360,85.6334,54.1197,0.0955,0.2024,0.0388,0.0087,0.0024,0.0005,0.0000,0.0001,0.0002,0.0008,0.0001,0.0019,0.0007,0.0045,0.0072,0.0006,0.0024,0.0026,0.0007,0.0000,0.0005,0.0018,0.0033,0.0286,328.1252,231.1761,413.7586,285.2958,3,370.8600,257.9000,85.4800,54.4000
0.1838,8.4625,370.9350,258.0643,85.6227,55.0029,0.0519,0.0804,0.0291,0.0062,0.0014,0.0008,0.0000,0.0001,0.0003,0.0007,0.0001,0.0008,0.0009,0.0039,0.0025,0.0005,0.0013,0.0016,0.0006,0.0001,0.0003,0.0015,0.0016,0.0299,328.1236,230.5629,413.7463,285.5658,3,370.8600,257.9000,85.4800,54.4000
0.1735,20.6679,371.0508,258.4068,85.6963,52.0667,0.0205,0.0781,0.0675,0.0164,0.0025,0.0003,0.0001,0.0002,0.0007,0.0006,0.0001,0.0011,0.0007,0.0062,0.0024,0.0001,0.0004,0.0021,0.0002,0.0000,0.0005,0.0009,0.0009,0.0049,328.2026,232.3735,413.8989,284.4401,3,370.8600,257.9000,85.4800,54.4000
0.1507,0.2829,370.6282,257.9275,85.5038,55.1617,0.0541,0.0460,0.0147,0.0054,0.0010,0.0002,0.0001,0.0000,0.0009,0.0004,0.0003,0.0008,0.0005,0.0031,0.0011,0.0003,0.0020,0.0023,0.0015,0.0004,0.0009,0.0080,0.0045,0.0342,327.8764,230.3466,413.3801,285.5083,3,370.8600,257.9000,85.4800,54.4000
0.0403,-1.3837,370.1508,257.7305,85.4990,54.4981,0.0080,0.0191,0.0051,0.0025,0.0006,0.0001,0.0001,0.0000,0.0006,0.0004,0.0002,0.0005,0.0004,0.0022,0.0006,0.0003,0.0018,0.0016,0.0007,0.0010,0.0010,0.0029,0.0024,0.0086,327.4013,230.4815,412.9003,284.9795,3,370.8600,257.9000,85.4800,54.4000
0.0316,-0.0448,370.0997,256.8962,86.2213,52.3887,0.0083,0.0136,0.0066,0.0049,0.0013,0.0002,0.0002,0.0003,0.0004,0.0011,0.0016,0.0004,0.0016,0.0058,0.0016,0.0013,0.0007,0.0010,0.0017,0.0013,0.0022,0.0011,0.0024,0.0092,326.9890,230.7019,413.2103,283.0906,3,370.8600,257.9000,85.4800,54.4000
0.0222,-3.5246,370.1818,257.0349,85.1250,52.3434,0.0086,0.0130,0.0033,0.0027,0.0016,0.0002,0.0004,0.0002,0.0003,0.0005,0.0012,0.0005,0.0012,0.0093,0.0016,0.0010,0.0006,0.0005,0.0009,0.0012,0.0013,0.0011,0.0024,0.0064,327.6193,230.8632,412.7443,283.2066,3,370.8600,257.9000,85.4800,54.4000
0.0216,7.8018,370.8519,258.6996,85.0717,51.7911,0.0069,0.0075,0.0052,0.0025,0.0006,0.0003,0.0001,0.0001,0.0001,0.0004,0.0001,0.0010,0.0005,0.0008,0.0010,0.0002,0.0008,0.0008,0.0003,0.0001,0.0005,0.0011,0.0006,0.0035,328.3160,232.8040,413.3877,284.5951,3,370.8600,257.9000,85.4800,54.4000
0.0186,-1.7773,371.1829,257.0090,85.9347,52.6243,0.0038,0.0096,0.0024,0.0024,0.0017,0.0002,0.0003,0.0002,0.0003,0.0005,0.0010,0.0007,0.0011,0.0036,0.0018,0.0010,0.0007,0.0005,0.0005,0.0006,0.0013,0.0011,0.0017,0.0073,328.2156,230.6968,414.1503,283.3211,3,370.8600,257.9000,85.4800,54.4000
0.0132,-8.2047,370.4918,256.8339,86.9693,52.4489,0.0034,0.0061,0.0013,0.0014,0.0023,0.0003,0.0004,0.0002,0.0002,0.0004,0.0006,0.0004,0.0008,0.0023,0.0012,0.0010,0.0006,0.0005,0.0007,0.0014,0.0014,0.0008,0.0016,0.0042,327.0071,230.6094,413.9764,283.0583,3,370.8600,257.9000,85.4800,54.4000
0.0058,1.5505,370.6002,257.8942,86.0191,54.0687,0.0016,0.0019,0.0012,0.0006,0.0003,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0002,0.0001,0.0004,0.0003,0.0001,0.0003,0.0002,0.0002,0.0001,0.0004,0.0004,0.0002,0.0018,327.5907,230.8598,413.6098,284.9285,3,370.8600,257.9000,85.4800,54.4000
0.0054,11.1263,370.8048,257.5045,85.5016,54.8946,0.0011,0.0035,0.0009,0.0008,0.0003,0.0003,0.0001,0.0001,0.0002,0.0003,0.0001,0.0002,0.0003,0.0007,0.0003,0.0002,0.0002,0.0003,0.0002,0.0001,0.0002,0.0007,0.0003,0.0006,328.0540,230.0572,413.5556,284.9518,3,370.8600,257.9000,85.4800,54.4000
0.0047,9.4146,370.6429,255.6391,85.6283,50.3801,0.0010,0.0026,0.0009,0.0004,0.0002,0.0002,0.0001,0.0001,0.0001,0.0003,0.0001,0.0003,0.0001,0.0004,0.0002,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0004,0.0002,0.0009,327.8288,230.4490,413.4570,280.8291,3,370.8600,257.9000,85.4800,54.4000
0.0039,-21.7012,370.8854,256.9560,85.0178,51.2840,0.0011,0.0025,0.0010,0.0010,0.0009,0.0003,0.0004,0.0003,0.0003,0.0004,0.0010,0.0007,0.0010,0.0018,0.0012,0.0010,0.0005,0.0005,0.0006,0.0005,0.0007,0.0009,0.0011,0.0030,328.3766,231.3140,413.3943,282.5980,3,370.8600,257.9000,85.4800,54.4000
0.0032,-24.5994,370.5540,257.4963,85.7062,50.6001,0.0017,0.0016,0.0010,0.0006,0.0009,0.0003,0.0004,0.0002,0.0003,0.0004,0.0005,0.0005,0.0008,0.0019,0.0008,0.0008,0.0004,0.0002,0.0005,0.0006,0.0007,0.0006,0.0013,0.0015,327.7009,232.1962,413.4071,282.7963,3,370.8600,257.9000,85.4800,54.4000
2.2420,10.7982,193.0975,381.1658,102.6891,69.9001,0.6913,0.6502,0.6158,0.1227,0.0149,0.0010,0.0000,0.0000,0.0005,0.0012,0.0002,0.0080,0.0029,0.0361,0.0467,0.0018,0.0090,0.0135,0.0030,0.0001,0.0005,0.0069,0.0164,0.3441,141.7529,346.2157,244.4420,416.1158,4,193.5200,380.9200,102.5200,69.7400
2.1439,12.8553,193.4772,381.0645,102.4141,69.5697,0.5696,0.7415,0.7168,0.0925,0.0272,0.0010,0.0000,0.0001,0.0003,0.0018,0.0001,0.0079,0.0031,0.0593,0.1006,0.0045,0.0054,0.0140,0.0029,0.0000,0.0003,0.0032,0.0094,0.2691,142.2701,346.2797,244.6842,415.8494,4,193.5200,380.9200,102.5200,69.7400
2.0415,11.8094,193.3971,380.8213,102.2906,69.8344,0.6049,0.6736,0.6306,0.1515,0.0159,0.0005,0.0000,0.0001,0.0010,0.0018,0.0003,0.0054,0.0022,0.0399,0.1463,0.0052,0.0129,0.0155,0.0020,0.0001,0.0015,0.0048,0.0214,0.2561,142.2518,345.9041,244.5424,415.7385,4,193.5200,380.9200,102.5200,69.7400
1.9008,12.4014,193.6916,380.7386,102.7863,69.6058,0.5013,0.8077,0.5282,0.0769,0.0215,0.0009,0.0000,0.0002,0.0005,0.0018,0.0001,0.0064,0.0033,0.0306,0.1015,0.0069,0.0066,0.0147,0.0024,0.0000,0.0006,0.0056,0.0051,0.1907,142.2985,345.9357,245.0848,415.5415,4,193.5200,380.9200,102.5200,69.7400
1.7117,14.4798,193.6199,380.9854,102.1156,70.0050,0.4445,0.7271,0.4874,0.0953,0.0072,0.0003,0.0000,0.0001,0.0010,0.0011,0.0002,0.0052,0.0018,0.0313,0.0373,0.0013,0.0099,0.0116,0.0014,0.0001,0.0012,0.0061,0.0081,0.0881,142.5621,345.9829,244.6777,415.9878,4,193.5200,380.9200,102.5200,69.7400
1.4187,11.0076,193.1694,380.8561,101.7916,69.5092,0.3849,0.5967,0.3328,0.0446,0.0062,0.0004,0.0000,0.0000,0.0004,0.0010,0.0002,0.0032,0.0014,0.0340,0.0253,0.0017,0.0045,0.0081,0.0020,0.0002,0.0008,0.0035,0.0134,0.1652,142.2736,346.1015,244.0652,415.6107,4,193.5200,380.9200,102.5200,69.7400
0.6467,9.9197,194.0428,380.5488,103.1478,69.8145,0.1806,0.2898,0.1387,0.0196,0.0034,0.0007,0.0000,0.0001,0.0003,0.0011,0.0002,0.0034,0.0027,0.0175,0.0217,0.0027,0.0045,0.0043,0.0010,0.0001,0.0005,0.0011,0.0054,0.0860,142.4690,345.6416,245.6167,415.4561,4,193.5200,380.9200,102.5200,69.7400
