vector_magnitude,estimated_angle,x_center,y_center,width,height,Leanbot_0,Leanbot_p15,Leanbot_p30,Leanbot_p45,Leanbot_p60,Leanbot_p75,Leanbot_p90,Leanbot_p105,Leanbot_p120,Leanbot_p135,Leanbot_p150,Leanbot_p165,Leanbot_p180,Leanbot_p195,Leanbot_m150,Leanbot_m135,Leanbot_m120,Leanbot_m105,Leanbot_m90,Leanbot_m75,Leanbot_m60,Leanbot_m45,Leanbot_m30,Leanbot_m15,x1,y1,x2,y2,group_id,group_x_center,group_y_center,group_width,group_height
0.5647,10.8539,194.7292,380.5590,103.9465,70.1356,0.1555,0.3200,0.0846,0.0146,0.0023,0.0006,0.0000,0.0002,0.0003,0.0006,0.0002,0.0035,0.0014,0.0177,0.0156,0.0012,0.0024,0.0035,0.0007,0.0000,0.0007,0.0015,0.0034,0.0413,142.7560,345.4912,246.7025,415.6268,4,193.5200,380.9200,102.5200,69.7400
0.3741,11.8023,193.9372,380.7120,104.8123,70.0377,0.0693,0.2200,0.0733,0.0096,0.0027,0.0005,0.0000,0.0001,0.0002,0.0014,0.0001,0.0037,0.0009,0.0051,0.0116,0.0009,0.0044,0.0049,0.0005,0.0000,0.0004,0.0019,0.0026,0.0347,141.5311,345.6931,246.3434,415.7308,4,193.5200,380.9200,102.5200,69.7400
0.1165,13.7992,193.5493,381.7297,103.8387,67.9192,0.0196,0.0697,0.0247,0.0055,0.0011,0.0003,0.0000,0.0001,0.0003,0.0006,0.0001,0.0010,0.0006,0.0032,0.0027,0.0002,0.0008,0.0023,0.0003,0.0000,0.0004,0.0007,0.0014,0.0073,141.6299,347.7701,245.4686,415.6893,4,193.5200,380.9200,102.5200,69.7400
0.0743,9.4468,193.8707,380.5010,101.6857,69.9137,0.0192,0.0294,0.0212,0.0046,0.0017,0.0008,0.0000,0.0001,0.0003,0.0006,0.0002,0.0007,0.0011,0.0024,0.0048,0.0010,0.0016,0.0017,0.0007,0.0001,0.0003,0.0016,0.0014,0.0120,143.0279,345.5442,244.7136,415.4579,4,193.5200,380.9200,102.5200,69.7400
0.0606,5.9663,195.5181,381.2337,97.1028,69.9748,0.0096,0.0349,0.0084,0.0036,0.0006,0.0001,0.0000,0.0000,0.0006,0.0004,0.0003,0.0007,0.0006,0.0024,0.0008,0.0003,0.0014,0.0020,0.0007,0.0006,0.0007,0.0024,0.0021,0.0095,146.9668,346.2463,244.0695,416.2211,4,193.5200,380.9200,102.5200,69.7400
0.0461,2.5724,194.5637,381.4717,99.1012,70.2950,0.0125,0.0203,0.0066,0.0043,0.0008,0.0002,0.0001,0.0001,0.0006,0.0003,0.0003,0.0003,0.0004,0.0022,0.0015,0.0004,0.0014,0.0011,0.0010,0.0003,0.0006,0.0052,0.0015,0.0058,145.0131,346.3243,244.1143,416.6192,4,193.5200,380.9200,102.5200,69.7400
0.0448,7.3882,194.0764,381.8448,104.0427,68.3821,0.0142,0.0215,0.0063,0.0030,0.0008,0.0003,0.0001,0.0001,0.0001,0.0004,0.0001,0.0010,0.0007,0.0015,0.0019,0.0003,0.0011,0.0009,0.0004,0.0001,0.0003,0.0007,0.0013,0.0062,142.0550,347.6537,246.0978,416.0359,4,193.5200,380.9200,102.5200,69.7400
0.0225,5.0051,193.2364,380.5534,100.6624,67.4271,0.0067,0.0085,0.0052,0.0016,0.0006,0.0001,0.0001,0.0001,0.0003,0.0006,0.0001,0.0003,0.0003,0.0011,0.0018,0.0004,0.0010,0.0004,0.0004,0.0001,0.0003,0.0007,0.0007,0.0051,142.9052,346.8399,243.5676,414.2670,4,193.5200,380.9200,102.5200,69.7400
0.0148,2.6460,193.2887,380.7701,99.8685,67.0564,0.0042,0.0047,0.0049,0.0014,0.0006,0.0002,0.0001,0.0001,0.0002,0.0003,0.0001,0.0004,0.0005,0.0008,0.0011,0.0003,0.0011,0.0009,0.0006,0.0001,0.0003,0.0005,0.0009,0.0032,143.3545,347.2420,243.2230,414.2983,4,193.5200,380.9200,102.5200,69.7400
0.0096,11.4582,190.8178,383.1967,98.6281,65.6622,0.0026,0.0059,0.0027,0.0013,0.0006,0.0003,0.0001,0.0001,0.0001,0.0004,0.0001,0.0008,0.0006,0.0008,0.0014,0.0003,0.0005,0.0006,0.0002,0.0000,0.0003,0.0005,0.0005,0.0010,141.5037,350.3656,240.1318,416.0278,4,193.5200,380.9200,102.5200,69.7400
0.0094,-14.1638,193.2870,379.7163,102.4762,66.4396,0.0024,0.0064,0.0007,0.0010,0.0012,0.0002,0.0003,0.0001,0.0002,0.0003,0.0007,0.0007,0.0010,0.0027,0.0020,0.0008,0.0007,0.0005,0.0005,0.0007,0.0010,0.0006,0.0016,0.0041,142.0489,346.4965,244.5251,412.9361,4,193.5200,380.9200,102.5200,69.7400
0.0060,6.4413,193.1035,380.6759,100.9536,67.5084,0.0014,0.0032,0.0012,0.0003,0.0003,0.0002,0.0001,0.0002,0.0002,0.0003,0.0001,0.0003,0.0001,0.0004,0.0004,0.0002,0.0004,0.0002,0.0001,0.0001,0.0003,0.0005,0.0002,0.0013,142.6267,346.9217,243.5804,414.4301,4,193.5200,380.9200,102.5200,69.7400
0.0053,-10.3445,193.3694,379.3066,101.4624,66.4697,0.0033,0.0047,0.0022,0.0023,0.0007,0.0003,0.0004,0.0004,0.0005,0.0006,0.0012,0.0008,0.0016,0.0043,0.0016,0.0009,0.0007,0.0007,0.0009,0.0012,0.0008,0.0007,0.0010,0.0024,142.6382,346.0718,244.1006,412.5415,4,193.5200,380.9200,102.5200,69.7400
0.0040,-13.0783,193.4722,379.3069,101.0732,67.7976,0.0018,0.0032,0.0010,0.0013,0.0014,0.0003,0.0005,0.0003,0.0004,0.0004,0.0010,0.0008,0.0013,0.0034,0.0017,0.0006,0.0006,0.0004,0.0004,0.0005,0.0008,0.0009,0.0010,0.0035,142.9356,345.4081,244.0088,413.2057,4,193.5200,380.9200,102.5200,69.7400
0.0029,-39.5357,192.3111,380.2182,101.8788,64.9816,0.0016,0.0021,0.0013,0.0016,0.0006,0.0004,0.0005,0.0004,0.0005,0.0006,0.0009,0.0004,0.0013,0.0021,0.0016,0.0006,0.0007,0.0010,0.0011,0.0009,0.0009,0.0007,0.0008,0.0018,141.3717,347.7274,243.2504,412.7090,4,193.5200,380.9200,102.5200,69.7400
0.0008,-25.0396,193.5458,379.6136,102.1570,66.2664,0.0011,0.0016,0.0012,0.0007,0.0008,0.0004,0.0007,0.0003,0.0004,0.0003,0.0008,0.0009,0.0012,0.0023,0.0012,0.0007,0.0005,0.0003,0.0004,0.0005,0.0006,0.0008,0.0007,0.0018,142.4673,346.4805,244.6243,412.7468,4,193.5200,380.9200,102.5200,69.7400
2.0902,8.0165,576.2606,384.3413,110.1412,71.3920,0.6524,0.7255,0.3849,0.1095,0.0139,0.0005,0.0000,0.0001,0.0003,0.0022,0.0001,0.0050,0.0008,0.0175,0.0331,0.0033,0.0082,0.0306,0.0041,0.0001,0.0034,0.0176,0.0296,0.3377,521.1899,348.6453,631.3312,420.0373,5,576.0900,384.1300,108.9300,71.5200
2.0763,4.3109,576.1805,384.0896,108.6563,71.6656,0.6959,0.6298,0.3357,0.0605,0.0037,0.0005,0.0000,0.0000,0.0003,0.0016,0.0002,0.0068,0.0016,0.0452,0.0181,0.0046,0.0152,0.0155,0.0046,0.0008,0.0043,0.0085,0.0810,0.4513,521.8524,348.2568,630.5087,419.9224,5,576.0900,384.1300,108.9300,71.5200
1.6839,7.0648,576.4259,384.0072,110.4064,71.4377,0.5748,0.6224,0.2690,0.0475,0.0029,0.0005,0.0000,0.0001,0.0006,0.0008,0.0002,0.0055,0.0009,0.0306,0.0128,0.0010,0.0088,0.0152,0.0025,0.0002,0.0030,0.0061,0.0227,0.2677,521.2227,348.2884,631.6291,419.7261,5,576.0900,384.1300,108.9300,71.5200
1.5212,6.9088,575.9108,384.1972,107.3517,71.6707,0.3891,0.5245,0.3632,0.0580,0.0070,0.0005,0.0000,0.0001,0.0007,0.0017,0.0004,0.0021,0.0011,0.0224,0.0237,0.0047,0.0171,0.0301,0.0065,0.0013,0.0105,0.0113,0.0452,0.2787,522.2349,348.3618,629.5866,420.0326,5,576.0900,384.1300,108.9300,71.5200
1.4149,6.4030,575.8075,384.1301,108.7710,71.7955,0.4424,0.4193,0.2959,0.0424,0.0125,0.0006,0.0000,0.0001,0.0002,0.0015,0.0001,0.0022,0.0005,0.0144,0.0247,0.0044,0.0087,0.0113,0.0063,0.0004,0.0012,0.0086,0.0287,0.2940,521.4220,348.2324,630.1930,420.0279,5,576.0900,384.1300,108.9300,71.5200
1.3300,-1.6321,575.8934,384.1788,108.0317,71.3425,0.5542,0.2827,0.0996,0.0211,0.0062,0.0005,0.0000,0.0000,0.0004,0.0012,0.0003,0.0032,0.0007,0.0185,0.0081,0.0021,0.0104,0.0086,0.0071,0.0011,0.0025,0.0322,0.0471,0.3847,521.8776,348.5076,629.9093,419.8500,5,576.0900,384.1300,108.9300,71.5200
1.1404,12.7074,576.0388,383.9333,109.1492,71.3227,0.3303,0.4517,0.2910,0.0704,0.0038,0.0003,0.0000,0.0002,0.0011,0.0010,0.0002,0.0014,0.0007,0.0173,0.0167,0.0010,0.0119,0.0103,0.0021,0.0004,0.0028,0.0071,0.0087,0.0746,521.4642,348.2720,630.6133,419.5947,5,576.0900,384.1300,108.9300,71.5200
0.5073,-1.9471,575.5907,384.0435,107.2676,71.7627,0.1275,0.1799,0.0466,0.0086,0.0026,0.0003,0.0000,0.0000,0.0005,0.0011,0.0006,0.0010,0.0006,0.0142,0.0034,0.0014,0.0064,0.0105,0.0048,0.0042,0.0071,0.0122,0.0215,0.1581,521.9569,348.1622,629.2245,419.9249,5,576.0900,384.1300,108.9300,71.5200
0.4523,4.5994,576.4209,384.0842,110.6608,71.7820,0.1627,0.1958,0.0475,0.0093,0.0031,0.0005,0.0000,0.0001,0.0002,0.0022,0.0001,0.0024,0.0005,0.0061,0.0143,0.0011,0.0083,0.0060,0.0010,0.0001,0.0014,0.0053,0.0070,0.0709,521.0905,348.1932,631.7513,419.9752,5,576.0900,384.1300,108.9300,71.5200
0.4523,0.7287,576.3137,383.9512,106.6521,71.2383,0.1452,0.1237,0.0462,0.0177,0.0015,0.0009,0.0000,0.0001,0.0004,0.0009,0.0004,0.0015,0.0008,0.0097,0.0049,0.0018,0.0049,0.0034,0.0015,0.0004,0.0012,0.0096,0.0092,0.1452,522.9876,348.3320,629.6397,419.5703,5,576.0900,384.1300,108.9300,71.5200
0.1573,1.1394,575.9017,384.1808,110.3172,71.4957,0.0734,0.0454,0.0118,0.0055,0.0007,0.0004,0.0000,0.0001,0.0002,0.0006,0.0001,0.0017,0.0006,0.0035,0.0027,0.0003,0.0028,0.0023,0.0009,0.0002,0.0007,0.0013,0.0057,0.0311,520.7431,348.4330,631.0603,419.9286,5,576.0900,384.1300,108.9300,71.5200
0.0760,11.0054,575.9321,384.1290,110.3772,69.7081,0.0157,0.0379,0.0189,0.0035,0.0009,0.0002,0.0000,0.0002,0.0004,0.0006,0.0001,0.0006,0.0003,0.0018,0.0024,0.0002,0.0017,0.0018,0.0004,0.0001,0.0006,0.0009,0.0013,0.0080,520.7435,349.2749,631.1207,418.9830,5,576.0900,384.1300,108.9300,71.5200
0.0303,-18.6722,576.2828,384.2164,107.7320,70.1613,0.0050,0.0059,0.0014,0.0015,0.0006,0.0002,0.0001,0.0001,0.0004,0.0004,0.0008,0.0003,0.0002,0.0014,0.0007,0.0004,0.0010,0.0006,0.0004,0.0005,0.0012,0.0088,0.0029,0.0111,522.4168,349.1357,630.1488,419.2970,5,576.0900,384.1300,108.9300,71.5200
0.0088,5.1886,573.1379,383.8680,104.5637,70.3300,0.0028,0.0048,0.0023,0.0013,0.0007,0.0003,0.0001,0.0002,0.0001,0.0004,0.0001,0.0007,0.0005,0.0007,0.0014,0.0003,0.0007,0.0007,0.0003,0.0001,0.0005,0.0005,0.0006,0.0011,520.8561,348.7030,625.4198,419.0330,5,576.0900,384.1300,108.9300,71.5200
0.0067,-26.1303,575.8527,384.4003,107.0201,71.7786,0.0009,0.0021,0.0005,0.0004,0.0003,0.0001,0.0001,0.0001,0.0003,0.0004,0.0004,0.0004,0.0003,0.0005,0.0004,0.0002,0.0006,0.0007,0.0001,0.0006,0.0010,0.0019,0.0007,0.0025,522.3427,348.5110,629.3628,420.2896,5,576.0900,384.1300,108.9300,71.5200
0.0042,-1.5646,575.3273,383.5684,107.7015,72.7038,0.0013,0.0023,0.0010,0.0010,0.0010,0.0003,0.0005,0.0003,0.0004,0.0004,0.0006,0.0006,0.0006,0.0015,0.0008,0.0006,0.0005,0.0004,0.0004,0.0005,0.0007,0.0008,0.0009,0.0019,521.4765,347.2165,629.1780,419.9203,5,576.0900,384.1300,108.9300,71.5200
0.0036,15.3136,571.0454,384.2711,100.4221,65.2596,0.0008,0.0017,0.0013,0.0007,0.0004,0.0001,0.0001,0.0002,0.0002,0.0002,0.0001,0.0003,0.0002,0.0004,0.0004,0.0001,0.0002,0.0003,0.0001,0.0001,0.0003,0.0003,0.0003,0.0005,520.8344,351.6413,621.2565,416.9010,5,576.0900,384.1300,108.9300,71.5200
0.0031,-12.8879,575.4355,384.7855,109.8334,72.9682,0.0009,0.0019,0.0005,0.0006,0.0007,0.0003,0.0004,0.0003,0.0003,0.0004,0.0005,0.0006,0.0005,0.0008,0.0006,0.0007,0.0005,0.0004,0.0004,0.0005,0.0006,0.0005,0.0010,0.0013,520.5188,348.3013,630.3523,421.2696,5,576.0900,384.1300,108.9300,71.5200
0.0023,13.4796,574.1849,383.6282,109.1653,70.4799,0.0011,0.0016,0.0013,0.0012,0.0006,0.0003,0.0005,0.0005,0.0005,0.0006,0.0010,0.0007,0.0007,0.0012,0.0006,0.0007,0.0005,0.0005,0.0005,0.0005,0.0005,0.0006,0.0009,0.0013,519.6023,348.3883,628.7676,418.8682,5,576.0900,384.1300,108.9300,71.5200
2.0900,16.9383,214.1239,256.4225,86.1284,54.4214,0.5112,0.7799,0.6264,0.2332,0.0242,0.0010,0.0000,0.0001,0.0019,0.0014,0.0002,0.0121,0.0035,0.0487,0.0654,0.0012,0.0027,0.0085,0.0005,0.0000,0.0004,0.0041,0.0060,0.1369,171.0597,229.2118,257.1881,283.6332,6,214.1300,256.6500,86.7200,53.9200
1.7711,10.8739,213.7474,256.6205,86.9957,53.6185,0.5021,0.7488,0.3857,0.0838,0.0118,0.0014,0.0000,0.0001,0.0010,0.0022,0.0003,0.0114,0.0046,0.0502,0.0533,0.0033,0.0081,0.0105,0.0012,0.0000,0.0004,0.0060,0.0071,0.2335,170.2495,229.8113,257.2452,283.4297,6,214.1300,256.6500,86.7200,53.9200
1.6761,14.7441,214.3111,256.4602,86.5550,54.0015,0.4129,0.7296,0.4666,0.0826,0.0246,0.0014,0.0000,0.0001,0.0007,0.0011,0.0001,0.0146,0.0031,0.0398,0.0451,0.0018,0.0014,0.0097,0.0006,0.0000,0.0001,0.0027,0.0029,0.1284,171.0336,229.4594,257.5886,283.4610,6,214.1300,256.6500,86.7200,53.9200
1.6244,14.4335,214.3000,256.6442,86.7492,54.4744,0.4358,0.6198,0.4158,0.1351,0.0113,0.0009,0.0000,0.0001,0.0021,0.0015,0.0002,0.0061,0.0020,0.0331,0.0259,0.0008,0.0025,0.0056,0.0005,0.0001,0.0005,0.0049,0.0088,0.1384,170.9254,229.4070,257.6746,283.8814,6,214.1300,256.6500,86.7200,53.9200
1.5798,14.2035,214.2473,256.6963,87.0759,54.0770,0.4520,0.5903,0.4223,0.0833,0.0233,0.0015,0.0000,0.0000,0.0005,0.0020,0.0001,0.0180,0.0020,0.0176,0.0180,0.0005,0.0022,0.0085,0.0006,0.0000,0.0001,0.0029,0.0089,0.1245,170.7094,229.6578,257.7853,283.7348,6,214.1300,256.6500,86.7200,53.9200
1.1124,15.7321,213.8669,257.2370,86.5960,53.2382,0.2158,0.5714,0.2820,0.0562,0.0062,0.0007,0.0000,0.0001,0.0008,0.0013,0.0001,0.0046,0.0019,0.0195,0.0128,0.0006,0.0018,0.0047,0.0005,0.0000,0.0003,0.0025,0.0036,0.0528,170.5688,230.6179,257.1649,283.8561,6,214.1300,256.6500,86.7200,53.9200
0.3375,12.2391,214.3187,257.1913,87.6397,52.1495,0.0987,0.1800,0.0555,0.0204,0.0025,0.0006,0.0000,0.0001,0.0002,0.0013,0.0001,0.0047,0.0020,0.0125,0.0067,0.0008,0.0024,0.0043,0.0007,0.0000,0.0007,0.0025,0.0033,0.0172,170.4988,231.1165,258.1385,283.2660,6,214.1300,256.6500,86.7200,53.9200
0.2559,9.4964,214.7659,256.9670,86.8852,54.3930,0.0822,0.1039,0.0413,0.0155,0.0018,0.0002,0.0000,0.0000,0.0012,0.0004,0.0002,0.0014,0.0008,0.0044,0.0021,0.0002,0.0019,0.0022,0.0008,0.0001,0.0004,0.0055,0.0034,0.0269,171.3233,229.7706,258.2085,284.1635,6,214.1300,256.6500,86.7200,53.9200
0.1960,11.8335,214.5745,256.1483,86.9177,52.9799,0.0373,0.1326,0.0216,0.0055,0.0019,0.0006,0.0000,0.0001,0.0002,0.0005,0.0002,0.0043,0.0014,0.0050,0.0046,0.0008,0.0009,0.0016,0.0002,0.0000,0.0003,0.0007,0.0016,0.0178,171.1156,229.6584,258.0334,282.6383,6,214.1300,256.6500,86.7200,53.9200
0.1674,11.8595,213.8707,256.7139,87.6258,53.6998,0.0278,0.1006,0.0247,0.0096,0.0010,0.0002,0.0000,0.0000,0.0007,0.0005,0.0002,0.0014,0.0006,0.0050,0.0011,0.0002,0.0012,0.0018,0.0004,0.0002,0.0005,0.0026,0.0032,0.0155,170.0578,229.8640,257.6837,283.5638,6,214.1300,256.6500,86.7200,53.9200
0.0763,11.1251,214.4259,256.5451,87.3272,53.5571,0.0166,0.0375,0.0174,0.0028,0.0011,0.0007,0.0001,0.0001,0.0002,0.0006,0.0001,0.0008,0.0011,0.0022,0.0022,0.0006,0.0007,0.0013,0.0003,0.0000,0.0002,0.0006,0.0009,0.0110,170.7623,229.7666,258.0895,283.3237,6,214.1300,256.6500,86.7200,53.9200
0.0438,17.7624,214.5763,257.4625,87.5515,51.8394,0.0070,0.0236,0.0155,0.0031,0.0008,0.0003,0.0001,0.0002,0.0004,0.0005,0.0001,0.0010,0.0006,0.0033,0.0014,0.0001,0.0004,0.0012,0.0002,0.0000,0.0003,0.0006,0.0005,0.0022,170.8005,231.5428,258.3520,283.3822,6,214.1300,256.6500,86.7200,53.9200
0.0411,1.3681,213.9605,256.1783,86.8776,52.0873,0.0167,0.0259,0.0090,0.0062,0.0013,0.0002,0.0002,0.0002,0.0003,0.0010,0.0017,0.0005,0.0022,0.0172,0.0040,0.0017,0.0005,0.0009,0.0013,0.0016,0.0023,0.0011,0.0025,0.0091,170.5217,230.1346,257.3993,282.2219,6,214.1300,256.6500,86.7200,53.9200
0.0313,5.0728,213.6091,256.6465,85.7182,52.7352,0.0123,0.0182,0.0028,0.0014,0.0010,0.0005,0.0001,0.0002,0.0001,0.0006,0.0002,0.0011,0.0009,0.0021,0.0038,0.0007,0.0008,0.0005,0.0002,0.0000,0.0002,0.0006,0.0009,0.0051,170.7500,230.2790,256.4682,283.0141,6,214.1300,256.6500,86.7200,53.9200
0.0204,-7.6913,213.3813,256.0391,88.0298,52.4208,0.0056,0.0108,0.0019,0.0024,0.0028,0.0002,0.0003,0.0001,0.0002,0.0005,0.0008,0.0005,0.0014,0.0058,0.0024,0.0013,0.0008,0.0005,0.0006,0.0017,0.0014,0.0011,0.0020,0.0082,169.3664,229.8287,257.3962,282.2495,6,214.1300,256.6500,86.7200,53.9200
0.0196,-0.3314,213.7443,255.8359,86.8794,52.8044,0.0035,0.0117,0.0024,0.0035,0.0020,0.0002,0.0004,0.0002,0.0004,0.0005,0.0017,0.0009,0.0016,0.0057,0.0027,0.0009,0.0008,0.0005,0.0005,0.0005,0.0012,0.0014,0.0015,0.0100,170.3046,229.4337,257.1840,282.2381,6,214.1300,256.6500,86.7200,53.9200
0.0161,-1.1092,213.7668,256.3190,86.7565,53.1241,0.0063,0.0098,0.0042,0.0047,0.0021,0.0002,0.0004,0.0002,0.0003,0.0005,0.0015,0.0005,0.0016,0.0131,0.0016,0.0010,0.0007,0.0003,0.0009,0.0009,0.0009,0.0009,0.0024,0.0083,170.3885,229.7570,257.1450,282.8810,6,214.1300,256.6500,86.7200,53.9200
0.0085,15.1036,215.1765,256.2545,85.6392,54.0473,0.0015,0.0052,0.0019,0.0011,0.0005,0.0003,0.0001,0.0001,0.0003,0.0003,0.0001,0.0002,0.0003,0.0008,0.0004,0.0002,0.0003,0.0004,0.0002,0.0001,0.0001,0.0007,0.0003,0.0009,172.3569,229.2308,257.9961,283.2781,6,214.1300,256.6500,86.7200,53.9200
0.0084,7.2549,214.3443,257.2065,85.9614,53.9987,0.0021,0.0032,0.0020,0.0007,0.0003,0.0002,0.0001,0.0001,0.0002,0.0003,0.0001,0.0004,0.0001,0.0005,0.0005,0.0001,0.0003,0.0003,0.0002,0.0001,0.0002,0.0003,0.0002,0.0023,171.3636,230.2072,257.3250,284.2059,6,214.1300,256.6500,86.7200,53.9200
0.0070,5.2050,214.5539,257.1742,86.0843,53.7451,0.0018,0.0027,0.0018,0.0007,0.0004,0.0001,0.0001,0.0001,0.0002,0.0002,0.0001,0.0002,0.0002,0.0005,0.0005,0.0001,0.0003,0.0004,0.0003,0.0001,0.0002,0.0004,0.0004,0.0018,171.5118,230.3017,257.5961,284.0468,6,214.1300,256.6500,86.7200,53.9200
0.0031,11.3883,214.1633,254.9111,84.6385,50.4099,0.0007,0.0018,0.0007,0.0003,0.0002,0.0002,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0001,0.0003,0.0002,0.0001,0.0002,0.0002,0.0001,0.0001,0.0002,0.0003,0.0002,0.0006,171.8441,229.7061,256.4825,280.1160,6,214.1300,256.6500,86.7200,53.9200
0.0019,-50.7244,213.3210,255.8343,86.0924,51.6791,0.0010,0.0016,0.0008,0.0010,0.0010,0.0003,0.0004,0.0003,0.0005,0.0004,0.0009,0.0008,0.0012,0.0021,0.0014,0.0009,0.0005,0.0005,0.0006,0.0005,0.0008,0.0010,0.0009,0.0024,170.2748,229.9948,256.3672,281.6739,6,214.1300,256.6500,86.7200,53.9200
0.0016,-31.4289,213.4502,256.5078,87.0662,51.8720,0.0012,0.0013,0.0010,0.0005,0.0009,0.0003,0.0005,0.0004,0.0004,0.0005,0.0006,0.0007,0.0009,0.0017,0.0008,0.0007,0.0004,0.0003,0.0006,0.0006,0.0007,0.0007,0.0011,0.0013,169.9171,230.5718,256.9833,282.4437,6,214.1300,256.6500,86.7200,53.9200
2.0127,16.6299,377.3940,386.7157,103.8117,69.7988,0.4064,0.7558,0.6810,0.1567,0.0118,0.0004,0.0000,0.0001,0.0007,0.0008,0.0001,0.0066,0.0009,0.0290,0.0163,0.0010,0.0041,0.0186,0.0022,0.0001,0.0012,0.0039,0.0109,0.1354,325.4881,351.8163,429.2999,421.6151,7,377.5100,387.0400,103.5600,69.6700
1.6773,18.9900,377.5892,387.1884,104.2649,69.3509,0.3056,0.6139,0.5405,0.2193,0.0469,0.0005,0.0000,0.0001,0.0006,0.0021,0.0001,0.0032,0.0008,0.0164,0.0437,0.0029,0.0039,0.0126,0.0021,0.0000,0.0006,0.0086,0.0105,0.0953,325.4567,352.5130,429.7216,421.8639,7,377.5100,387.0400,103.5600,69.6700
1.6708,11.0581,377.4995,386.9228,102.4140,69.7983,0.4638,0.5154,0.4601,0.0859,0.0072,0.0012,0.0000,0.0001,0.0006,0.0010,0.0001,0.0035,0.0017,0.0280,0.0139,0.0014,0.0070,0.0105,0.0029,0.0002,0.0008,0.0050,0.0148,0.2596,326.2925,352.0236,428.7065,421.8219,7,377.5100,387.0400,103.5600,69.6700
1.5298,13.6321,376.9270,387.0353,103.1943,69.3913,0.3702,0.5311,0.4575,0.0869,0.0158,0.0008,0.0000,0.0001,0.0003,0.0011,0.0001,0.0029,0.0008,0.0150,0.0200,0.0011,0.0045,0.0081,0.0019,0.0001,0.0004,0.0054,0.0149,0.1681,325.3298,352.3397,428.5242,421.7310,7,377.5100,387.0400,103.5600,69.6700
1.0865,15.9463,378.5564,387.2271,105.1198,69.4783,0.2073,0.4938,0.3254,0.0794,0.0143,0.0005,0.0000,0.0001,0.0006,0.0026,0.0001,0.0029,0.0012,0.0130,0.0314,0.0024,0.0076,0.0107,0.0015,0.0000,0.0007,0.0094,0.0044,0.0605,325.9965,352.4879,431.1163,421.9663,7,377.5100,387.0400,103.5600,69.6700
0.9560,17.8255,377.1416,387.5461,103.5331,70.2845,0.1812,0.3896,0.3133,0.1081,0.0068,0.0003,0.0000,0.0002,0.0012,0.0010,0.0002,0.0013,0.0010,0.0115,0.0270,0.0017,0.0081,0.0057,0.0011,0.0001,0.0018,0.0053,0.0070,0.0366,325.3750,352.4039,428.9082,422.6884,7,377.5100,387.0400,103.5600,69.6700
0.8659,13.3321,377.0438,387.3155,102.7149,69.8510,0.1621,0.3460,0.2967,0.0328,0.0055,0.0004,0.0000,0.0001,0.0004,0.0009,0.0002,0.0017,0.0011,0.0107,0.0101,0.0016,0.0068,0.0172,0.0027,0.0005,0.0034,0.0034,0.0145,0.0809,325.6864,352.3900,428.4013,422.2410,7,377.5100,387.0400,103.5600,69.6700
0.5423,2.4624,377.5972,386.7238,101.9853,69.6749,0.2407,0.1750,0.0337,0.0178,0.0036,0.0003,0.0001,0.0001,0.0008,0.0007,0.0003,0.0010,0.0003,0.0089,0.0029,0.0004,0.0029,0.0031,0.0024,0.0008,0.0017,0.0202,0.0150,0.0789,326.6045,351.8864,428.5898,421.5613,7,377.5100,387.0400,103.5600,69.6700
0.5340,13.9049,378.4870,386.8184,105.2430,69.4899,0.1073,0.2572,0.1399,0.0258,0.0031,0.0006,0.0000,0.0001,0.0004,0.0006,0.0001,0.0024,0.0012,0.0068,0.0086,0.0008,0.0039,0.0064,0.0011,0.0001,0.0006,0.0017,0.0033,0.0410,325.8655,352.0735,431.1085,421.5634,7,377.5100,387.0400,103.5600,69.6700
0.1441,6.3643,378.0791,386.9572,102.0854,69.6130,0.0415,0.0581,0.0192,0.0101,0.0013,0.0005,0.0001,0.0001,0.0007,0.0006,0.0002,0.0008,0.0006,0.0036,0.0026,0.0005,0.0017,0.0015,0.0008,0.0002,0.0004,0.0061,0.0025,0.0249,327.0364,352.1507,429.1218,421.7637,7,377.5100,387.0400,103.5600,69.6700
0.1214,15.2331,378.0900,387.3857,104.5396,70.1719,0.0207,0.0577,0.0391,0.0071,0.0015,0.0003,0.0001,0.0002,0.0006,0.0007,0.0001,0.0008,0.0006,0.0026,0.0030,0.0004,0.0020,0.0021,0.0004,0.0001,0.0006,0.0012,0.0010,0.0085,325.8202,352.2998,430.3598,422.4717,7,377.5100,387.0400,103.5600,69.6700
0.0862,0.8545,377.1585,386.8929,102.6133,69.9137,0.0199,0.0422,0.0095,0.0039,0.0010,0.0001,0.0001,0.0001,0.0005,0.0004,0.0002,0.0004,0.0003,0.0036,0.0008,0.0004,0.0016,0.0027,0.0016,0.0018,0.0020,0.0036,0.0049,0.0136,325.8518,351.9360,428.4652,421.8497,7,377.5100,387.0400,103.5600,69.6700
0.0386,15.1513,377.1023,387.0310,103.2768,69.3951,0.0052,0.0231,0.0097,0.0042,0.0011,0.0003,0.0000,0.0002,0.0001,0.0006,0.0001,0.0008,0.0005,0.0016,0.0017,0.0003,0.0010,0.0012,0.0003,0.0000,0.0006,0.0009,0.0007,0.0023,325.4639,352.3335,428.7407,421.7286,7,377.5100,387.0400,103.5600,69.6700
