vector_magnitude,estimated_angle,x_center,y_center,width,height,Leanbot_0,Leanbot_p15,Leanbot_p30,Leanbot_p45,Leanbot_p60,Leanbot_p75,Leanbot_p90,Leanbot_p105,Leanbot_p120,Leanbot_p135,Leanbot_p150,Leanbot_p165,Leanbot_p180,Leanbot_p195,Leanbot_m150,Leanbot_m135,Leanbot_m120,Leanbot_m105,Leanbot_m90,Leanbot_m75,Leanbot_m60,Leanbot_m45,Leanbot_m30,Leanbot_m15
1.6761,14.7441,214.3111,256.4602,86.5550,54.0015,0.4129,0.7296,0.4666,0.0826,0.0246,0.0014,0.0000,0.0001,0.0007,0.0011,0.0001,0.0146,0.0031,0.0398,0.0451,0.0018,0.0014,0.0097,0.0006,0.0000,0.0001,0.0027,0.0029,0.1284
1.7117,14.4798,193.6199,380.9854,102.1156,70.0050,0.4445,0.7271,0.4874,0.0953,0.0072,0.0003,0.0000,0.0001,0.0010,0.0011,0.0002,0.0052,0.0018,0.0313,0.0373,0.0013,0.0099,0.0116,0.0014,0.0001,0.0012,0.0061,0.0081,0.0881
2.0902,8.0165,576.2606,384.3413,110.1412,71.3920,0.6524,0.7255,0.3849,0.1095,0.0139,0.0005,0.0000,0.0001,0.0003,0.0022,0.0001,0.0050,0.0008,0.0175,0.0331,0.0033,0.0082,0.0306,0.0041,0.0001,0.0034,0.0176,0.0296,0.3377
1.8496,6.3365,230.0565,162.1576,74.6671,47.0377,0.7214,0.5992,0.2398,0.0602,0.0095,0.0008,0.0000,0.0000,0.0006,0.0016,0.0001,0.0172,0.0009,0.0196,0.0084,0.0004,0.0030,0.0099,0.0016,0.0002,0.0006,0.0124,0.0345,0.3038
2.0763,4.3109,576.1805,384.0896,108.6563,71.6656,0.6959,0.6298,0.3357,0.0605,0.0037,0.0005,0.0000,0.0000,0.0003,0.0016,0.0002,0.0068,0.0016,0.0452,0.0181,0.0046,0.0152,0.0155,0.0046,0.0008,0.0043,0.0085,0.0810,0.4513
2.2420,10.7982,193.0975,381.1658,102.6891,69.9001,0.6913,0.6502,0.6158,0.1227,0.0149,0.0010,0.0000,0.0000,0.0005,0.0012,0.0002,0.0080,0.0029,0.0361,0.0467,0.0018,0.0090,0.0135,0.0030,0.0001,0.0005,0.0069,0.0164,0.3441
2.0415,11.8094,193.3971,380.8213,102.2906,69.8344,0.6049,0.6736,0.6306,0.1515,0.0159,0.0005,0.0000,0.0001,0.0010,0.0018,0.0003,0.0054,0.0022,0.0399,0.1463,0.0052,0.0129,0.0155,0.0020,0.0001,0.0015,0.0048,0.0214,0.2561
1.9878,9.5417,370.5342,257.9012,84.9596,54.7188,0.6725,0.6059,0.4237,0.0924,0.0131,0.0006,0.0000,0.0000,0.0006,0.0014,0.0001,0.0084,0.0007,0.0166,0.0085,0.0004,0.0047,0.0111,0.0023,0.0002,0.0005,0.0114,0.0260,0.2813
1.8080,14.7955,370.8482,257.7708,84.9046,54.2240,0.4364,0.6646,0.5404,0.0995,0.0261,0.0008,0.0000,0.0001,0.0006,0.0008,0.0001,0.0080,0.0009,0.0251,0.0157,0.0006,0.0016,0.0119,0.0012,0.0000,0.0002,0.0034,0.0049,0.1687
1.8522,11.3685,230.0299,162.2414,74.2748,47.1190,0.5571,0.6601,0.4148,0.1401,0.0156,0.0009,0.0000,0.0000,0.0015,0.0018,0.0004,0.0097,0.0025,0.0481,0.0255,0.0013,0.0043,0.0169,0.0020,0.0002,0.0025,0.0085,0.0440,0.2065
1.6287,14.5779,506.3331,156.6140,79.7033,48.9213,0.3729,0.6558,0.4715,0.0904,0.0081,0.0006,0.0000,0.0001,0.0008,0.0006,0.0001,0.0052,0.0008,0.0157,0.0100,0.0009,0.0031,0.0159,0.0022,0.0000,0.0005,0.0038,0.0088,0.1239
1.6839,7.0648,576.4259,384.0072,110.4064,71.4377,0.5748,0.6224,0.2690,0.0475,0.0029,0.0005,0.0000,0.0001,0.0006,0.0008,0.0002,0.0055,0.0009,0.0306,0.0128,0.0010,0.0088,0.0152,0.0025,0.0002,0.0030,0.0061,0.0227,0.2677
1.6244,14.4335,214.3000,256.6442,86.7492,54.4744,0.4358,0.6198,0.4158,0.1351,0.0113,0.0009,0.0000,0.0001,0.0021,0.0015,0.0002,0.0061,0.0020,0.0331,0.0259,0.0008,0.0025,0.0056,0.0005,0.0001,0.0005,0.0049,0.0088,0.1384
1.6773,18.9900,377.5892,387.1884,104.2649,69.3509,0.3056,0.6139,0.5405,0.2193,0.0469,0.0005,0.0000,0.0001,0.0006,0.0021,0.0001,0.0032,0.0008,0.0164,0.0437,0.0029,0.0039,0.0126,0.0021,0.0000,0.0006,0.0086,0.0105,0.0953
1.6128,9.2593,229.8165,162.0617,74.7251,47.2599,0.5533,0.6131,0.2916,0.0475,0.0078,0.0014,0.0000,0.0001,0.0005,0.0006,0.0002,0.0120,0.0015,0.0264,0.0130,0.0013,0.0018,0.0130,0.0012,0.0000,0.0005,0.0034,0.0091,0.2083
1.4187,11.0076,193.1694,380.8561,101.7916,69.5092,0.3849,0.5967,0.3328,0.0446,0.0062,0.0004,0.0000,0.0000,0.0004,0.0010,0.0002,0.0032,0.0014,0.0340,0.0253,0.0017,0.0045,0.0081,0.0020,0.0002,0.0008,0.0035,0.0134,0.1652
1.7793,6.9467,534.3583,251.0149,90.2036,58.3662,0.5926,0.4550,0.4368,0.0599,0.0108,0.0007,0.0000,0.0000,0.0003,0.0016,0.0002,0.0041,0.0016,0.0222,0.0217,0.0022,0.0173,0.0183,0.0075,0.0007,0.0018,0.0114,0.0393,0.3386
1.6409,12.8472,534.5459,251.0809,90.4987,58.0923,0.4184,0.5917,0.4728,0.0865,0.0121,0.0003,0.0000,0.0001,0.0004,0.0008,0.0001,0.0058,0.0008,0.0181,0.0230,0.0021,0.0065,0.0144,0.0035,0.0001,0.0009,0.0076,0.0150,0.1733
1.5798,14.2035,214.2473,256.6963,87.0759,54.0770,0.4520,0.5903,0.4223,0.0833,0.0233,0.0015,0.0000,0.0000,0.0005,0.0020,0.0001,0.0180,0.0020,0.0176,0.0180,0.0005,0.0022,0.0085,0.0006,0.0000,0.0001,0.0029,0.0089,0.1245
1.8155,14.1185,506.4941,156.7849,79.5500,49.3456,0.4603,0.5805,0.4944,0.2024,0.0137,0.0004,0.0000,0.0001,0.0016,0.0016,0.0002,0.0033,0.0007,0.0175,0.0210,0.0022,0.0091,0.0148,0.0034,0.0002,0.0024,0.0121,0.0233,0.1888
1.3442,9.1595,534.6460,251.2495,90.3976,58.4333,0.4019,0.5752,0.2420,0.0546,0.0070,0.0003,0.0000,0.0001,0.0004,0.0023,0.0002,0.0046,0.0008,0.0162,0.0240,0.0021,0.0157,0.0133,0.0018,0.0001,0.0025,0.0118,0.0136,0.1583
1.1124,15.7321,213.8669,257.2370,86.5960,53.2382,0.2158,0.5714,0.2820,0.0562,0.0062,0.0007,0.0000,0.0001,0.0008,0.0013,0.0001,0.0046,0.0019,0.0195,0.0128,0.0006,0.0018,0.0047,0.0005,0.0000,0.0003,0.0025,0.0036,0.0528
1.6646,7.3109,506.2851,156.6391,79.9158,49.0732,0.5684,0.4692,0.3683,0.0516,0.0074,0.0004,0.0001,0.0000,0.0004,0.0010,0.0001,0.0061,0.0007,0.0191,0.0098,0.0006,0.0084,0.0157,0.0070,0.0006,0.0018,0.0134,0.0276,0.2886
1.3300,-1.6321,575.8934,384.1788,108.0317,71.3425,0.5542,0.2827,0.0996,0.0211,0.0062,0.0005,0.0000,0.0000,0.0004,0.0012,0.0003,0.0032,0.0007,0.0185,0.0081,0.0021,0.0104,0.0086,0.0071,0.0011,0.0025,0.0322,0.0471,0.3847
1.4833,12.4891,534.6357,251.0812,90.2932,58.9874,0.4207,0.5327,0.3847,0.1273,0.0156,0.0003,0.0000,0.0001,0.0008,0.0015,0.0001,0.0031,0.0009,0.0202,0.0521,0.0047,0.0091,0.0156,0.0038,0.0001,0.0021,0.0085,0.0172,0.1470
1.5298,13.6321,376.9270,387.0353,103.1943,69.3913,0.3702,0.5311,0.4575,0.0869,0.0158,0.0008,0.0000,0.0001,0.0003,0.0011,0.0001,0.0029,0.0008,0.0150,0.0200,0.0011,0.0045,0.0081,0.0019,0.0001,0.0004,0.0054,0.0149,0.1681
1.5212,6.9088,575.9108,384.1972,107.3517,71.6707,0.3891,0.5245,0.3632,0.0580,0.0070,0.0005,0.0000,0.0001,0.0007,0.0017,0.0004,0.0021,0.0011,0.0224,0.0237,0.0047,0.0171,0.0301,0.0065,0.0013,0.0105,0.0113,0.0452,0.2787
1.4158,8.3727,370.6227,257.8345,85.4373,54.9629,0.4423,0.5238,0.2471,0.0621,0.0056,0.0004,0.0000,0.0000,0.0016,0.0013,0.0003,0.0024,0.0008,0.0224,0.0111,0.0009,0.0045,0.0079,0.0021,0.0012,0.0025,0.0129,0.0288,0.2041
1.4187,7.8028,361.8802,165.0641,74.3234,46.5348,0.4677,0.5176,0.2227,0.0513,0.0063,0.0007,0.0000,0.0001,0.0004,0.0006,0.0001,0.0056,0.0008,0.0115,0.0072,0.0017,0.0029,0.0138,0.0023,0.0001,0.0015,0.0063,0.0147,0.2257
1.6708,11.0581,377.4995,386.9228,102.4140,69.7983,0.4638,0.5154,0.4601,0.0859,0.0072,0.0012,0.0000,0.0001,0.0006,0.0010,0.0001,0.0035,0.0017,0.0280,0.0139,0.0014,0.0070,0.0105,0.0029,0.0002,0.0008,0.0050,0.0148,0.2596
1.0468,12.9913,230.3196,162.7376,75.1257,46.9876,0.2662,0.5100,0.2081,0.0547,0.0081,0.0004,0.0000,0.0001,0.0010,0.0028,0.0002,0.0038,0.0010,0.0270,0.0125,0.0005,0.0023,0.0050,0.0007,0.0001,0.0012,0.0060,0.0108,0.0734
1.0865,15.9463,378.5564,387.2271,105.1198,69.4783,0.2073,0.4938,0.3254,0.0794,0.0143,0.0005,0.0000,0.0001,0.0006,0.0026,0.0001,0.0029,0.0012,0.0130,0.0314,0.0024,0.0076,0.0107,0.0015,0.0000,0.0007,0.0094,0.0044,0.0605
1.3598,7.7271,361.4568,165.8119,75.0372,46.0781,0.4680,0.4344,0.2676,0.0732,0.0083,0.0006,0.0000,0.0000,0.0010,0.0015,0.0004,0.0045,0.0011,0.0268,0.0089,0.0009,0.0062,0.0186,0.0035,0.0011,0.0112,0.0130,0.0449,0.1736
1.0776,2.2059,361.5289,165.2925,74.3430,46.6317,0.4671,0.2707,0.1017,0.0284,0.0057,0.0005,0.0000,0.0000,0.0007,0.0007,0.0001,0.0029,0.0004,0.0094,0.0042,0.0005,0.0029,0.0076,0.0038,0.0009,0.0017,0.0185,0.0285,0.2267
0.9382,17.1129,371.0655,258.0836,85.6852,53.4661,0.1754,0.4585,0.2570,0.0798,0.0096,0.0007,0.0000,0.0002,0.0003,0.0020,0.0001,0.0053,0.0018,0.0191,0.0108,0.0010,0.0044,0.0105,0.0010,0.0000,0.0010,0.0040,0.0041,0.0306
1.1404,12.7074,576.0388,383.9333,109.1492,71.3227,0.3303,0.4517,0.2910,0.0704,0.0038,0.0003,0.0000,0.0002,0.0011,0.0010,0.0002,0.0014,0.0007,0.0173,0.0167,0.0010,0.0119,0.0103,0.0021,0.0004,0.0028,0.0071,0.0087,0.0746
1.4149,6.4030,575.8075,384.1301,108.7710,71.7955,0.4424,0.4193,0.2959,0.0424,0.0125,0.0006,0.0000,0.0001,0.0002,0.0015,0.0001,0.0022,0.0005,0.0144,0.0247,0.0044,0.0087,0.0113,0.0063,0.0004,0.0012,0.0086,0.0287,0.2940
1.2577,5.4440,534.6508,251.2787,90.0710,57.4611,0.4390,0.3994,0.2348,0.0326,0.0036,0.0006,0.0000,0.0001,0.0003,0.0013,0.0002,0.0045,0.0016,0.0158,0.0276,0.0027,0.0191,0.0134,0.0033,0.0001,0.0015,0.0073,0.0130,0.2515
0.8263,13.1288,506.4592,156.6022,79.8214,49.4054,0.1810,0.4042,0.1879,0.0430,0.0049,0.0003,0.0000,0.0001,0.0003,0.0017,0.0001,0.0024,0.0006,0.0109,0.0133,0.0007,0.0069,0.0063,0.0011,0.0001,0.0012,0.0067,0.0066,0.0607
0.9560,17.8255,377.1416,387.5461,103.5331,70.2845,0.1812,0.3896,0.3133,0.1081,0.0068,0.0003,0.0000,0.0002,0.0012,0.0010,0.0002,0.0013,0.0010,0.0115,0.0270,0.0017,0.0081,0.0057,0.0011,0.0001,0.0018,0.0053,0.0070,0.0366
0.8739,4.2863,361.5942,165.2824,73.9928,46.5635,0.2528,0.3880,0.0632,0.0143,0.0023,0.0005,0.0001,0.0000,0.0003,0.0010,0.0003,0.0053,0.0005,0.0097,0.0051,0.0011,0.0035,0.0062,0.0016,0.0003,0.0026,0.0059,0.0216,0.1845
1.0514,4.6041,229.9587,162.2700,74.1505,47.2633,0.3407,0.3860,0.1121,0.0388,0.0042,0.0007,0.0000,0.0001,0.0016,0.0019,0.0006,0.0031,0.0009,0.0191,0.0129,0.0009,0.0039,0.0049,0.0009,0.0010,0.0044,0.0152,0.0289,0.2169
0.6459,11.8711,371.1173,257.9556,85.0394,54.4305,0.1258,0.3599,0.1108,0.0180,0.0033,0.0005,0.0001,0.0001,0.0004,0.0006,0.0001,0.0034,0.0008,0.0078,0.0062,0.0007,0.0024,0.0045,0.0007,0.0001,0.0006,0.0015,0.0041,0.0661
0.8659,13.3321,377.0438,387.3155,102.7149,69.8510,0.1621,0.3460,0.2967,0.0328,0.0055,0.0004,0.0000,0.0001,0.0004,0.0009,0.0002,0.0017,0.0011,0.0107,0.0101,0.0016,0.0068,0.0172,0.0027,0.0005,0.0034,0.0034,0.0145,0.0809
0.9898,11.4348,506.2149,156.5773,79.4828,48.7016,0.3064,0.3339,0.2519,0.0636,0.0070,0.0004,0.0000,0.0001,0.0005,0.0011,0.0001,0.0047,0.0012,0.0141,0.0099,0.0007,0.0111,0.0135,0.0021,0.0001,0.0010,0.0061,0.0075,0.1057
1.1089,5.8001,534.2837,251.0928,90.0693,58.7135,0.3326,0.3193,0.2820,0.0323,0.0083,0.0003,0.0000,0.0000,0.0004,0.0011,0.0002,0.0015,0.0009,0.0201,0.0178,0.0031,0.0134,0.0176,0.0133,0.0020,0.0031,0.0154,0.0308,0.2100
0.5647,10.8539,194.7292,380.5590,103.9465,70.1356,0.1555,0.3200,0.0846,0.0146,0.0023,0.0006,0.0000,0.0002,0.0003,0.0006,0.0002,0.0035,0.0014,0.0177,0.0156,0.0012,0.0024,0.0035,0.0007,0.0000,0.0007,0.0015,0.0034,0.0413
0.8600,2.9073,506.4301,156.7995,79.8161,49.2055,0.3091,0.2083,0.1589,0.0252,0.0054,0.0003,0.0000,0.0001,0.0007,0.0009,0.0002,0.0008,0.0005,0.0136,0.0157,0.0016,0.0074,0.0102,0.0071,0.0024,0.0030,0.0113,0.0280,0.1993
0.8168,-4.7154,361.2474,165.7793,74.5390,46.3233,0.3089,0.1749,0.0629,0.0165,0.0033,0.0003,0.0000,0.0001,0.0013,0.0013,0.0009,0.0013,0.0006,0.0157,0.0071,0.0009,0.0083,0.0099,0.0041,0.0093,0.0203,0.0358,0.0377,0.2390
0.7234,-0.0480,362.0701,165.4781,73.3160,46.8419,0.2960,0.1776,0.0441,0.0193,0.0031,0.0004,0.0001,0.0000,0.0006,0.0012,0.0002,0.0014,0.0006,0.0120,0.0061,0.0007,0.0043,0.0031,0.0020,0.0005,0.0019,0.0132,0.0091,0.2151
0.6467,9.9197,194.0428,380.5488,103.1478,69.8145,0.1806,0.2898,0.1387,0.0196,0.0034,0.0007,0.0000,0.0001,0.0003,0.0011,0.0002,0.0034,0.0027,0.0175,0.0217,0.0027,0.0045,0.0043,0.0010,0.0001,0.0005,0.0011,0.0054,0.0860
0.5340,13.9049,378.4870,386.8184,105.2430,69.4899,0.1073,0.2572,0.1399,0.0258,0.0031,0.0006,0.0000,0.0001,0.0004,0.0006,0.0001,0.0024,0.0012,0.0068,0.0086,0.0008,0.0039,0.0064,0.0011,0.0001,0.0006,0.0017,0.0033,0.0410
0.5423,2.4624,377.5972,386.7238,101.9853,69.6749,0.2407,0.1750,0.0337,0.0178,0.0036,0.0003,0.0001,0.0001,0.0008,0.0007,0.0003,0.0010,0.0003,0.0089,0.0029,0.0004,0.0029,0.0031,0.0024,0.0008,0.0017,0.0202,0.0150,0.0789
0.4807,1.9699,361.5385,165.5854,73.4272,46.2007,0.2369,0.1319,0.0402,0.0170,0.0020,0.0003,0.0001,0.0001,0.0002,0.0011,0.0002,0.0040,0.0008,0.0063,0.0052,0.0006,0.0082,0.0049,0.0022,0.0004,0.0026,0.0077,0.0179,0.0702
0.3741,11.8023,193.9372,380.7120,104.8123,70.0377,0.0693,0.2200,0.0733,0.0096,0.0027,0.0005,0.0000,0.0001,0.0002,0.0014,0.0001,0.0037,0.0009,0.0051,0.0116,0.0009,0.0044,0.0049,0.0005,0.0000,0.0004,0.0019,0.0026,0.0347
0.3530,9.8796,370.9419,258.2360,85.6334,54.1197,0.0955,0.2024,0.0388,0.0087,0.0024,0.0005,0.0000,0.0001,0.0002,0.0008,0.0001,0.0019,0.0007,0.0045,0.0072,0.0006,0.0024,0.0026,0.0007,0.0000,0.0005,0.0018,0.0033,0.0286
0.4523,4.5994,576.4209,384.0842,110.6608,71.7820,0.1627,0.1958,0.0475,0.0093,0.0031,0.0005,0.0000,0.0001,0.0002,0.0022,0.0001,0.0024,0.0005,0.0061,0.0143,0.0011,0.0083,0.0060,0.0010,0.0001,0.0014,0.0053,0.0070,0.0709
0.4313,-3.7254,506.4211,156.7974,79.1824,49.3428,0.1918,0.1095,0.0282,0.0069,0.0014,0.0002,0.0001,0.0000,0.0004,0.0007,0.0005,0.0018,0.0006,0.0051,0.0020,0.0005,0.0064,0.0071,0.0047,0.0018,0.0046,0.0289,0.0263,0.0747
0.3375,12.2391,214.3187,257.1913,87.6397,52.1495,0.0987,0.1800,0.0555,0.0204,0.0025,0.0006,0.0000,0.0001,0.0002,0.0013,0.0001,0.0047,0.0020,0.0125,0.0067,0.0008,0.0024,0.0043,0.0007,0.0000,0.0007,0.0025,0.0033,0.0172
0.5073,-1.9471,575.5907,384.0435,107.2676,71.7627,0.1275,0.1799,0.0466,0.0086,0.0026,0.0003,0.0000,0.0000,0.0005,0.0011,0.0006,0.0010,0.0006,0.0142,0.0034,0.0014,0.0064,0.0105,0.0048,0.0042,0.0071,0.0122,0.0215,0.1581
0.5230,-7.5289,361.3370,165.8490,73.4904,46.1576,0.1737,0.1130,0.0282,0.0067,0.0017,0.0002,0.0001,0.0000,0.0005,0.0009,0.0006,0.0020,0.0005,0.0058,0.0014,0.0007,0.0053,0.0072,0.0049,0.0026,0.0117,0.0394,0.0391,0.1586
0.4523,0.7287,576.3137,383.9512,106.6521,71.2383,0.1452,0.1237,0.0462,0.0177,0.0015,0.0009,0.0000,0.0001,0.0004,0.0009,0.0004,0.0015,0.0008,0.0097,0.0049,0.0018,0.0049,0.0034,0.0015,0.0004,0.0012,0.0096,0.0092,0.1452
0.1960,11.8335,214.5745,256.1483,86.9177,52.9799,0.0373,0.1326,0.0216,0.0055,0.0019,0.0006,0.0000,0.0001,0.0002,0.0005,0.0002,0.0043,0.0014,0.0050,0.0046,0.0008,0.0009,0.0016,0.0002,0.0000,0.0003,0.0007,0.0016,0.0178
0.2508,13.8316,361.3103,165.7774,74.8847,46.6055,0.0598,0.1297,0.0479,0.0174,0.0043,0.0002,0.0001,0.0001,0.0011,0.0012,0.0002,0.0009,0.0004,0.0091,0.0036,0.0002,0.0010,0.0020,0.0005,0.0001,0.0015,0.0028,0.0035,0.0128
0.1993,5.0599,230.4482,162.1440,74.8113,47.1876,0.0471,0.1123,0.0101,0.0037,0.0016,0.0005,0.0001,0.0001,0.0002,0.0008,0.0003,0.0033,0.0009,0.0042,0.0050,0.0015,0.0017,0.0015,0.0005,0.0001,0.0009,0.0015,0.0036,0.0431
0.2559,9.4964,214.7659,256.9670,86.8852,54.3930,0.0822,0.1039,0.0413,0.0155,0.0018,0.0002,0.0000,0.0000,0.0012,0.0004,0.0002,0.0014,0.0008,0.0044,0.0021,0.0002,0.0019,0.0022,0.0008,0.0001,0.0004,0.0055,0.0034,0.0269
0.1674,11.8595,213.8707,256.7139,87.6258,53.6998,0.0278,0.1006,0.0247,0.0096,0.0010,0.0002,0.0000,0.0000,0.0007,0.0005,0.0002,0.0014,0.0006,0.0050,0.0011,0.0002,0.0012,0.0018,0.0004,0.0002,0.0005,0.0026,0.0032,0.0155
0.2111,6.5583,230.0536,162.4964,75.1151,46.4467,0.0845,0.0931,0.0274,0.0104,0.0020,0.0004,0.0000,0.0002,0.0003,0.0012,0.0001,0.0019,0.0015,0.0093,0.0044,0.0008,0.0028,0.0062,0.0016,0.0001,0.0011,0.0029,0.0042,0.0182
0.2887,-12.9569,506.2373,156.5750,79.4286,48.7281,0.0884,0.0626,0.0185,0.0064,0.0011,0.0001,0.0001,0.0000,0.0005,0.0008,0.0005,0.0010,0.0004,0.0062,0.0013,0.0009,0.0070,0.0057,0.0066,0.0093,0.0123,0.0316,0.0322,0.0704
0.2643,1.4541,230.6099,162.5588,73.4594,47.8100,0.0874,0.0868,0.0245,0.0064,0.0011,0.0003,0.0000,0.0000,0.0005,0.0007,0.0003,0.0021,0.0007,0.0041,0.0014,0.0004,0.0018,0.0032,0.0010,0.0003,0.0010,0.0066,0.0091,0.0668
0.1838,8.4625,370.9350,258.0643,85.6227,55.0029,0.0519,0.0804,0.0291,0.0062,0.0014,0.0008,0.0000,0.0001,0.0003,0.0007,0.0001,0.0008,0.0009,0.0039,0.0025,0.0005,0.0013,0.0016,0.0006,0.0001,0.0003,0.0015,0.0016,0.0299
0.1735,20.6679,371.0508,258.4068,85.6963,52.0667,0.0205,0.0781,0.0675,0.0164,0.0025,0.0003,0.0001,0.0002,0.0007,0.0006,0.0001,0.0011,0.0007,0.0062,0.0024,0.0001,0.0004,0.0021,0.0002,0.0000,0.0005,0.0009,0.0009,0.0049
0.1573,1.1394,575.9017,384.1808,110.3172,71.4957,0.0734,0.0454,0.0118,0.0055,0.0007,0.0004,0.0000,0.0001,0.0002,0.0006,0.0001,0.0017,0.0006,0.0035,0.0027,0.0003,0.0028,0.0023,0.0009,0.0002,0.0007,0.0013,0.0057,0.0311
0.1165,13.7992,193.5493,381.7297,103.8387,67.9192,0.0196,0.0697,0.0247,0.0055,0.0011,0.0003,0.0000,0.0001,0.0003,0.0006,0.0001,0.0010,0.0006,0.0032,0.0027,0.0002,0.0008,0.0023,0.0003,0.0000,0.0004,0.0007,0.0014,0.0073
0.1441,6.3643,378.0791,386.9572,102.0854,69.6130,0.0415,0.0581,0.0192,0.0101,0.0013,0.0005,0.0001,0.0001,0.0007,0.0006,0.0002,0.0008,0.0006,0.0036,0.0026,0.0005,0.0017,0.0015,0.0008,0.0002,0.0004,0.0061,0.0025,0.0249
0.1214,15.2331,378.0900,387.3857,104.5396,70.1719,0.0207,0.0577,0.0391,0.0071,0.0015,0.0003,0.0001,0.0002,0.0006,0.0007,0.0001,0.0008,0.0006,0.0026,0.0030,0.0004,0.0020,0.0021,0.0004,0.0001,0.0006,0.0012,0.0010,0.0085
0.1507,0.2829,370.6282,257.9275,85.5038,55.1617,0.0541,0.0460,0.0147,0.0054,0.0010,0.0002,0.0001,0.0000,0.0009,0.0004,0.0003,0.0008,0.0005,0.0031,0.0011,0.0003,0.0020,0.0023,0.0015,0.0004,0.0009,0.0080,0.0045,0.0342
0.1108,0.0154,230.8157,162.5509,74.6286,46.6544,0.0526,0.0409,0.0055,0.0030,0.0009,0.0003,0.0000,0.0001,0.0001,0.0011,0.0002,0.0015,0.0007,0.0035,0.0051,0.0006,0.0029,0.0010,0.0008,0.0002,0.0012,0.0023,0.0041,0.0191
0.0862,0.8545,377.1585,386.8929,102.6133,69.9137,0.0199,0.0422,0.0095,0.0039,0.0010,0.0001,0.0001,0.0001,0.0005,0.0004,0.0002,0.0004,0.0003,0.0036,0.0008,0.0004,0.0016,0.0027,0.0016,0.0018,0.0020,0.0036,0.0049,0.0136
0.1066,4.6876,230.4586,162.3262,74.8946,47.3188,0.0288,0.0409,0.0127,0.0045,0.0011,0.0005,0.0001,0.0001,0.0003,0.0006,0.0001,0.0007,0.0007,0.0026,0.0021,0.0004,0.0010,0.0010,0.0003,0.0001,0.0003,0.0018,0.0008,0.0295
